Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
30M,CLF14 Comdty,1/2014,97.13,CLF14 Comdty,1/2014,96.65,CLF14 Comdty,1/2014,94.13,CLF14 Comdty,1/2014,89.24,CLF14 Comdty,1/2014,83.22,CLF14 Comdty,1/2014,92.22,CLF14 Comdty,1/2014,101.71,CLF14 Comdty,1/2014,101.38
31M,CLG14 Comdty,2/2014,96.75,CLG14 Comdty,2/2014,96.29,CLG14 Comdty,2/2014,93.85,CLG14 Comdty,2/2014,89.15,CLG14 Comdty,2/2014,83.27,CLG14 Comdty,2/2014,92.18,CLG14 Comdty,2/2014,101.67,CLG14 Comdty,2/2014,101.28
32M,CLH14 Comdty,3/2014,96.38,CLH14 Comdty,3/2014,95.94,CLH14 Comdty,3/2014,93.59,CLH14 Comdty,3/2014,89.07,CLH14 Comdty,3/2014,83.33,CLH14 Comdty,3/2014,92.17,CLH14 Comdty,3/2014,101.63,CLH14 Comdty,3/2014,101.2
33M,CLJ14 Comdty,4/2014,96.06,CLJ14 Comdty,4/2014,95.61,CLJ14 Comdty,4/2014,93.33,CLJ14 Comdty,4/2014,89,CLJ14 Comdty,4/2014,83.4,CLJ14 Comdty,4/2014,92.15,CLJ14 Comdty,4/2014,101.6,CLJ14 Comdty,4/2014,101.13
34M,CLK14 Comdty,5/2014,95.74,CLK14 Comdty,5/2014,95.3,CLK14 Comdty,5/2014,93.09,CLK14 Comdty,5/2014,88.94,CLK14 Comdty,5/2014,83.48,CLK14 Comdty,5/2014,92.15,CLK14 Comdty,5/2014,101.59,CLK14 Comdty,5/2014,101.06
35M,CLM14 Comdty,6/2014,95.42,CLM14 Comdty,6/2014,95.01,CLM14 Comdty,6/2014,92.87,CLM14 Comdty,6/2014,88.89,CLM14 Comdty,6/2014,83.58,CLM14 Comdty,6/2014,92.17,CLM14 Comdty,6/2014,101.6,CLM14 Comdty,6/2014,101
3Y,CLN14 Comdty,7/2014,95.1,CLN14 Comdty,7/2014,94.74,CLN14 Comdty,7/2014,92.69,CLN14 Comdty,7/2014,88.84,CLN14 Comdty,7/2014,83.68,CLN14 Comdty,7/2014,92.19,CLN14 Comdty,7/2014,101.61,CLN14 Comdty,7/2014,100.96
37M,CLQ4 Comdty,8/2014,94.8,CLQ4 Comdty,8/2014,94.49,CLQ4 Comdty,8/2014,92.52,CLQ4 Comdty,8/2014,88.81,CLQ4 Comdty,8/2014,83.78,CLQ4 Comdty,8/2014,92.22,CLQ4 Comdty,8/2014,101.64,CLQ4 Comdty,8/2014,100.94
38M,CLU4 Comdty,9/2014,94.51,CLU4 Comdty,9/2014,94.25,CLU4 Comdty,9/2014,92.36,CLU4 Comdty,9/2014,88.79,CLU4 Comdty,9/2014,83.89,CLU4 Comdty,9/2014,92.26,CLU4 Comdty,9/2014,101.68,CLU4 Comdty,9/2014,100.93
39M,CLV4 Comdty,10/2014,94.24,CLV4 Comdty,10/2014,94.01,CLV4 Comdty,10/2014,92.21,CLV4 Comdty,10/2014,88.77,CLV4 Comdty,10/2014,84,CLV4 Comdty,10/2014,92.3,CLV4 Comdty,10/2014,101.73,CLV4 Comdty,10/2014,100.93
40M,CLX4 Comdty,11/2014,94,CLX4 Comdty,11/2014,93.79,CLX4 Comdty,11/2014,92.07,CLX4 Comdty,11/2014,88.76,CLX4 Comdty,11/2014,84.12,CLX4 Comdty,11/2014,92.37,CLX4 Comdty,11/2014,101.79,CLX4 Comdty,11/2014,100.94
41M,CLZ4 Comdty,12/2014,93.78,CLZ4 Comdty,12/2014,93.6,CLZ4 Comdty,12/2014,91.94,CLZ4 Comdty,12/2014,88.76,CLZ4 Comdty,12/2014,84.24,CLZ4 Comdty,12/2014,92.43,CLZ4 Comdty,12/2014,101.86,CLZ4 Comdty,12/2014,100.95
42M,CLF5 Comdty,1/2015,93.48,CLF5 Comdty,1/2015,93.43,CLF5 Comdty,1/2015,91.85,CLF5 Comdty,1/2015,88.76,CLF5 Comdty,1/2015,84.31,CLF5 Comdty,1/2015,92.47,CLF5 Comdty,1/2015,101.79,CLF5 Comdty,1/2015,100.88
43M,CLG5 Comdty,2/2015,93.19,CLG5 Comdty,2/2015,93.26,CLG5 Comdty,2/2015,91.77,CLG5 Comdty,2/2015,88.77,CLG5 Comdty,2/2015,84.38,CLG5 Comdty,2/2015,92.51,CLG5 Comdty,2/2015,101.72,CLG5 Comdty,2/2015,100.82
44M,CLH5 Comdty,3/2015,92.91,CLH5 Comdty,3/2015,93.1,CLH5 Comdty,3/2015,91.7,CLH5 Comdty,3/2015,88.78,CLH5 Comdty,3/2015,84.45,CLH5 Comdty,3/2015,92.55,CLH5 Comdty,3/2015,101.66,CLH5 Comdty,3/2015,100.76
45M,CLJ5 Comdty,4/2015,92.63,CLJ5 Comdty,4/2015,92.94,CLJ5 Comdty,4/2015,91.63,CLJ5 Comdty,4/2015,88.8,CLJ5 Comdty,4/2015,84.52,CLJ5 Comdty,4/2015,92.59,CLJ5 Comdty,4/2015,101.6,CLJ5 Comdty,4/2015,100.7
46M,CLK5 Comdty,5/2015,92.36,CLK5 Comdty,5/2015,92.79,CLK5 Comdty,5/2015,91.57,CLK5 Comdty,5/2015,88.82,CLK5 Comdty,5/2015,84.6,CLK5 Comdty,5/2015,92.63,CLK5 Comdty,5/2015,101.55,CLK5 Comdty,5/2015,100.66
47M,CLM5 Comdty,6/2015,92.11,CLM5 Comdty,6/2015,92.65,CLM5 Comdty,6/2015,91.52,CLM5 Comdty,6/2015,88.85,CLM5 Comdty,6/2015,84.68,CLM5 Comdty,6/2015,92.67,CLM5 Comdty,6/2015,101.5,CLM5 Comdty,6/2015,100.62
4Y,CLN5 Comdty,7/2015,91.87,CLN5 Comdty,7/2015,92.51,CLN5 Comdty,7/2015,91.47,CLN5 Comdty,7/2015,88.88,CLN5 Comdty,7/2015,84.77,CLN5 Comdty,7/2015,92.71,CLN5 Comdty,7/2015,101.45,CLN5 Comdty,7/2015,100.58
49M,CLQ5 Comdty,8/2015,91.64,CLQ5 Comdty,8/2015,92.38,CLQ5 Comdty,8/2015,91.42,CLQ5 Comdty,8/2015,88.91,CLQ5 Comdty,8/2015,84.87,CLQ5 Comdty,8/2015,92.75,CLQ5 Comdty,8/2015,101.41,CLQ5 Comdty,8/2015,100.55
50M,CLU5 Comdty,9/2015,91.42,CLU5 Comdty,9/2015,92.25,CLU5 Comdty,9/2015,91.37,CLU5 Comdty,9/2015,88.95,CLU5 Comdty,9/2015,84.97,CLU5 Comdty,9/2015,92.79,CLU5 Comdty,9/2015,101.38,CLU5 Comdty,9/2015,100.52
51M,CLV5 Comdty,10/2015,91.21,CLV5 Comdty,10/2015,92.13,CLV5 Comdty,10/2015,91.33,CLV5 Comdty,10/2015,88.99,CLV5 Comdty,10/2015,85.08,CLV5 Comdty,10/2015,92.83,CLV5 Comdty,10/2015,101.35,CLV5 Comdty,10/2015,100.49
52M,CLX5 Comdty,11/2015,91,CLX5 Comdty,11/2015,92.01,CLX5 Comdty,11/2015,91.3,CLX5 Comdty,11/2015,89.03,CLX5 Comdty,11/2015,85.19,CLX5 Comdty,11/2015,92.87,CLX5 Comdty,11/2015,101.33,CLX5 Comdty,11/2015,100.47
53M,CLZ5 Comdty,12/2015,90.81,CLZ5 Comdty,12/2015,91.9,CLZ5 Comdty,12/2015,91.27,CLZ5 Comdty,12/2015,89.08,CLZ5 Comdty,12/2015,85.3,CLZ5 Comdty,12/2015,92.91,CLZ5 Comdty,12/2015,101.32,CLZ5 Comdty,12/2015,100.45
54M,CLF6 Comdty,1/2016,90.67,CLF6 Comdty,1/2016,91.81,CLF6 Comdty,1/2016,91.25,CLF6 Comdty,1/2016,89.1,CLF6 Comdty,1/2016,85.38,CLF6 Comdty,1/2016,92.95,CLF6 Comdty,1/2016,101.25,CLF6 Comdty,1/2016,100.43
55M,CLG6 Comdty,2/2016,90.53,CLG6 Comdty,2/2016,91.73,CLG6 Comdty,2/2016,91.24,CLG6 Comdty,2/2016,89.13,CLG6 Comdty,2/2016,85.46,CLG6 Comdty,2/2016,92.99,CLG6 Comdty,2/2016,101.18,CLG6 Comdty,2/2016,100.41
56M,CLH6 Comdty,3/2016,90.39,CLH6 Comdty,3/2016,91.65,CLH6 Comdty,3/2016,91.24,CLH6 Comdty,3/2016,89.16,CLH6 Comdty,3/2016,85.54,CLH6 Comdty,3/2016,93.02,CLH6 Comdty,3/2016,101.11,CLH6 Comdty,3/2016,100.4
57M,CLJ6 Comdty,4/2016,90.25,CLJ6 Comdty,4/2016,91.58,CLJ6 Comdty,4/2016,91.24,CLJ6 Comdty,4/2016,89.19,CLJ6 Comdty,4/2016,85.62,CLJ6 Comdty,4/2016,93.05,CLJ6 Comdty,4/2016,101.04,CLJ6 Comdty,4/2016,100.39
58M,CLK6 Comdty,5/2016,90.12,CLK6 Comdty,5/2016,91.51,CLK6 Comdty,5/2016,91.24,CLK6 Comdty,5/2016,89.22,CLK6 Comdty,5/2016,85.7,CLK6 Comdty,5/2016,93.09,CLK6 Comdty,5/2016,100.97,CLK6 Comdty,5/2016,100.38
59M,CLM6 Comdty,6/2016,89.99,CLM6 Comdty,6/2016,91.44,CLM6 Comdty,6/2016,91.24,CLM6 Comdty,6/2016,89.25,CLM6 Comdty,6/2016,85.78,CLM6 Comdty,6/2016,93.13,CLM6 Comdty,6/2016,100.91,CLM6 Comdty,6/2016,100.37
5Y,CLN6 Comdty,7/2016,89.87,CLN6 Comdty,7/2016,91.37,CLN6 Comdty,7/2016,91.24,CLN6 Comdty,7/2016,89.28,CLN6 Comdty,7/2016,85.86,CLN6 Comdty,7/2016,93.17,CLN6 Comdty,7/2016,100.85,CLN6 Comdty,7/2016,100.37
61M,CLQ6 Comdty,8/2016,89.75,CLQ6 Comdty,8/2016,91.31,CLQ6 Comdty,8/2016,91.25,CLQ6 Comdty,8/2016,89.32,CLQ6 Comdty,8/2016,85.95,CLQ6 Comdty,8/2016,93.22,CLQ6 Comdty,8/2016,100.8,CLQ6 Comdty,8/2016,100.37
62M,CLU6 Comdty,9/2016,89.63,CLU6 Comdty,9/2016,91.25,CLU6 Comdty,9/2016,91.26,CLU6 Comdty,9/2016,89.36,CLU6 Comdty,9/2016,86.04,CLU6 Comdty,9/2016,93.27,CLU6 Comdty,9/2016,100.75,CLU6 Comdty,9/2016,100.37
63M,CLV6 Comdty,10/2016,89.52,CLV6 Comdty,10/2016,91.2,CLV6 Comdty,10/2016,91.28,CLV6 Comdty,10/2016,89.4,CLV6 Comdty,10/2016,86.13,CLV6 Comdty,10/2016,93.32,CLV6 Comdty,10/2016,100.7,CLV6 Comdty,10/2016,100.37
64M,CLX6 Comdty,11/2016,89.41,CLX6 Comdty,11/2016,91.16,CLX6 Comdty,11/2016,91.3,CLX6 Comdty,11/2016,89.44,CLX6 Comdty,11/2016,86.22,CLX6 Comdty,11/2016,93.37,CLX6 Comdty,11/2016,100.65,CLX6 Comdty,11/2016,100.37
65M,CLZ6 Comdty,12/2016,89.31,CLZ6 Comdty,12/2016,91.12,CLZ6 Comdty,12/2016,91.32,CLZ6 Comdty,12/2016,89.49,CLZ6 Comdty,12/2016,86.32,CLZ6 Comdty,12/2016,93.42,CLZ6 Comdty,12/2016,100.61,CLZ6 Comdty,12/2016,100.38
66M,CLF7 Comdty,1/2017,89.24,CLF7 Comdty,1/2017,91.12,CLF7 Comdty,1/2017,91.35,,,,,,,,,,,,,,,
67M,CLG7 Comdty,2/2017,89.18,CLG7 Comdty,2/2017,91.13,CLG7 Comdty,2/2017,91.38,,,,,,,,,,,,,,,
68M,CLH7 Comdty,3/2017,89.12,CLH7 Comdty,3/2017,91.14,CLH7 Comdty,3/2017,91.41,,,,,,,,,,,,,,,
69M,CLJ7 Comdty,4/2017,89.07,CLJ7 Comdty,4/2017,91.15,CLJ7 Comdty,4/2017,91.44,,,,,,,,,,,,,,,
70M,CLK7 Comdty,5/2017,89.02,CLK7 Comdty,5/2017,91.16,CLK7 Comdty,5/2017,91.48,,,,,,,,,,,,,,,
71M,CLM7 Comdty,6/2017,88.97,CLM7 Comdty,6/2017,91.17,CLM7 Comdty,6/2017,91.52,CLM7 Comdty,6/2017,89.74,CLM7 Comdty,6/2017,86.89,CLM7 Comdty,6/2017,93.74,CLM7 Comdty,6/2017,100.49,CLM7 Comdty,6/2017,100.53
6Y,CLN7 Comdty,7/2017,88.92,CLN7 Comdty,7/2017,91.18,CLN7 Comdty,7/2017,91.56,,,,,,,,,,,,,,,
73M,CLQ7 Comdty,8/2017,88.88,CLQ7 Comdty,8/2017,91.19,CLQ7 Comdty,8/2017,91.6,,,,,,,,,,,,,,,
74M,CLU7 Comdty,9/2017,88.84,CLU7 Comdty,9/2017,91.21,CLU7 Comdty,9/2017,91.64,,,,,,,,,,,,,,,
75M,CLV7 Comdty,10/2017,88.8,CLV7 Comdty,10/2017,91.23,CLV7 Comdty,10/2017,91.67,,,,,,,,,,,,,,,
76M,CLX7 Comdty,11/2017,88.76,CLX7 Comdty,11/2017,91.25,CLX7 Comdty,11/2017,91.7,,,,,,,,,,,,,,,
77M,CLZ7 Comdty,12/2017,88.73,CLZ7 Comdty,12/2017,91.27,CLZ7 Comdty,12/2017,91.74,CLZ7 Comdty,12/2017,89.99,CLZ7 Comdty,12/2017,87.47,CLZ7 Comdty,12/2017,94.06,CLZ7 Comdty,12/2017,100.37,CLZ7 Comdty,12/2017,100.68
83M,CLM8 Comdty,6/2018,88.81,CLM8 Comdty,6/2018,91.47,CLM8 Comdty,6/2018,91.94,CLM8 Comdty,6/2018,90.26,CLM8 Comdty,6/2018,88.02,CLM8 Comdty,6/2018,94.41,CLM8 Comdty,6/2018,100.29,CLM8 Comdty,6/2018,100.93
89M,CLZ8 Comdty,12/2018,88.9,CLZ8 Comdty,12/2018,91.68,CLZ8 Comdty,12/2018,92.14,CLZ8 Comdty,12/2018,90.53,CLZ8 Comdty,12/2018,88.57,CLZ8 Comdty,12/2018,94.76,CLZ8 Comdty,12/2018,100.21,CLZ8 Comdty,12/2018,101.18
95M,CLM9 Comdty,6/2019,89.07,CLM9 Comdty,6/2019,92.04,CLM9 Comdty,6/2019,92.49,CLM9 Comdty,6/2019,90.92,CLM9 Comdty,6/2019,89.17,CLM9 Comdty,6/2019,95.26,CLM9 Comdty,6/2019,100.48,CLM9 Comdty,6/2019,101.61
101M,CLZ9 Comdty,12/2019,89.24,CLZ9 Comdty,12/2019,92.4,CLZ9 Comdty,12/2019,92.84,CLZ9 Comdty,12/2019,91.31,CLZ9 Comdty,12/2019,89.77,CLZ9 Comdty,12/2019,95.77,CLZ9 Comdty,12/2019,100.75,CLZ9 Comdty,12/2019,102.04
107M,CLM0 Comdty,6/2020,89.64,CLM0 Comdty,6/2020,92.85,CLM0 Comdty,6/2020,93.29,,,,,,,,,,,,,,,
113M,CLZ0 Comdty,12/2020,90.04,CLZ0 Comdty,12/2020,93.3,CLZ0 Comdty,12/2020,93.74,,,,,,,,,,,,,,,
