Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
13M,CLQ4 Comdty,8/2014,92.26,CLQ4 Comdty,8/2014,93.23,CLQ4 Comdty,8/2014,93.09,CLQ4 Comdty,8/2014,92.57,CLQ4 Comdty,8/2014,94.83,CLQ4 Comdty,8/2014,96.62,CLQ4 Comdty,8/2014,95.17,CLQ4 Comdty,8/2014,90.57
14M,CLU4 Comdty,9/2014,91.45,CLU4 Comdty,9/2014,92.51,CLU4 Comdty,9/2014,92.63,CLU4 Comdty,9/2014,92.01,CLU4 Comdty,9/2014,94.21,CLU4 Comdty,9/2014,95.86,CLU4 Comdty,9/2014,94.54,CLU4 Comdty,9/2014,90.07
15M,CLV4 Comdty,10/2014,90.74,CLV4 Comdty,10/2014,91.86,CLV4 Comdty,10/2014,92.14,CLV4 Comdty,10/2014,91.45,CLV4 Comdty,10/2014,93.6,CLV4 Comdty,10/2014,95.15,CLV4 Comdty,10/2014,93.98,CLV4 Comdty,10/2014,89.62
16M,CLX4 Comdty,11/2014,90.14,CLX4 Comdty,11/2014,91.29,CLX4 Comdty,11/2014,91.69,CLX4 Comdty,11/2014,90.96,CLX4 Comdty,11/2014,93.04,CLX4 Comdty,11/2014,94.47,CLX4 Comdty,11/2014,93.52,CLX4 Comdty,11/2014,89.21
17M,CLZ4 Comdty,12/2014,89.58,CLZ4 Comdty,12/2014,90.75,CLZ4 Comdty,12/2014,91.26,CLZ4 Comdty,12/2014,90.54,CLZ4 Comdty,12/2014,92.54,CLZ4 Comdty,12/2014,93.83,CLZ4 Comdty,12/2014,93.08,CLZ4 Comdty,12/2014,88.86
18M,CLF5 Comdty,1/2015,88.88,CLF5 Comdty,1/2015,90.04,CLF5 Comdty,1/2015,90.73,CLF5 Comdty,1/2015,90.02,CLF5 Comdty,1/2015,91.9,CLF5 Comdty,1/2015,93.07,CLF5 Comdty,1/2015,92.49,CLF5 Comdty,1/2015,88.37
19M,CLG5 Comdty,2/2015,88.19,CLG5 Comdty,2/2015,89.36,CLG5 Comdty,2/2015,90.22,CLG5 Comdty,2/2015,89.55,CLG5 Comdty,2/2015,91.28,CLG5 Comdty,2/2015,92.34,CLG5 Comdty,2/2015,91.9,CLG5 Comdty,2/2015,87.92
20M,CLH5 Comdty,3/2015,87.57,CLH5 Comdty,3/2015,88.76,CLH5 Comdty,3/2015,89.75,CLH5 Comdty,3/2015,89.08,CLH5 Comdty,3/2015,90.71,CLH5 Comdty,3/2015,91.62,CLH5 Comdty,3/2015,91.32,CLH5 Comdty,3/2015,87.49
21M,CLJ5 Comdty,4/2015,87.01,CLJ5 Comdty,4/2015,88.21,CLJ5 Comdty,4/2015,89.28,CLJ5 Comdty,4/2015,88.63,CLJ5 Comdty,4/2015,90.14,CLJ5 Comdty,4/2015,90.9,CLJ5 Comdty,4/2015,90.79,CLJ5 Comdty,4/2015,87.1
22M,CLK5 Comdty,5/2015,86.51,CLK5 Comdty,5/2015,87.7,CLK5 Comdty,5/2015,88.89,CLK5 Comdty,5/2015,88.25,CLK5 Comdty,5/2015,89.66,CLK5 Comdty,5/2015,90.27,CLK5 Comdty,5/2015,90.37,CLK5 Comdty,5/2015,86.75
23M,CLM5 Comdty,6/2015,86.02,CLM5 Comdty,6/2015,87.23,CLM5 Comdty,6/2015,88.51,CLM5 Comdty,6/2015,87.9,CLM5 Comdty,6/2015,89.24,CLM5 Comdty,6/2015,89.73,CLM5 Comdty,6/2015,90.01,CLM5 Comdty,6/2015,86.43
2Y,CLN5 Comdty,7/2015,85.41,CLN5 Comdty,7/2015,86.67,CLN5 Comdty,7/2015,88.08,CLN5 Comdty,7/2015,87.47,CLN5 Comdty,7/2015,88.7,CLN5 Comdty,7/2015,89.1,CLN5 Comdty,7/2015,89.46,CLN5 Comdty,7/2015,86.08
25M,CLQ5 Comdty,8/2015,84.88,CLQ5 Comdty,8/2015,86.21,CLQ5 Comdty,8/2015,87.71,CLQ5 Comdty,8/2015,87.08,CLQ5 Comdty,8/2015,88.25,CLQ5 Comdty,8/2015,88.6,CLQ5 Comdty,8/2015,88.98,CLQ5 Comdty,8/2015,85.77
26M,CLU5 Comdty,9/2015,84.44,CLU5 Comdty,9/2015,85.87,CLU5 Comdty,9/2015,87.42,CLU5 Comdty,9/2015,86.77,CLU5 Comdty,9/2015,87.88,CLU5 Comdty,9/2015,88.16,CLU5 Comdty,9/2015,88.54,CLU5 Comdty,9/2015,85.5
27M,CLV5 Comdty,10/2015,84.02,CLV5 Comdty,10/2015,85.5,CLV5 Comdty,10/2015,87.12,CLV5 Comdty,10/2015,86.5,CLV5 Comdty,10/2015,87.56,CLV5 Comdty,10/2015,87.76,CLV5 Comdty,10/2015,88.2,CLV5 Comdty,10/2015,85.25
28M,CLX5 Comdty,11/2015,83.66,CLX5 Comdty,11/2015,85.2,CLX5 Comdty,11/2015,86.86,CLX5 Comdty,11/2015,86.27,CLX5 Comdty,11/2015,87.33,CLX5 Comdty,11/2015,87.45,CLX5 Comdty,11/2015,87.95,CLX5 Comdty,11/2015,85.03
29M,CLZ5 Comdty,12/2015,83.33,CLZ5 Comdty,12/2015,84.93,CLZ5 Comdty,12/2015,86.64,CLZ5 Comdty,12/2015,86.1,CLZ5 Comdty,12/2015,87.13,CLZ5 Comdty,12/2015,87.22,CLZ5 Comdty,12/2015,87.75,CLZ5 Comdty,12/2015,84.85
30M,CLF6 Comdty,1/2016,82.83,CLF6 Comdty,1/2016,84.48,CLF6 Comdty,1/2016,86.26,CLF6 Comdty,1/2016,85.72,CLF6 Comdty,1/2016,86.72,CLF6 Comdty,1/2016,86.77,CLF6 Comdty,1/2016,87.34,CLF6 Comdty,1/2016,84.56
31M,CLG6 Comdty,2/2016,82.38,CLG6 Comdty,2/2016,84.05,CLG6 Comdty,2/2016,85.92,CLG6 Comdty,2/2016,85.38,CLG6 Comdty,2/2016,86.34,CLG6 Comdty,2/2016,86.34,CLG6 Comdty,2/2016,86.93,CLG6 Comdty,2/2016,84.27
32M,CLH6 Comdty,3/2016,81.97,CLH6 Comdty,3/2016,83.66,CLH6 Comdty,3/2016,85.61,CLH6 Comdty,3/2016,85.06,CLH6 Comdty,3/2016,86.01,CLH6 Comdty,3/2016,85.94,CLH6 Comdty,3/2016,86.53,CLH6 Comdty,3/2016,83.99
33M,CLJ6 Comdty,4/2016,81.62,CLJ6 Comdty,4/2016,83.3,CLJ6 Comdty,4/2016,85.33,CLJ6 Comdty,4/2016,84.79,CLJ6 Comdty,4/2016,85.7,CLJ6 Comdty,4/2016,85.57,CLJ6 Comdty,4/2016,86.14,CLJ6 Comdty,4/2016,83.72
34M,CLK6 Comdty,5/2016,81.32,CLK6 Comdty,5/2016,82.97,CLK6 Comdty,5/2016,85.09,CLK6 Comdty,5/2016,84.56,CLK6 Comdty,5/2016,85.43,CLK6 Comdty,5/2016,85.22,CLK6 Comdty,5/2016,85.77,CLK6 Comdty,5/2016,83.47
35M,CLM6 Comdty,6/2016,81.06,CLM6 Comdty,6/2016,82.67,CLM6 Comdty,6/2016,84.9,CLM6 Comdty,6/2016,84.36,CLM6 Comdty,6/2016,85.19,CLM6 Comdty,6/2016,84.91,CLM6 Comdty,6/2016,85.46,CLM6 Comdty,6/2016,83.23
3Y,CLN6 Comdty,7/2016,80.72,CLN6 Comdty,7/2016,82.33,CLN6 Comdty,7/2016,84.64,CLN6 Comdty,7/2016,84.1,CLN6 Comdty,7/2016,84.9,CLN6 Comdty,7/2016,84.59,CLN6 Comdty,7/2016,85.13,CLN6 Comdty,7/2016,82.97
37M,CLQ6 Comdty,8/2016,80.43,CLQ6 Comdty,8/2016,82.02,CLQ6 Comdty,8/2016,84.41,CLQ6 Comdty,8/2016,83.89,CLQ6 Comdty,8/2016,84.69,CLQ6 Comdty,8/2016,84.36,CLQ6 Comdty,8/2016,84.88,CLQ6 Comdty,8/2016,82.74
38M,CLU6 Comdty,9/2016,80.17,CLU6 Comdty,9/2016,81.75,CLU6 Comdty,9/2016,84.21,CLU6 Comdty,9/2016,83.72,CLU6 Comdty,9/2016,84.52,CLU6 Comdty,9/2016,84.19,CLU6 Comdty,9/2016,84.7,CLU6 Comdty,9/2016,82.55
39M,CLV6 Comdty,10/2016,79.95,CLV6 Comdty,10/2016,81.53,CLV6 Comdty,10/2016,84.05,CLV6 Comdty,10/2016,83.59,CLV6 Comdty,10/2016,84.39,CLV6 Comdty,10/2016,84.05,CLV6 Comdty,10/2016,84.54,CLV6 Comdty,10/2016,82.39
40M,CLX6 Comdty,11/2016,79.77,CLX6 Comdty,11/2016,81.35,CLX6 Comdty,11/2016,83.93,CLX6 Comdty,11/2016,83.5,CLX6 Comdty,11/2016,84.28,CLX6 Comdty,11/2016,83.94,CLX6 Comdty,11/2016,84.42,CLX6 Comdty,11/2016,82.26
41M,CLZ6 Comdty,12/2016,79.63,CLZ6 Comdty,12/2016,81.21,CLZ6 Comdty,12/2016,83.84,CLZ6 Comdty,12/2016,83.44,CLZ6 Comdty,12/2016,84.22,CLZ6 Comdty,12/2016,83.88,CLZ6 Comdty,12/2016,84.33,CLZ6 Comdty,12/2016,82.15
42M,CLF7 Comdty,1/2017,79.37,CLF7 Comdty,1/2017,80.94,CLF7 Comdty,1/2017,83.64,CLF7 Comdty,1/2017,83.27,CLF7 Comdty,1/2017,84.05,CLF7 Comdty,1/2017,83.71,CLF7 Comdty,1/2017,84.14,CLF7 Comdty,1/2017,81.95
43M,CLG7 Comdty,2/2017,79.13,CLG7 Comdty,2/2017,80.68,CLG7 Comdty,2/2017,83.45,CLG7 Comdty,2/2017,83.11,CLG7 Comdty,2/2017,83.88,CLG7 Comdty,2/2017,83.55,CLG7 Comdty,2/2017,83.96,CLG7 Comdty,2/2017,81.76
44M,CLH7 Comdty,3/2017,78.9,CLH7 Comdty,3/2017,80.43,CLH7 Comdty,3/2017,83.27,CLH7 Comdty,3/2017,82.95,CLH7 Comdty,3/2017,83.72,CLH7 Comdty,3/2017,83.4,CLH7 Comdty,3/2017,83.79,CLH7 Comdty,3/2017,81.58
45M,CLJ7 Comdty,4/2017,78.68,CLJ7 Comdty,4/2017,80.2,CLJ7 Comdty,4/2017,83.1,CLJ7 Comdty,4/2017,82.8,CLJ7 Comdty,4/2017,83.56,CLJ7 Comdty,4/2017,83.27,CLJ7 Comdty,4/2017,83.63,CLJ7 Comdty,4/2017,81.41
46M,CLK7 Comdty,5/2017,78.46,CLK7 Comdty,5/2017,79.97,CLK7 Comdty,5/2017,82.94,CLK7 Comdty,5/2017,82.67,CLK7 Comdty,5/2017,83.42,CLK7 Comdty,5/2017,83.15,CLK7 Comdty,5/2017,83.47,CLK7 Comdty,5/2017,81.25
47M,CLM7 Comdty,6/2017,78.25,CLM7 Comdty,6/2017,79.76,CLM7 Comdty,6/2017,82.79,CLM7 Comdty,6/2017,82.56,CLM7 Comdty,6/2017,83.29,CLM7 Comdty,6/2017,83.03,CLM7 Comdty,6/2017,83.32,CLM7 Comdty,6/2017,81.1
4Y,CLN7 Comdty,7/2017,78.02,CLN7 Comdty,7/2017,79.53,CLN7 Comdty,7/2017,82.61,CLN7 Comdty,7/2017,82.43,CLN7 Comdty,7/2017,83.13,CLN7 Comdty,7/2017,82.85,CLN7 Comdty,7/2017,83.13,CLN7 Comdty,7/2017,80.91
49M,CLQ7 Comdty,8/2017,77.83,CLQ7 Comdty,8/2017,79.33,CLQ7 Comdty,8/2017,82.47,CLQ7 Comdty,8/2017,82.32,CLQ7 Comdty,8/2017,83,CLQ7 Comdty,8/2017,82.69,CLQ7 Comdty,8/2017,82.97,CLQ7 Comdty,8/2017,80.75
50M,CLU7 Comdty,9/2017,77.68,CLU7 Comdty,9/2017,79.17,CLU7 Comdty,9/2017,82.35,CLU7 Comdty,9/2017,82.24,CLU7 Comdty,9/2017,82.91,CLU7 Comdty,9/2017,82.55,CLU7 Comdty,9/2017,82.82,CLU7 Comdty,9/2017,80.61
51M,CLV7 Comdty,10/2017,77.56,CLV7 Comdty,10/2017,79.04,CLV7 Comdty,10/2017,82.27,CLV7 Comdty,10/2017,82.18,CLV7 Comdty,10/2017,82.84,CLV7 Comdty,10/2017,82.44,CLV7 Comdty,10/2017,82.7,CLV7 Comdty,10/2017,80.48
52M,CLX7 Comdty,11/2017,77.47,CLX7 Comdty,11/2017,78.93,CLX7 Comdty,11/2017,82.21,CLX7 Comdty,11/2017,82.14,CLX7 Comdty,11/2017,82.79,CLX7 Comdty,11/2017,82.37,CLX7 Comdty,11/2017,82.59,CLX7 Comdty,11/2017,80.37
53M,CLZ7 Comdty,12/2017,77.41,CLZ7 Comdty,12/2017,78.86,CLZ7 Comdty,12/2017,82.18,CLZ7 Comdty,12/2017,82.13,CLZ7 Comdty,12/2017,82.76,CLZ7 Comdty,12/2017,82.33,CLZ7 Comdty,12/2017,82.51,CLZ7 Comdty,12/2017,80.27
54M,CLF8 Comdty,1/2018,77.24,CLF8 Comdty,1/2018,78.72,CLF8 Comdty,1/2018,82.05,CLF8 Comdty,1/2018,82.03,CLF8 Comdty,1/2018,82.66,CLF8 Comdty,1/2018,82.22,CLF8 Comdty,1/2018,82.37,CLF8 Comdty,1/2018,80.11
55M,CLG8 Comdty,2/2018,77.08,CLG8 Comdty,2/2018,78.58,CLG8 Comdty,2/2018,81.92,CLG8 Comdty,2/2018,81.94,CLG8 Comdty,2/2018,82.56,CLG8 Comdty,2/2018,82.12,CLG8 Comdty,2/2018,82.23,CLG8 Comdty,2/2018,79.95
56M,CLH8 Comdty,3/2018,76.92,CLH8 Comdty,3/2018,78.45,CLH8 Comdty,3/2018,81.8,CLH8 Comdty,3/2018,81.85,CLH8 Comdty,3/2018,82.47,CLH8 Comdty,3/2018,82.02,CLH8 Comdty,3/2018,82.1,CLH8 Comdty,3/2018,79.8
57M,CLJ8 Comdty,4/2018,76.77,CLJ8 Comdty,4/2018,78.32,CLJ8 Comdty,4/2018,81.68,CLJ8 Comdty,4/2018,81.76,CLJ8 Comdty,4/2018,82.38,CLJ8 Comdty,4/2018,81.93,CLJ8 Comdty,4/2018,81.98,CLJ8 Comdty,4/2018,79.66
58M,CLK8 Comdty,5/2018,76.63,CLK8 Comdty,5/2018,78.2,CLK8 Comdty,5/2018,81.56,CLK8 Comdty,5/2018,81.68,CLK8 Comdty,5/2018,82.3,CLK8 Comdty,5/2018,81.84,CLK8 Comdty,5/2018,81.86,CLK8 Comdty,5/2018,79.53
59M,CLM8 Comdty,6/2018,76.5,CLM8 Comdty,6/2018,78.08,CLM8 Comdty,6/2018,81.45,CLM8 Comdty,6/2018,81.6,CLM8 Comdty,6/2018,82.23,CLM8 Comdty,6/2018,81.76,CLM8 Comdty,6/2018,81.74,CLM8 Comdty,6/2018,79.4
5Y,CLN8 Comdty,7/2018,76.34,CLN8 Comdty,7/2018,77.95,CLN8 Comdty,7/2018,81.35,CLN8 Comdty,7/2018,81.53,CLN8 Comdty,7/2018,82.16,CLN8 Comdty,7/2018,81.68,CLN8 Comdty,7/2018,81.63,CLN8 Comdty,7/2018,79.28
61M,CLQ8 Comdty,8/2018,76.19,CLQ8 Comdty,8/2018,77.84,CLQ8 Comdty,8/2018,81.25,CLQ8 Comdty,8/2018,81.46,CLQ8 Comdty,8/2018,82.09,CLQ8 Comdty,8/2018,81.6,CLQ8 Comdty,8/2018,81.53,CLQ8 Comdty,8/2018,79.16
62M,CLU8 Comdty,9/2018,76.06,CLU8 Comdty,9/2018,77.73,CLU8 Comdty,9/2018,81.15,CLU8 Comdty,9/2018,81.39,CLU8 Comdty,9/2018,82.02,CLU8 Comdty,9/2018,81.53,CLU8 Comdty,9/2018,81.43,CLU8 Comdty,9/2018,79.05
63M,CLV8 Comdty,10/2018,75.93,CLV8 Comdty,10/2018,77.63,CLV8 Comdty,10/2018,81.06,CLV8 Comdty,10/2018,81.33,CLV8 Comdty,10/2018,81.96,CLV8 Comdty,10/2018,81.46,CLV8 Comdty,10/2018,81.34,CLV8 Comdty,10/2018,78.94
64M,CLX8 Comdty,11/2018,75.81,CLX8 Comdty,11/2018,77.53,CLX8 Comdty,11/2018,80.97,CLX8 Comdty,11/2018,81.28,CLX8 Comdty,11/2018,81.9,CLX8 Comdty,11/2018,81.4,CLX8 Comdty,11/2018,81.26,CLX8 Comdty,11/2018,78.83
65M,CLZ8 Comdty,12/2018,75.71,CLZ8 Comdty,12/2018,77.45,CLZ8 Comdty,12/2018,80.88,CLZ8 Comdty,12/2018,81.23,CLZ8 Comdty,12/2018,81.85,CLZ8 Comdty,12/2018,81.34,CLZ8 Comdty,12/2018,81.18,CLZ8 Comdty,12/2018,78.73
66M,CLF9 Comdty,1/2019,75.61,CLF9 Comdty,1/2019,77.38,CLF9 Comdty,1/2019,80.79,,,,,,,,,,,,,,,
67M,CLG9 Comdty,2/2019,75.51,CLG9 Comdty,2/2019,77.32,CLG9 Comdty,2/2019,80.72,,,,,,,,,,,,,,,
68M,CLH9 Comdty,3/2019,75.42,CLH9 Comdty,3/2019,77.27,CLH9 Comdty,3/2019,80.66,,,,,,,,,,,,,,,
69M,CLJ9 Comdty,4/2019,75.33,CLJ9 Comdty,4/2019,77.23,CLJ9 Comdty,4/2019,80.61,,,,,,,,,,,,,,,
70M,CLK9 Comdty,5/2019,75.25,CLK9 Comdty,5/2019,77.19,CLK9 Comdty,5/2019,80.56,,,,,,,,,,,,,,,
71M,CLM9 Comdty,6/2019,75.17,CLM9 Comdty,6/2019,77.15,CLM9 Comdty,6/2019,80.51,CLM9 Comdty,6/2019,80.89,CLM9 Comdty,6/2019,81.48,CLM9 Comdty,6/2019,80.89,CLM9 Comdty,6/2019,80.7,CLM9 Comdty,6/2019,78.21
6Y,CLN9 Comdty,7/2019,75.07,CLN9 Comdty,7/2019,77.09,CLN9 Comdty,7/2019,80.44,,,,,,,,,,,,,,,
73M,CLQ9 Comdty,8/2019,74.98,CLQ9 Comdty,8/2019,77.04,CLQ9 Comdty,8/2019,80.37,,,,,,,,,,,,,,,
74M,CLU9 Comdty,9/2019,74.9,CLU9 Comdty,9/2019,76.99,CLU9 Comdty,9/2019,80.31,,,,,,,,,,,,,,,
75M,CLV9 Comdty,10/2019,74.82,CLV9 Comdty,10/2019,76.95,CLV9 Comdty,10/2019,80.25,,,,,,,,,,,,,,,
76M,CLX9 Comdty,11/2019,74.75,CLX9 Comdty,11/2019,76.91,CLX9 Comdty,11/2019,80.19,,,,,,,,,,,,,,,
77M,CLZ9 Comdty,12/2019,74.68,CLZ9 Comdty,12/2019,76.88,CLZ9 Comdty,12/2019,80.14,CLZ9 Comdty,12/2019,80.56,CLZ9 Comdty,12/2019,81.11,CLZ9 Comdty,12/2019,80.44,CLZ9 Comdty,12/2019,80.23,CLZ9 Comdty,12/2019,77.69
83M,CLM0 Comdty,6/2020,74.53,CLM0 Comdty,6/2020,76.68,CLM0 Comdty,6/2020,79.94,CLM0 Comdty,6/2020,80.31,CLM0 Comdty,6/2020,80.81,CLM0 Comdty,6/2020,80.14,CLM0 Comdty,6/2020,79.89,CLM0 Comdty,6/2020,77.37
89M,CLZ0 Comdty,12/2020,74.38,CLZ0 Comdty,12/2020,76.47,CLZ0 Comdty,12/2020,79.73,CLZ0 Comdty,12/2020,80.05,CLZ0 Comdty,12/2020,80.51,CLZ0 Comdty,12/2020,79.84,CLZ0 Comdty,12/2020,79.55,CLZ0 Comdty,12/2020,77.05
95M,CLM1 Comdty,6/2021,74.26,CLM1 Comdty,6/2021,76.33,CLM1 Comdty,6/2021,79.59,CLM1 Comdty,6/2021,79.91,CLM1 Comdty,6/2021,80.37,CLM1 Comdty,6/2021,79.7,CLM1 Comdty,6/2021,79.43,CLM1 Comdty,6/2021,76.93
101M,CLZ1 Comdty,12/2021,74.14,CLZ1 Comdty,12/2021,76.19,CLZ1 Comdty,12/2021,79.45,CLZ1 Comdty,12/2021,79.77,CLZ1 Comdty,12/2021,80.23,CLZ1 Comdty,12/2021,79.56,CLZ1 Comdty,12/2021,79.3,CLZ1 Comdty,12/2021,76.8
107M,CLM2 Comdty,6/2022,74.14,CLM2 Comdty,6/2022,76.19,CLM2 Comdty,6/2022,79.45,,,,,,,,,,,,,,,
113M,CLZ2 Comdty,12/2022,74.14,CLZ2 Comdty,12/2022,76.19,CLZ2 Comdty,12/2022,79.45,,,,,,,,,,,,,,,
