Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
11M,CLK02 Comdty,5/2002,21.42,CLK02 Comdty,5/2002,20.72,CLK02 Comdty,5/2002,20.97,CLK02 Comdty,5/2002,23.83,CLK02 Comdty,5/2002,25.71,CLK02 Comdty,5/2002,24.98,CLK02 Comdty,5/2002,25.07,CLK02 Comdty,5/2002,26.33
1Y,CLM02 Comdty,6/2002,21.46,CLM02 Comdty,6/2002,20.81,CLM02 Comdty,6/2002,20.99,CLM02 Comdty,6/2002,23.78,CLM02 Comdty,6/2002,25.45,CLM02 Comdty,6/2002,24.79,CLM02 Comdty,6/2002,24.91,CLM02 Comdty,6/2002,26.09
13M,CLN02 Comdty,7/2002,21.47,CLN02 Comdty,7/2002,20.88,CLN02 Comdty,7/2002,20.99,CLN02 Comdty,7/2002,23.7,CLN02 Comdty,7/2002,25.2,CLN02 Comdty,7/2002,24.6,CLN02 Comdty,7/2002,24.75,CLN02 Comdty,7/2002,25.85
14M,CLQ02 Comdty,8/2002,21.48,CLQ02 Comdty,8/2002,20.94,CLQ02 Comdty,8/2002,20.98,CLQ02 Comdty,8/2002,23.57,CLQ02 Comdty,8/2002,24.96,CLQ02 Comdty,8/2002,24.42,CLQ02 Comdty,8/2002,24.59,CLQ02 Comdty,8/2002,25.62
15M,CLU02 Comdty,9/2002,21.5,CLU02 Comdty,9/2002,21,CLU02 Comdty,9/2002,20.96,CLU02 Comdty,9/2002,23.44,CLU02 Comdty,9/2002,24.72,CLU02 Comdty,9/2002,24.25,CLU02 Comdty,9/2002,24.44,CLU02 Comdty,9/2002,25.4
16M,CLV02 Comdty,10/2002,21.52,CLV02 Comdty,10/2002,21.06,CLV02 Comdty,10/2002,20.94,CLV02 Comdty,10/2002,23.3,CLV02 Comdty,10/2002,24.48,CLV02 Comdty,10/2002,24.09,CLV02 Comdty,10/2002,24.29,CLV02 Comdty,10/2002,25.18
17M,CLX02 Comdty,11/2002,21.54,CLX02 Comdty,11/2002,21.11,CLX02 Comdty,11/2002,20.91,CLX02 Comdty,11/2002,23.18,CLX02 Comdty,11/2002,24.27,CLX02 Comdty,11/2002,23.93,CLX02 Comdty,11/2002,24.14,CLX02 Comdty,11/2002,24.98
18M,CLZ02 Comdty,12/2002,21.56,CLZ02 Comdty,12/2002,21.15,CLZ02 Comdty,12/2002,20.87,CLZ02 Comdty,12/2002,23.07,CLZ02 Comdty,12/2002,24.08,CLZ02 Comdty,12/2002,23.78,CLZ02 Comdty,12/2002,24,CLZ02 Comdty,12/2002,24.79
19M,CLF03 Comdty,1/2003,21.59,CLF03 Comdty,1/2003,21.2,CLF03 Comdty,1/2003,20.84,CLF03 Comdty,1/2003,22.97,CLF03 Comdty,1/2003,23.91,CLF03 Comdty,1/2003,23.63,CLF03 Comdty,1/2003,23.88,CLF03 Comdty,1/2003,24.61
20M,CLG03 Comdty,2/2003,21.61,CLG03 Comdty,2/2003,21.24,CLG03 Comdty,2/2003,20.81,CLG03 Comdty,2/2003,22.87,CLG03 Comdty,2/2003,23.75,CLG03 Comdty,2/2003,23.5,CLG03 Comdty,2/2003,23.76,CLG03 Comdty,2/2003,24.44
21M,CLH03 Comdty,3/2003,21.63,CLH03 Comdty,3/2003,21.28,CLH03 Comdty,3/2003,20.78,CLH03 Comdty,3/2003,22.78,CLH03 Comdty,3/2003,23.6,CLH03 Comdty,3/2003,23.39,CLH03 Comdty,3/2003,23.64,CLH03 Comdty,3/2003,24.29
22M,CLJ03 Comdty,4/2003,21.65,CLJ03 Comdty,4/2003,21.31,CLJ03 Comdty,4/2003,20.75,CLJ03 Comdty,4/2003,22.7,CLJ03 Comdty,4/2003,23.46,CLJ03 Comdty,4/2003,23.28,CLJ03 Comdty,4/2003,23.53,CLJ03 Comdty,4/2003,24.15
23M,CLK03 Comdty,5/2003,21.66,CLK03 Comdty,5/2003,21.33,CLK03 Comdty,5/2003,20.72,CLK03 Comdty,5/2003,22.63,CLK03 Comdty,5/2003,23.32,CLK03 Comdty,5/2003,23.18,CLK03 Comdty,5/2003,23.43,CLK03 Comdty,5/2003,24.02
2Y,CLM03 Comdty,6/2003,21.66,CLM03 Comdty,6/2003,21.34,CLM03 Comdty,6/2003,20.69,CLM03 Comdty,6/2003,22.56,CLM03 Comdty,6/2003,23.19,CLM03 Comdty,6/2003,23.08,CLM03 Comdty,6/2003,23.33,CLM03 Comdty,6/2003,23.89
25M,CLN03 Comdty,7/2003,21.65,CLN03 Comdty,7/2003,21.35,CLN03 Comdty,7/2003,20.67,CLN03 Comdty,7/2003,22.5,CLN03 Comdty,7/2003,23.06,CLN03 Comdty,7/2003,22.98,CLN03 Comdty,7/2003,23.23,CLN03 Comdty,7/2003,23.76
26M,CLQ03 Comdty,8/2003,21.64,CLQ03 Comdty,8/2003,21.36,CLQ03 Comdty,8/2003,20.67,CLQ03 Comdty,8/2003,22.44,CLQ03 Comdty,8/2003,22.94,CLQ03 Comdty,8/2003,22.88,CLQ03 Comdty,8/2003,23.13,CLQ03 Comdty,8/2003,23.63
27M,CLU03 Comdty,9/2003,21.63,CLU03 Comdty,9/2003,21.37,CLU03 Comdty,9/2003,20.67,CLU03 Comdty,9/2003,22.4,CLU03 Comdty,9/2003,22.84,CLU03 Comdty,9/2003,22.78,CLU03 Comdty,9/2003,23.04,CLU03 Comdty,9/2003,23.51
28M,CLV03 Comdty,10/2003,21.62,CLV03 Comdty,10/2003,21.38,CLV03 Comdty,10/2003,20.67,CLV03 Comdty,10/2003,22.36,CLV03 Comdty,10/2003,22.76,CLV03 Comdty,10/2003,22.68,CLV03 Comdty,10/2003,22.95,CLV03 Comdty,10/2003,23.39
29M,CLX03 Comdty,11/2003,21.61,CLX03 Comdty,11/2003,21.39,CLX03 Comdty,11/2003,20.67,CLX03 Comdty,11/2003,22.32,CLX03 Comdty,11/2003,22.69,CLX03 Comdty,11/2003,22.6,CLX03 Comdty,11/2003,22.86,CLX03 Comdty,11/2003,23.27
30M,CLZ03 Comdty,12/2003,21.6,CLZ03 Comdty,12/2003,21.4,CLZ03 Comdty,12/2003,20.67,CLZ03 Comdty,12/2003,22.28,CLZ03 Comdty,12/2003,22.62,CLZ03 Comdty,12/2003,22.52,CLZ03 Comdty,12/2003,22.79,CLZ03 Comdty,12/2003,23.16
31M,CLF04 Comdty,1/2004,21.57,CLF04 Comdty,1/2004,21.41,CLF04 Comdty,1/2004,20.66,CLF04 Comdty,1/2004,22.23,CLF04 Comdty,1/2004,22.55,CLF04 Comdty,1/2004,,CLF04 Comdty,1/2004,,,,
32M,CLG04 Comdty,2/2004,21.54,CLG04 Comdty,2/2004,21.4,CLG04 Comdty,2/2004,20.65,CLG04 Comdty,2/2004,22.18,CLG04 Comdty,2/2004,22.48,CLG04 Comdty,2/2004,,,,,,,
33M,CLH04 Comdty,3/2004,21.51,CLH04 Comdty,3/2004,21.39,CLH04 Comdty,3/2004,20.64,CLH04 Comdty,3/2004,22.13,CLH04 Comdty,3/2004,22.41,,,,,,,,,
34M,CLJ04 Comdty,4/2004,21.48,CLJ04 Comdty,4/2004,21.38,CLJ04 Comdty,4/2004,,CLJ04 Comdty,4/2004,,,,,,,,,,,,,
35M,CLK04 Comdty,5/2004,21.45,CLK04 Comdty,5/2004,21.36,CLK04 Comdty,5/2004,,,,,,,,,,,,,,,,
3Y,CLM04 Comdty,6/2004,21.43,CLM04 Comdty,6/2004,21.34,CLM04 Comdty,6/2004,20.58,CLM04 Comdty,6/2004,21.98,CLM04 Comdty,6/2004,22.22,CLM04 Comdty,6/2004,22.14,CLM04 Comdty,6/2004,22.44,CLM04 Comdty,6/2004,22.85
37M,CLN04 Comdty,7/2004,,,,,,,,,,,,,,,,,,,,,,
42M,CLZ04 Comdty,12/2004,21.31,CLZ04 Comdty,12/2004,21.25,CLZ04 Comdty,12/2004,20.43,CLZ04 Comdty,12/2004,21.58,CLZ04 Comdty,12/2004,21.94,CLZ04 Comdty,12/2004,21.82,CLZ04 Comdty,12/2004,22.15,CLZ04 Comdty,12/2004,22.57
54M,CLZ05 Comdty,12/2005,21.19,CLZ05 Comdty,12/2005,21.13,CLZ05 Comdty,12/2005,20.09,CLZ05 Comdty,12/2005,21.16,CLZ05 Comdty,12/2005,21.56,CLZ05 Comdty,12/2005,21.48,CLZ05 Comdty,12/2005,21.79,CLZ05 Comdty,12/2005,22.2
66M,CLZ06 Comdty,12/2006,21.07,CLZ06 Comdty,12/2006,21.07,CLZ06 Comdty,12/2006,19.87,CLZ06 Comdty,12/2006,20.86,CLZ06 Comdty,12/2006,21.24,CLZ06 Comdty,12/2006,21.16,CLZ06 Comdty,12/2006,21.47,CLZ06 Comdty,12/2006,21.87
78M,CLZ07 Comdty,12/2007,20.95,CLZ07 Comdty,12/2007,21.02,CLZ07 Comdty,12/2007,19.79,CLZ07 Comdty,12/2007,20.76,CLZ07 Comdty,12/2007,21.18,CLZ07 Comdty,12/2007,21.1,CLZ07 Comdty,12/2007,21.43,CLZ07 Comdty,12/2007,21.85
90M,CLZ08 Comdty,12/2008,20.83,CLZ08 Comdty,12/2008,20.97,,,,,,,,,,,,,,,,,,
