Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
10M,CLZ02 Comdty,12/2002,27.65,CLZ02 Comdty,12/2002,25.66,CLZ02 Comdty,12/2002,26.03,CLZ02 Comdty,12/2002,24.59,CLZ02 Comdty,12/2002,25.27,CLZ02 Comdty,12/2002,25.53,CLZ02 Comdty,12/2002,22.3,CLZ02 Comdty,12/2002,21.02
11M,CLF03 Comdty,1/2003,27.38,CLF03 Comdty,1/2003,25.44,CLF03 Comdty,1/2003,25.79,CLF03 Comdty,1/2003,24.4,CLF03 Comdty,1/2003,25.04,CLF03 Comdty,1/2003,25.26,CLF03 Comdty,1/2003,22.24,CLF03 Comdty,1/2003,21.04
1Y,CLG03 Comdty,2/2003,27.06,CLG03 Comdty,2/2003,25.24,CLG03 Comdty,2/2003,25.57,CLG03 Comdty,2/2003,24.24,CLG03 Comdty,2/2003,24.82,CLG03 Comdty,2/2003,24.99,CLG03 Comdty,2/2003,22.18,CLG03 Comdty,2/2003,21.06
13M,CLH03 Comdty,3/2003,26.74,CLH03 Comdty,3/2003,25.05,CLH03 Comdty,3/2003,25.36,CLH03 Comdty,3/2003,24.08,CLH03 Comdty,3/2003,24.61,CLH03 Comdty,3/2003,24.74,CLH03 Comdty,3/2003,22.13,CLH03 Comdty,3/2003,21.08
14M,CLJ03 Comdty,4/2003,26.42,CLJ03 Comdty,4/2003,24.86,CLJ03 Comdty,4/2003,25.16,CLJ03 Comdty,4/2003,23.93,CLJ03 Comdty,4/2003,24.42,CLJ03 Comdty,4/2003,24.51,CLJ03 Comdty,4/2003,22.08,CLJ03 Comdty,4/2003,21.1
15M,CLK03 Comdty,5/2003,26.12,CLK03 Comdty,5/2003,24.68,CLK03 Comdty,5/2003,24.96,CLK03 Comdty,5/2003,23.78,CLK03 Comdty,5/2003,24.23,CLK03 Comdty,5/2003,24.3,CLK03 Comdty,5/2003,22.03,CLK03 Comdty,5/2003,21.12
16M,CLM03 Comdty,6/2003,25.82,CLM03 Comdty,6/2003,24.5,CLM03 Comdty,6/2003,24.77,CLM03 Comdty,6/2003,23.63,CLM03 Comdty,6/2003,24.07,CLM03 Comdty,6/2003,24.13,CLM03 Comdty,6/2003,21.98,CLM03 Comdty,6/2003,21.14
17M,CLN03 Comdty,7/2003,25.53,CLN03 Comdty,7/2003,24.35,CLN03 Comdty,7/2003,24.58,CLN03 Comdty,7/2003,23.49,CLN03 Comdty,7/2003,23.94,CLN03 Comdty,7/2003,23.98,CLN03 Comdty,7/2003,21.93,CLN03 Comdty,7/2003,21.16
18M,CLQ03 Comdty,8/2003,25.27,CLQ03 Comdty,8/2003,24.21,CLQ03 Comdty,8/2003,24.41,CLQ03 Comdty,8/2003,23.38,CLQ03 Comdty,8/2003,23.82,CLQ03 Comdty,8/2003,23.85,CLQ03 Comdty,8/2003,21.88,CLQ03 Comdty,8/2003,21.18
19M,CLU03 Comdty,9/2003,25.04,CLU03 Comdty,9/2003,24.08,CLU03 Comdty,9/2003,24.26,CLU03 Comdty,9/2003,23.28,CLU03 Comdty,9/2003,23.71,CLU03 Comdty,9/2003,23.73,CLU03 Comdty,9/2003,21.84,CLU03 Comdty,9/2003,21.2
20M,CLV03 Comdty,10/2003,24.82,CLV03 Comdty,10/2003,23.95,CLV03 Comdty,10/2003,24.11,CLV03 Comdty,10/2003,23.19,CLV03 Comdty,10/2003,23.61,CLV03 Comdty,10/2003,23.61,CLV03 Comdty,10/2003,21.8,CLV03 Comdty,10/2003,21.22
21M,CLX03 Comdty,11/2003,24.62,CLX03 Comdty,11/2003,23.83,CLX03 Comdty,11/2003,23.99,CLX03 Comdty,11/2003,23.1,CLX03 Comdty,11/2003,23.51,CLX03 Comdty,11/2003,23.5,CLX03 Comdty,11/2003,21.76,CLX03 Comdty,11/2003,21.24
22M,CLZ03 Comdty,12/2003,24.45,CLZ03 Comdty,12/2003,23.72,CLZ03 Comdty,12/2003,23.88,CLZ03 Comdty,12/2003,23.01,CLZ03 Comdty,12/2003,23.41,CLZ03 Comdty,12/2003,23.39,CLZ03 Comdty,12/2003,21.72,CLZ03 Comdty,12/2003,21.26
23M,CLF04 Comdty,1/2004,24.33,CLF04 Comdty,1/2004,23.62,CLF04 Comdty,1/2004,23.77,CLF04 Comdty,1/2004,22.92,CLF04 Comdty,1/2004,23.31,CLF04 Comdty,1/2004,23.28,CLF04 Comdty,1/2004,21.68,CLF04 Comdty,1/2004,21.26
2Y,CLG04 Comdty,2/2004,24.24,CLG04 Comdty,2/2004,23.53,CLG04 Comdty,2/2004,23.67,CLG04 Comdty,2/2004,22.83,CLG04 Comdty,2/2004,23.21,CLG04 Comdty,2/2004,23.17,CLG04 Comdty,2/2004,21.64,CLG04 Comdty,2/2004,21.25
25M,CLH04 Comdty,3/2004,24.16,CLH04 Comdty,3/2004,23.44,CLH04 Comdty,3/2004,23.58,CLH04 Comdty,3/2004,22.74,CLH04 Comdty,3/2004,23.11,CLH04 Comdty,3/2004,23.06,CLH04 Comdty,3/2004,21.6,CLH04 Comdty,3/2004,21.24
26M,CLJ04 Comdty,4/2004,24.08,CLJ04 Comdty,4/2004,23.37,CLJ04 Comdty,4/2004,23.49,CLJ04 Comdty,4/2004,22.66,CLJ04 Comdty,4/2004,23.01,CLJ04 Comdty,4/2004,22.96,CLJ04 Comdty,4/2004,21.56,CLJ04 Comdty,4/2004,21.23
27M,CLK04 Comdty,5/2004,24,CLK04 Comdty,5/2004,23.3,CLK04 Comdty,5/2004,23.4,CLK04 Comdty,5/2004,22.6,CLK04 Comdty,5/2004,22.91,CLK04 Comdty,5/2004,22.86,CLK04 Comdty,5/2004,21.52,CLK04 Comdty,5/2004,21.2
28M,CLM04 Comdty,6/2004,23.92,CLM04 Comdty,6/2004,23.24,CLM04 Comdty,6/2004,23.32,CLM04 Comdty,6/2004,22.55,CLM04 Comdty,6/2004,22.82,CLM04 Comdty,6/2004,22.78,CLM04 Comdty,6/2004,21.48,CLM04 Comdty,6/2004,21.21
29M,CLN04 Comdty,7/2004,23.85,CLN04 Comdty,7/2004,23.18,CLN04 Comdty,7/2004,23.24,CLN04 Comdty,7/2004,22.5,CLN04 Comdty,7/2004,22.76,CLN04 Comdty,7/2004,22.72,CLN04 Comdty,7/2004,21.45,CLN04 Comdty,7/2004,
30M,CLQ04 Comdty,8/2004,23.78,CLQ04 Comdty,8/2004,23.12,CLQ04 Comdty,8/2004,23.16,CLQ04 Comdty,8/2004,22.46,CLQ04 Comdty,8/2004,22.72,CLQ04 Comdty,8/2004,22.67,CLQ04 Comdty,8/2004,21.42,CLQ04 Comdty,8/2004,
31M,CLU04 Comdty,9/2004,23.71,CLU04 Comdty,9/2004,23.06,CLU04 Comdty,9/2004,23.09,CLU04 Comdty,9/2004,22.42,CLU04 Comdty,9/2004,22.68,CLU04 Comdty,9/2004,22.63,CLU04 Comdty,9/2004,21.39,,,
32M,CLV04 Comdty,10/2004,23.64,CLV04 Comdty,10/2004,23,CLV04 Comdty,10/2004,23.02,CLV04 Comdty,10/2004,22.38,CLV04 Comdty,10/2004,,CLV04 Comdty,10/2004,,,,,,,
33M,CLX04 Comdty,11/2004,23.57,CLX04 Comdty,11/2004,22.94,CLX04 Comdty,11/2004,22.95,CLX04 Comdty,11/2004,22.34,CLX04 Comdty,11/2004,,,,,,,,,,
34M,CLZ04 Comdty,12/2004,23.5,CLZ04 Comdty,12/2004,22.88,CLZ04 Comdty,12/2004,22.89,CLZ04 Comdty,12/2004,22.3,CLZ04 Comdty,12/2004,22.59,CLZ04 Comdty,12/2004,22.52,CLZ04 Comdty,12/2004,21.32,CLZ04 Comdty,12/2004,21.1
35M,CLF05 Comdty,1/2005,23.44,CLF05 Comdty,1/2005,,CLF05 Comdty,1/2005,,,,,,,,,,,,,,,,
3Y,CLG05 Comdty,2/2005,23.38,CLG05 Comdty,2/2005,,,,,,,,,,,,,,,,,,,
37M,CLH05 Comdty,3/2005,23.32,,,,,,,,,,,,,,,,,,,,,
40M,CLM05 Comdty,6/2005,23.16,CLM05 Comdty,6/2005,22.6,CLM05 Comdty,6/2005,22.59,CLM05 Comdty,6/2005,22.08,,,,,,,,,,,,
46M,CLZ05 Comdty,12/2005,22.89,CLZ05 Comdty,12/2005,22.36,CLZ05 Comdty,12/2005,22.29,CLZ05 Comdty,12/2005,21.86,CLZ05 Comdty,12/2005,22.23,CLZ05 Comdty,12/2005,22.17,CLZ05 Comdty,12/2005,21.07,CLZ05 Comdty,12/2005,20.96
58M,CLZ06 Comdty,12/2006,22.43,CLZ06 Comdty,12/2006,21.9,CLZ06 Comdty,12/2006,21.84,CLZ06 Comdty,12/2006,21.43,CLZ06 Comdty,12/2006,21.89,CLZ06 Comdty,12/2006,21.83,CLZ06 Comdty,12/2006,20.83,CLZ06 Comdty,12/2006,20.81
70M,CLZ07 Comdty,12/2007,22.08,CLZ07 Comdty,12/2007,21.59,CLZ07 Comdty,12/2007,21.5,CLZ07 Comdty,12/2007,21.08,CLZ07 Comdty,12/2007,21.62,CLZ07 Comdty,12/2007,21.59,CLZ07 Comdty,12/2007,20.63,CLZ07 Comdty,12/2007,20.66
82M,CLZ08 Comdty,12/2008,21.84,CLZ08 Comdty,12/2008,21.37,CLZ08 Comdty,12/2008,21.26,CLZ08 Comdty,12/2008,20.87,CLZ08 Comdty,12/2008,21.4,CLZ08 Comdty,12/2008,21.41,CLZ08 Comdty,12/2008,20.47,CLZ08 Comdty,12/2008,20.51
