Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
14M,CLQ08 Comdty,8/2008,96.22,CLQ08 Comdty,8/2008,87.23,CLQ08 Comdty,8/2008,86.66,CLQ08 Comdty,8/2008,75.34,CLQ08 Comdty,8/2008,70.96,CLQ08 Comdty,8/2008,73.24,CLQ08 Comdty,8/2008,73.27,CLQ08 Comdty,8/2008,70.56
15M,CLU08 Comdty,9/2008,95.65,CLU08 Comdty,9/2008,86.99,CLU08 Comdty,9/2008,86.02,CLU08 Comdty,9/2008,75.04,CLU08 Comdty,9/2008,70.85,CLU08 Comdty,9/2008,73.11,CLU08 Comdty,9/2008,73.32,CLU08 Comdty,9/2008,70.66
16M,CLV08 Comdty,10/2008,95.1,CLV08 Comdty,10/2008,86.76,CLV08 Comdty,10/2008,85.42,CLV08 Comdty,10/2008,74.76,CLV08 Comdty,10/2008,70.75,CLV08 Comdty,10/2008,72.99,CLV08 Comdty,10/2008,73.36,CLV08 Comdty,10/2008,70.73
17M,CLX08 Comdty,11/2008,94.57,CLX08 Comdty,11/2008,86.53,CLX08 Comdty,11/2008,84.88,CLX08 Comdty,11/2008,74.5,CLX08 Comdty,11/2008,70.65,CLX08 Comdty,11/2008,72.87,CLX08 Comdty,11/2008,73.39,CLX08 Comdty,11/2008,70.79
18M,CLZ08 Comdty,12/2008,94.05,CLZ08 Comdty,12/2008,86.31,CLZ08 Comdty,12/2008,84.39,CLZ08 Comdty,12/2008,74.25,CLZ08 Comdty,12/2008,70.56,CLZ08 Comdty,12/2008,72.76,CLZ08 Comdty,12/2008,73.4,CLZ08 Comdty,12/2008,70.83
19M,CLF09 Comdty,1/2009,93.54,CLF09 Comdty,1/2009,86.09,CLF09 Comdty,1/2009,83.96,CLF09 Comdty,1/2009,74.01,CLF09 Comdty,1/2009,70.47,CLF09 Comdty,1/2009,72.67,CLF09 Comdty,1/2009,73.4,CLF09 Comdty,1/2009,70.85
20M,CLG09 Comdty,2/2009,93.04,CLG09 Comdty,2/2009,85.89,CLG09 Comdty,2/2009,83.58,CLG09 Comdty,2/2009,73.8,CLG09 Comdty,2/2009,70.38,CLG09 Comdty,2/2009,72.58,CLG09 Comdty,2/2009,73.4,CLG09 Comdty,2/2009,70.85
21M,CLH09 Comdty,3/2009,92.54,CLH09 Comdty,3/2009,85.7,CLH09 Comdty,3/2009,83.21,CLH09 Comdty,3/2009,73.61,CLH09 Comdty,3/2009,70.29,CLH09 Comdty,3/2009,72.49,CLH09 Comdty,3/2009,73.4,CLH09 Comdty,3/2009,70.85
22M,CLJ09 Comdty,4/2009,92.05,CLJ09 Comdty,4/2009,85.51,CLJ09 Comdty,4/2009,82.84,CLJ09 Comdty,4/2009,73.44,CLJ09 Comdty,4/2009,70.2,CLJ09 Comdty,4/2009,72.4,CLJ09 Comdty,4/2009,73.38,CLJ09 Comdty,4/2009,70.84
23M,CLK09 Comdty,5/2009,91.6,CLK09 Comdty,5/2009,85.32,CLK09 Comdty,5/2009,82.5,CLK09 Comdty,5/2009,73.27,CLK09 Comdty,5/2009,70.11,CLK09 Comdty,5/2009,72.31,CLK09 Comdty,5/2009,73.35,CLK09 Comdty,5/2009,70.81
2Y,CLM09 Comdty,6/2009,91.15,CLM09 Comdty,6/2009,85.2,CLM09 Comdty,6/2009,82.18,CLM09 Comdty,6/2009,73.1,CLM09 Comdty,6/2009,70.02,CLM09 Comdty,6/2009,72.22,CLM09 Comdty,6/2009,73.31,CLM09 Comdty,6/2009,70.77
25M,CLN09 Comdty,7/2009,90.75,CLN09 Comdty,7/2009,85.1,CLN09 Comdty,7/2009,81.91,CLN09 Comdty,7/2009,72.94,CLN09 Comdty,7/2009,69.93,CLN09 Comdty,7/2009,72.13,CLN09 Comdty,7/2009,73.27,CLN09 Comdty,7/2009,70.73
26M,CLQ09 Comdty,8/2009,90.36,CLQ09 Comdty,8/2009,85.01,CLQ09 Comdty,8/2009,81.67,CLQ09 Comdty,8/2009,72.78,CLQ09 Comdty,8/2009,69.84,CLQ09 Comdty,8/2009,72.04,CLQ09 Comdty,8/2009,73.22,CLQ09 Comdty,8/2009,70.69
27M,CLU09 Comdty,9/2009,89.99,CLU09 Comdty,9/2009,84.93,CLU09 Comdty,9/2009,81.45,CLU09 Comdty,9/2009,72.63,CLU09 Comdty,9/2009,69.75,CLU09 Comdty,9/2009,71.96,CLU09 Comdty,9/2009,73.16,CLU09 Comdty,9/2009,70.65
28M,CLV09 Comdty,10/2009,89.64,CLV09 Comdty,10/2009,84.86,CLV09 Comdty,10/2009,81.25,CLV09 Comdty,10/2009,72.51,CLV09 Comdty,10/2009,69.67,CLV09 Comdty,10/2009,71.9,CLV09 Comdty,10/2009,73.1,CLV09 Comdty,10/2009,70.61
29M,CLX09 Comdty,11/2009,89.3,CLX09 Comdty,11/2009,84.82,CLX09 Comdty,11/2009,81.06,CLX09 Comdty,11/2009,72.4,CLX09 Comdty,11/2009,69.59,CLX09 Comdty,11/2009,71.85,CLX09 Comdty,11/2009,73.04,CLX09 Comdty,11/2009,70.56
30M,CLZ09 Comdty,12/2009,89,CLZ09 Comdty,12/2009,84.79,CLZ09 Comdty,12/2009,80.89,CLZ09 Comdty,12/2009,72.29,CLZ09 Comdty,12/2009,69.52,CLZ09 Comdty,12/2009,71.81,CLZ09 Comdty,12/2009,72.98,CLZ09 Comdty,12/2009,70.51
31M,CLF10 Comdty,1/2010,88.8,CLF10 Comdty,1/2010,84.74,CLF10 Comdty,1/2010,80.76,CLF10 Comdty,1/2010,72.19,CLF10 Comdty,1/2010,69.46,CLF10 Comdty,1/2010,71.77,CLF10 Comdty,1/2010,72.93,CLF10 Comdty,1/2010,70.46
32M,CLG10 Comdty,2/2010,88.63,CLG10 Comdty,2/2010,84.69,CLG10 Comdty,2/2010,80.65,CLG10 Comdty,2/2010,72.09,CLG10 Comdty,2/2010,69.41,CLG10 Comdty,2/2010,71.73,CLG10 Comdty,2/2010,72.88,CLG10 Comdty,2/2010,70.41
33M,CLH10 Comdty,3/2010,88.49,CLH10 Comdty,3/2010,84.64,CLH10 Comdty,3/2010,80.55,CLH10 Comdty,3/2010,71.99,CLH10 Comdty,3/2010,69.36,CLH10 Comdty,3/2010,71.69,CLH10 Comdty,3/2010,72.83,CLH10 Comdty,3/2010,70.36
34M,CLJ10 Comdty,4/2010,88.36,CLJ10 Comdty,4/2010,84.59,CLJ10 Comdty,4/2010,80.45,CLJ10 Comdty,4/2010,71.89,CLJ10 Comdty,4/2010,69.31,CLJ10 Comdty,4/2010,71.65,CLJ10 Comdty,4/2010,72.78,CLJ10 Comdty,4/2010,70.31
35M,CLK10 Comdty,5/2010,88.23,CLK10 Comdty,5/2010,84.55,CLK10 Comdty,5/2010,80.35,CLK10 Comdty,5/2010,71.8,CLK10 Comdty,5/2010,69.26,CLK10 Comdty,5/2010,71.62,CLK10 Comdty,5/2010,72.73,CLK10 Comdty,5/2010,70.26
3Y,CLM10 Comdty,6/2010,88.12,CLM10 Comdty,6/2010,84.51,CLM10 Comdty,6/2010,80.25,CLM10 Comdty,6/2010,71.71,CLM10 Comdty,6/2010,69.21,CLM10 Comdty,6/2010,71.59,CLM10 Comdty,6/2010,72.68,CLM10 Comdty,6/2010,70.21
37M,CLN10 Comdty,7/2010,88.04,CLN10 Comdty,7/2010,84.5,CLN10 Comdty,7/2010,80.18,CLN10 Comdty,7/2010,71.63,CLN10 Comdty,7/2010,69.17,CLN10 Comdty,7/2010,71.56,CLN10 Comdty,7/2010,72.63,CLN10 Comdty,7/2010,70.16
38M,CLQ10 Comdty,8/2010,87.97,CLQ10 Comdty,8/2010,84.51,CLQ10 Comdty,8/2010,80.11,CLQ10 Comdty,8/2010,71.55,CLQ10 Comdty,8/2010,69.13,CLQ10 Comdty,8/2010,71.53,CLQ10 Comdty,8/2010,72.59,CLQ10 Comdty,8/2010,70.12
39M,CLU10 Comdty,9/2010,87.91,CLU10 Comdty,9/2010,84.53,CLU10 Comdty,9/2010,80.07,CLU10 Comdty,9/2010,71.48,CLU10 Comdty,9/2010,69.09,CLU10 Comdty,9/2010,71.51,CLU10 Comdty,9/2010,72.55,CLU10 Comdty,9/2010,70.08
40M,CLV10 Comdty,10/2010,87.86,CLV10 Comdty,10/2010,84.55,CLV10 Comdty,10/2010,80.05,CLV10 Comdty,10/2010,71.41,CLV10 Comdty,10/2010,69.05,CLV10 Comdty,10/2010,71.49,CLV10 Comdty,10/2010,72.51,CLV10 Comdty,10/2010,70.04
41M,CLX10 Comdty,11/2010,87.81,CLX10 Comdty,11/2010,84.57,CLX10 Comdty,11/2010,80.03,CLX10 Comdty,11/2010,71.35,CLX10 Comdty,11/2010,69.01,CLX10 Comdty,11/2010,71.47,CLX10 Comdty,11/2010,72.47,CLX10 Comdty,11/2010,70
42M,CLZ10 Comdty,12/2010,87.78,CLZ10 Comdty,12/2010,84.59,CLZ10 Comdty,12/2010,80.01,CLZ10 Comdty,12/2010,71.29,CLZ10 Comdty,12/2010,68.98,CLZ10 Comdty,12/2010,71.45,CLZ10 Comdty,12/2010,72.43,CLZ10 Comdty,12/2010,69.96
43M,CLF11 Comdty,1/2011,87.75,CLF11 Comdty,1/2011,84.6,CLF11 Comdty,1/2011,79.99,CLF11 Comdty,1/2011,71.24,CLF11 Comdty,1/2011,68.96,CLF11 Comdty,1/2011,71.43,CLF11 Comdty,1/2011,72.38,CLF11 Comdty,1/2011,69.92
44M,CLG11 Comdty,2/2011,87.73,CLG11 Comdty,2/2011,84.61,CLG11 Comdty,2/2011,79.97,CLG11 Comdty,2/2011,71.2,CLG11 Comdty,2/2011,68.94,CLG11 Comdty,2/2011,71.41,CLG11 Comdty,2/2011,72.33,CLG11 Comdty,2/2011,69.88
45M,CLH11 Comdty,3/2011,87.71,CLH11 Comdty,3/2011,84.62,CLH11 Comdty,3/2011,79.95,CLH11 Comdty,3/2011,71.16,CLH11 Comdty,3/2011,68.92,CLH11 Comdty,3/2011,71.39,CLH11 Comdty,3/2011,72.29,CLH11 Comdty,3/2011,69.85
46M,CLJ11 Comdty,4/2011,87.69,CLJ11 Comdty,4/2011,84.63,CLJ11 Comdty,4/2011,79.93,CLJ11 Comdty,4/2011,71.12,CLJ11 Comdty,4/2011,68.9,CLJ11 Comdty,4/2011,71.37,CLJ11 Comdty,4/2011,72.25,CLJ11 Comdty,4/2011,69.82
47M,CLK11 Comdty,5/2011,87.67,CLK11 Comdty,5/2011,84.64,CLK11 Comdty,5/2011,79.9,CLK11 Comdty,5/2011,71.09,CLK11 Comdty,5/2011,68.89,CLK11 Comdty,5/2011,71.35,CLK11 Comdty,5/2011,72.21,CLK11 Comdty,5/2011,69.79
4Y,CLM11 Comdty,6/2011,87.65,CLM11 Comdty,6/2011,84.65,CLM11 Comdty,6/2011,79.87,CLM11 Comdty,6/2011,71.06,CLM11 Comdty,6/2011,68.88,CLM11 Comdty,6/2011,71.34,CLM11 Comdty,6/2011,72.17,CLM11 Comdty,6/2011,69.76
49M,CLN11 Comdty,7/2011,87.63,CLN11 Comdty,7/2011,84.67,CLN11 Comdty,7/2011,79.85,CLN11 Comdty,7/2011,71.04,CLN11 Comdty,7/2011,68.87,CLN11 Comdty,7/2011,71.33,CLN11 Comdty,7/2011,72.13,CLN11 Comdty,7/2011,69.73
50M,CLQ11 Comdty,8/2011,87.61,CLQ11 Comdty,8/2011,84.69,CLQ11 Comdty,8/2011,79.83,CLQ11 Comdty,8/2011,71.02,CLQ11 Comdty,8/2011,68.86,CLQ11 Comdty,8/2011,71.32,CLQ11 Comdty,8/2011,72.09,CLQ11 Comdty,8/2011,69.7
51M,CLU11 Comdty,9/2011,87.59,CLU11 Comdty,9/2011,84.71,CLU11 Comdty,9/2011,79.81,CLU11 Comdty,9/2011,71,CLU11 Comdty,9/2011,68.85,CLU11 Comdty,9/2011,71.31,CLU11 Comdty,9/2011,72.05,CLU11 Comdty,9/2011,69.67
52M,CLV11 Comdty,10/2011,87.57,CLV11 Comdty,10/2011,84.73,CLV11 Comdty,10/2011,79.79,CLV11 Comdty,10/2011,70.98,CLV11 Comdty,10/2011,68.84,CLV11 Comdty,10/2011,71.3,CLV11 Comdty,10/2011,72.01,CLV11 Comdty,10/2011,69.64
53M,CLX11 Comdty,11/2011,87.55,CLX11 Comdty,11/2011,84.75,CLX11 Comdty,11/2011,79.77,CLX11 Comdty,11/2011,70.97,CLX11 Comdty,11/2011,68.84,CLX11 Comdty,11/2011,71.29,CLX11 Comdty,11/2011,71.97,CLX11 Comdty,11/2011,69.61
54M,CLZ11 Comdty,12/2011,87.54,CLZ11 Comdty,12/2011,84.77,CLZ11 Comdty,12/2011,79.76,CLZ11 Comdty,12/2011,70.96,CLZ11 Comdty,12/2011,68.84,CLZ11 Comdty,12/2011,71.28,CLZ11 Comdty,12/2011,71.93,CLZ11 Comdty,12/2011,69.58
55M,CLF12 Comdty,1/2012,87.54,CLF12 Comdty,1/2012,84.79,CLF12 Comdty,1/2012,79.76,CLF12 Comdty,1/2012,70.94,CLF12 Comdty,1/2012,68.83,CLF12 Comdty,1/2012,71.27,CLF12 Comdty,1/2012,71.9,CLF12 Comdty,1/2012,69.55
56M,CLG12 Comdty,2/2012,87.54,CLG12 Comdty,2/2012,84.81,CLG12 Comdty,2/2012,79.76,CLG12 Comdty,2/2012,70.92,CLG12 Comdty,2/2012,68.82,CLG12 Comdty,2/2012,71.26,CLG12 Comdty,2/2012,71.87,CLG12 Comdty,2/2012,69.53
57M,CLH12 Comdty,3/2012,87.54,CLH12 Comdty,3/2012,84.83,CLH12 Comdty,3/2012,79.76,CLH12 Comdty,3/2012,70.9,CLH12 Comdty,3/2012,68.81,CLH12 Comdty,3/2012,71.25,CLH12 Comdty,3/2012,71.84,CLH12 Comdty,3/2012,69.51
58M,CLJ12 Comdty,4/2012,87.54,CLJ12 Comdty,4/2012,84.85,CLJ12 Comdty,4/2012,79.76,CLJ12 Comdty,4/2012,70.89,CLJ12 Comdty,4/2012,68.8,CLJ12 Comdty,4/2012,71.24,CLJ12 Comdty,4/2012,71.81,CLJ12 Comdty,4/2012,69.49
59M,CLK12 Comdty,5/2012,87.54,CLK12 Comdty,5/2012,84.87,CLK12 Comdty,5/2012,79.76,CLK12 Comdty,5/2012,70.88,CLK12 Comdty,5/2012,68.79,CLK12 Comdty,5/2012,71.24,CLK12 Comdty,5/2012,71.79,CLK12 Comdty,5/2012,69.47
5Y,CLM12 Comdty,6/2012,87.54,CLM12 Comdty,6/2012,84.89,CLM12 Comdty,6/2012,79.76,CLM12 Comdty,6/2012,70.87,CLM12 Comdty,6/2012,68.79,CLM12 Comdty,6/2012,71.24,CLM12 Comdty,6/2012,71.77,CLM12 Comdty,6/2012,69.45
61M,CLN12 Comdty,7/2012,87.55,CLN12 Comdty,7/2012,84.92,CLN12 Comdty,7/2012,79.76,CLN12 Comdty,7/2012,70.86,CLN12 Comdty,7/2012,68.79,CLN12 Comdty,7/2012,71.24,CLN12 Comdty,7/2012,71.75,CLN12 Comdty,7/2012,69.43
62M,CLQ12 Comdty,8/2012,87.56,CLQ12 Comdty,8/2012,84.95,CLQ12 Comdty,8/2012,79.76,CLQ12 Comdty,8/2012,70.85,CLQ12 Comdty,8/2012,68.79,CLQ12 Comdty,8/2012,71.24,CLQ12 Comdty,8/2012,71.73,CLQ12 Comdty,8/2012,69.41
63M,CLU12 Comdty,9/2012,87.57,CLU12 Comdty,9/2012,84.98,CLU12 Comdty,9/2012,79.76,CLU12 Comdty,9/2012,70.84,CLU12 Comdty,9/2012,68.79,CLU12 Comdty,9/2012,71.25,CLU12 Comdty,9/2012,71.71,CLU12 Comdty,9/2012,69.39
64M,CLV12 Comdty,10/2012,87.58,CLV12 Comdty,10/2012,85.01,CLV12 Comdty,10/2012,79.76,CLV12 Comdty,10/2012,70.83,CLV12 Comdty,10/2012,68.79,CLV12 Comdty,10/2012,71.26,CLV12 Comdty,10/2012,71.69,CLV12 Comdty,10/2012,69.37
65M,CLX12 Comdty,11/2012,87.59,CLX12 Comdty,11/2012,85.04,CLX12 Comdty,11/2012,79.76,CLX12 Comdty,11/2012,70.82,CLX12 Comdty,11/2012,68.79,CLX12 Comdty,11/2012,71.27,CLX12 Comdty,11/2012,71.67,CLX12 Comdty,11/2012,69.35
66M,CLZ12 Comdty,12/2012,87.6,CLZ12 Comdty,12/2012,85.07,CLZ12 Comdty,12/2012,79.76,CLZ12 Comdty,12/2012,70.81,CLZ12 Comdty,12/2012,68.79,CLZ12 Comdty,12/2012,71.28,CLZ12 Comdty,12/2012,71.65,CLZ12 Comdty,12/2012,69.33
67M,CLF13 Comdty,1/2013,87.61,CLF13 Comdty,1/2013,85.1,,,,,,,,,,,,,,,,,,
68M,CLG13 Comdty,2/2013,87.62,CLG13 Comdty,2/2013,85.13,,,,,,,,,,,,,,,,,,
69M,CLH13 Comdty,3/2013,87.63,CLH13 Comdty,3/2013,85.16,,,,,,,,,,,,,,,,,,
70M,CLJ13 Comdty,4/2013,87.64,CLJ13 Comdty,4/2013,85.19,,,,,,,,,,,,,,,,,,
71M,CLK13 Comdty,5/2013,87.65,CLK13 Comdty,5/2013,85.22,,,,,,,,,,,,,,,,,,
6Y,CLM13 Comdty,6/2013,87.66,CLM13 Comdty,6/2013,85.25,CLM13 Comdty,6/2013,79.8,CLM13 Comdty,6/2013,70.76,CLM13 Comdty,6/2013,68.78,CLM13 Comdty,6/2013,71.28,CLM13 Comdty,6/2013,71.6,CLM13 Comdty,6/2013,69.26
73M,CLN13 Comdty,7/2013,87.68,CLN13 Comdty,7/2013,85.28,,,,,,,,,,,,,,,,,,
74M,CLQ13 Comdty,8/2013,87.7,CLQ13 Comdty,8/2013,85.31,,,,,,,,,,,,,,,,,,
75M,CLU13 Comdty,9/2013,87.72,CLU13 Comdty,9/2013,85.35,,,,,,,,,,,,,,,,,,
76M,CLV13 Comdty,10/2013,87.74,CLV13 Comdty,10/2013,85.39,,,,,,,,,,,,,,,,,,
77M,CLX13 Comdty,11/2013,87.76,CLX13 Comdty,11/2013,85.43,,,,,,,,,,,,,,,,,,
78M,CLZ13 Comdty,12/2013,87.78,CLZ13 Comdty,12/2013,85.47,CLZ13 Comdty,12/2013,79.86,CLZ13 Comdty,12/2013,70.71,CLZ13 Comdty,12/2013,68.78,CLZ13 Comdty,12/2013,71.28,CLZ13 Comdty,12/2013,71.55,CLZ13 Comdty,12/2013,69.19
7Y,CLM14 Comdty,6/2014,87.89,CLM14 Comdty,6/2014,85.74,CLM14 Comdty,6/2014,79.93,CLM14 Comdty,6/2014,70.67,CLM14 Comdty,6/2014,68.78,CLM14 Comdty,6/2014,71.29,CLM14 Comdty,6/2014,71.52,CLM14 Comdty,6/2014,69.14
90M,CLZ4 Comdty,12/2014,88.01,CLZ4 Comdty,12/2014,86.02,CLZ4 Comdty,12/2014,80,CLZ4 Comdty,12/2014,70.64,CLZ4 Comdty,12/2014,68.78,CLZ4 Comdty,12/2014,71.29,CLZ4 Comdty,12/2014,71.49,CLZ4 Comdty,12/2014,69.09
8Y,CLM5 Comdty,6/2015,88.15,CLM5 Comdty,6/2015,86.36,CLM5 Comdty,6/2015,80.07,CLM5 Comdty,6/2015,70.61,CLM5 Comdty,6/2015,68.8,CLM5 Comdty,6/2015,71.3,CLM5 Comdty,6/2015,71.5,CLM5 Comdty,6/2015,69.1
102M,CLZ5 Comdty,12/2015,88.33,CLZ5 Comdty,12/2015,86.72,CLZ5 Comdty,12/2015,80.15,CLZ5 Comdty,12/2015,70.59,CLZ5 Comdty,12/2015,68.83,CLZ5 Comdty,12/2015,71.31,CLZ5 Comdty,12/2015,71.51,CLZ5 Comdty,12/2015,69.11
9Y,CLM6 Comdty,6/2016,88.64,CLM6 Comdty,6/2016,87.1,,,,,,,,,,,,,,,,,,
114M,CLZ6 Comdty,12/2016,88.99,CLZ6 Comdty,12/2016,87.5,,,,,,,,,,,,,,,,,,
