Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
19M,CLU01 Comdty,9/2001,27.77,CLU01 Comdty,9/2001,25.2,CLU01 Comdty,9/2001,24.55,CLU01 Comdty,9/2001,24.03,CLU01 Comdty,9/2001,22,CLU01 Comdty,9/2001,21.82,CLU01 Comdty,9/2001,21.4,CLU01 Comdty,9/2001,20.33
20M,CLV01 Comdty,10/2001,27.45,CLV01 Comdty,10/2001,25,CLV01 Comdty,10/2001,24.27,CLV01 Comdty,10/2001,23.75,CLV01 Comdty,10/2001,21.8,CLV01 Comdty,10/2001,21.64,CLV01 Comdty,10/2001,21.16,CLV01 Comdty,10/2001,20.15
21M,CLX01 Comdty,11/2001,27.13,CLX01 Comdty,11/2001,24.8,CLX01 Comdty,11/2001,23.99,CLX01 Comdty,11/2001,23.47,CLX01 Comdty,11/2001,21.6,CLX01 Comdty,11/2001,21.47,CLX01 Comdty,11/2001,20.94,CLX01 Comdty,11/2001,20
22M,CLZ01 Comdty,12/2001,26.83,CLZ01 Comdty,12/2001,24.6,CLZ01 Comdty,12/2001,23.73,CLZ01 Comdty,12/2001,23.19,CLZ01 Comdty,12/2001,21.41,CLZ01 Comdty,12/2001,21.3,CLZ01 Comdty,12/2001,20.73,CLZ01 Comdty,12/2001,19.85
23M,CLF02 Comdty,1/2002,26.56,CLF02 Comdty,1/2002,24.43,CLF02 Comdty,1/2002,23.49,CLF02 Comdty,1/2002,22.92,CLF02 Comdty,1/2002,21.23,CLF02 Comdty,1/2002,21.15,CLF02 Comdty,1/2002,20.56,CLF02 Comdty,1/2002,19.74
2Y,CLG02 Comdty,2/2002,26.31,CLG02 Comdty,2/2002,24.28,CLG02 Comdty,2/2002,23.26,CLG02 Comdty,2/2002,22.66,CLG02 Comdty,2/2002,21.06,CLG02 Comdty,2/2002,21.02,CLG02 Comdty,2/2002,20.4,CLG02 Comdty,2/2002,19.65
25M,CLH02 Comdty,3/2002,26.08,CLH02 Comdty,3/2002,24.13,CLH02 Comdty,3/2002,23.03,CLH02 Comdty,3/2002,22.42,CLH02 Comdty,3/2002,20.91,CLH02 Comdty,3/2002,20.9,CLH02 Comdty,3/2002,20.26,CLH02 Comdty,3/2002,19.58
26M,CLJ02 Comdty,4/2002,25.88,CLJ02 Comdty,4/2002,23.98,CLJ02 Comdty,4/2002,22.81,CLJ02 Comdty,4/2002,22.21,CLJ02 Comdty,4/2002,20.78,CLJ02 Comdty,4/2002,20.79,CLJ02 Comdty,4/2002,20.15,CLJ02 Comdty,4/2002,19.52
27M,CLK02 Comdty,5/2002,25.69,CLK02 Comdty,5/2002,23.83,CLK02 Comdty,5/2002,22.6,CLK02 Comdty,5/2002,22.03,CLK02 Comdty,5/2002,20.67,CLK02 Comdty,5/2002,20.68,CLK02 Comdty,5/2002,20.04,CLK02 Comdty,5/2002,19.46
28M,CLM02 Comdty,6/2002,25.51,CLM02 Comdty,6/2002,23.68,CLM02 Comdty,6/2002,22.4,CLM02 Comdty,6/2002,21.85,CLM02 Comdty,6/2002,20.56,CLM02 Comdty,6/2002,20.57,CLM02 Comdty,6/2002,19.93,CLM02 Comdty,6/2002,19.4
29M,CLN02 Comdty,7/2002,25.34,CLN02 Comdty,7/2002,23.54,CLN02 Comdty,7/2002,22.2,CLN02 Comdty,7/2002,21.68,CLN02 Comdty,7/2002,20.45,CLN02 Comdty,7/2002,20.47,CLN02 Comdty,7/2002,19.83,CLN02 Comdty,7/2002,
30M,CLQ02 Comdty,8/2002,25.18,CLQ02 Comdty,8/2002,23.4,CLQ02 Comdty,8/2002,22.01,CLQ02 Comdty,8/2002,21.51,CLQ02 Comdty,8/2002,20.34,CLQ02 Comdty,8/2002,20.37,CLQ02 Comdty,8/2002,19.74,CLQ02 Comdty,8/2002,
31M,CLU02 Comdty,9/2002,25.03,CLU02 Comdty,9/2002,23.26,CLU02 Comdty,9/2002,21.82,CLU02 Comdty,9/2002,21.34,CLU02 Comdty,9/2002,20.24,CLU02 Comdty,9/2002,20.27,CLU02 Comdty,9/2002,19.65,,,
32M,CLV02 Comdty,10/2002,24.87,CLV02 Comdty,10/2002,23.12,CLV02 Comdty,10/2002,21.64,CLV02 Comdty,10/2002,21.17,CLV02 Comdty,10/2002,,CLV02 Comdty,10/2002,,,,,,,
33M,CLX02 Comdty,11/2002,24.71,CLX02 Comdty,11/2002,22.98,CLX02 Comdty,11/2002,21.46,CLX02 Comdty,11/2002,21,CLX02 Comdty,11/2002,,,,,,,,,,
34M,CLZ02 Comdty,12/2002,24.55,CLZ02 Comdty,12/2002,22.84,CLZ02 Comdty,12/2002,21.29,CLZ02 Comdty,12/2002,20.83,CLZ02 Comdty,12/2002,19.96,CLZ02 Comdty,12/2002,20.02,CLZ02 Comdty,12/2002,19.44,CLZ02 Comdty,12/2002,19.1
35M,CLF03 Comdty,1/2003,24.39,CLF03 Comdty,1/2003,,CLF03 Comdty,1/2003,,,,,,,,,,,,,,,,
3Y,CLG03 Comdty,2/2003,24.23,CLG03 Comdty,2/2003,,,,,,,,,,,,,,,,,,,
37M,CLH03 Comdty,3/2003,24.07,,,,,,,,,,,,,,,,,,,,,
40M,CLM03 Comdty,6/2003,,CLM03 Comdty,6/2003,,CLM03 Comdty,6/2003,,CLM03 Comdty,6/2003,,,,,,,,,,,,,
46M,CLZ03 Comdty,12/2003,22.77,CLZ03 Comdty,12/2003,21.37,CLZ03 Comdty,12/2003,19.69,CLZ03 Comdty,12/2003,19.53,CLZ03 Comdty,12/2003,19.31,CLZ03 Comdty,12/2003,19.4,CLZ03 Comdty,12/2003,18.82,CLZ03 Comdty,12/2003,18.66
58M,CLZ04 Comdty,12/2004,22.07,CLZ04 Comdty,12/2004,20.72,CLZ04 Comdty,12/2004,19.07,CLZ04 Comdty,12/2004,19.11,CLZ04 Comdty,12/2004,19.15,CLZ04 Comdty,12/2004,19.23,CLZ04 Comdty,12/2004,18.72,CLZ04 Comdty,12/2004,18.7
70M,CLZ05 Comdty,12/2005,21.53,CLZ05 Comdty,12/2005,20.27,CLZ05 Comdty,12/2005,18.62,CLZ05 Comdty,12/2005,18.83,CLZ05 Comdty,12/2005,19.07,CLZ05 Comdty,12/2005,19.16,CLZ05 Comdty,12/2005,18.69,CLZ05 Comdty,12/2005,18.74
82M,CLZ06 Comdty,12/2006,21.12,CLZ06 Comdty,12/2006,19.97,CLZ06 Comdty,12/2006,18.32,CLZ06 Comdty,12/2006,18.71,CLZ06 Comdty,12/2006,19.07,CLZ06 Comdty,12/2006,19.16,CLZ06 Comdty,12/2006,18.69,CLZ06 Comdty,12/2006,18.82
