Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
10M,CLQ01 Comdty,8/2001,29.36,CLQ01 Comdty,8/2001,25.83,CLQ01 Comdty,8/2001,27.02,CLQ01 Comdty,8/2001,27.04,CLQ01 Comdty,8/2001,25.02,CLQ01 Comdty,8/2001,27.43,CLQ01 Comdty,8/2001,28.13,CLQ01 Comdty,8/2001,29.39
11M,CLU01 Comdty,9/2001,29.07,CLU01 Comdty,9/2001,25.7,CLU01 Comdty,9/2001,26.75,CLU01 Comdty,9/2001,26.65,CLU01 Comdty,9/2001,24.79,CLU01 Comdty,9/2001,27.01,CLU01 Comdty,9/2001,27.67,CLU01 Comdty,9/2001,29.05
1Y,CLV01 Comdty,10/2001,28.67,CLV01 Comdty,10/2001,25.52,CLV01 Comdty,10/2001,26.49,CLV01 Comdty,10/2001,26.29,CLV01 Comdty,10/2001,24.59,CLV01 Comdty,10/2001,26.64,CLV01 Comdty,10/2001,27.23,CLV01 Comdty,10/2001,28.71
13M,CLX01 Comdty,11/2001,28.28,CLX01 Comdty,11/2001,25.33,CLX01 Comdty,11/2001,26.24,CLX01 Comdty,11/2001,25.96,CLX01 Comdty,11/2001,24.4,CLX01 Comdty,11/2001,26.3,CLX01 Comdty,11/2001,26.82,CLX01 Comdty,11/2001,28.37
14M,CLZ01 Comdty,12/2001,27.89,CLZ01 Comdty,12/2001,25.14,CLZ01 Comdty,12/2001,25.99,CLZ01 Comdty,12/2001,25.68,CLZ01 Comdty,12/2001,24.21,CLZ01 Comdty,12/2001,25.95,CLZ01 Comdty,12/2001,26.41,CLZ01 Comdty,12/2001,28.04
15M,CLF02 Comdty,1/2002,27.5,CLF02 Comdty,1/2002,24.96,CLF02 Comdty,1/2002,25.74,CLF02 Comdty,1/2002,25.43,CLF02 Comdty,1/2002,24.03,CLF02 Comdty,1/2002,25.6,CLF02 Comdty,1/2002,26.05,CLF02 Comdty,1/2002,27.72
16M,CLG02 Comdty,2/2002,27.18,CLG02 Comdty,2/2002,24.78,CLG02 Comdty,2/2002,25.49,CLG02 Comdty,2/2002,25.19,CLG02 Comdty,2/2002,23.85,CLG02 Comdty,2/2002,25.29,CLG02 Comdty,2/2002,25.71,CLG02 Comdty,2/2002,27.46
17M,CLH02 Comdty,3/2002,26.87,CLH02 Comdty,3/2002,24.6,CLH02 Comdty,3/2002,25.24,CLH02 Comdty,3/2002,24.96,CLH02 Comdty,3/2002,23.67,CLH02 Comdty,3/2002,25,CLH02 Comdty,3/2002,25.38,CLH02 Comdty,3/2002,27.2
18M,CLJ02 Comdty,4/2002,26.57,CLJ02 Comdty,4/2002,24.43,CLJ02 Comdty,4/2002,24.99,CLJ02 Comdty,4/2002,24.73,CLJ02 Comdty,4/2002,23.5,CLJ02 Comdty,4/2002,24.76,CLJ02 Comdty,4/2002,25.07,CLJ02 Comdty,4/2002,26.96
19M,CLK02 Comdty,5/2002,26.29,CLK02 Comdty,5/2002,24.26,CLK02 Comdty,5/2002,24.74,CLK02 Comdty,5/2002,24.5,CLK02 Comdty,5/2002,23.33,CLK02 Comdty,5/2002,24.57,CLK02 Comdty,5/2002,24.78,CLK02 Comdty,5/2002,26.74
20M,CLM02 Comdty,6/2002,26.01,CLM02 Comdty,6/2002,24.08,CLM02 Comdty,6/2002,24.49,CLM02 Comdty,6/2002,24.27,CLM02 Comdty,6/2002,23.16,CLM02 Comdty,6/2002,24.41,CLM02 Comdty,6/2002,24.52,CLM02 Comdty,6/2002,26.54
21M,CLN02 Comdty,7/2002,25.74,CLN02 Comdty,7/2002,23.9,CLN02 Comdty,7/2002,24.27,CLN02 Comdty,7/2002,24.08,CLN02 Comdty,7/2002,23.01,CLN02 Comdty,7/2002,24.27,CLN02 Comdty,7/2002,24.3,CLN02 Comdty,7/2002,26.37
22M,CLQ02 Comdty,8/2002,25.49,CLQ02 Comdty,8/2002,23.72,CLQ02 Comdty,8/2002,24.05,CLQ02 Comdty,8/2002,23.92,CLQ02 Comdty,8/2002,22.89,CLQ02 Comdty,8/2002,24.14,CLQ02 Comdty,8/2002,24.09,CLQ02 Comdty,8/2002,26.2
23M,CLU02 Comdty,9/2002,25.24,CLU02 Comdty,9/2002,23.55,CLU02 Comdty,9/2002,23.83,CLU02 Comdty,9/2002,23.76,CLU02 Comdty,9/2002,22.78,CLU02 Comdty,9/2002,24.01,CLU02 Comdty,9/2002,23.89,CLU02 Comdty,9/2002,26.03
2Y,CLV02 Comdty,10/2002,24.99,CLV02 Comdty,10/2002,23.32,CLV02 Comdty,10/2002,23.61,CLV02 Comdty,10/2002,23.61,CLV02 Comdty,10/2002,22.67,CLV02 Comdty,10/2002,23.88,CLV02 Comdty,10/2002,23.69,CLV02 Comdty,10/2002,25.86
25M,CLX02 Comdty,11/2002,24.76,CLX02 Comdty,11/2002,23.17,CLX02 Comdty,11/2002,23.4,CLX02 Comdty,11/2002,23.47,CLX02 Comdty,11/2002,22.56,CLX02 Comdty,11/2002,23.75,CLX02 Comdty,11/2002,23.5,CLX02 Comdty,11/2002,25.69
26M,CLZ02 Comdty,12/2002,24.56,CLZ02 Comdty,12/2002,23.02,CLZ02 Comdty,12/2002,23.21,CLZ02 Comdty,12/2002,23.34,CLZ02 Comdty,12/2002,22.45,CLZ02 Comdty,12/2002,23.62,CLZ02 Comdty,12/2002,23.31,CLZ02 Comdty,12/2002,25.53
27M,CLF03 Comdty,1/2003,24.38,CLF03 Comdty,1/2003,22.88,CLF03 Comdty,1/2003,23.04,CLF03 Comdty,1/2003,23.21,CLF03 Comdty,1/2003,22.34,CLF03 Comdty,1/2003,23.49,CLF03 Comdty,1/2003,23.13,CLF03 Comdty,1/2003,25.36
28M,CLG03 Comdty,2/2003,24.2,CLG03 Comdty,2/2003,22.74,CLG03 Comdty,2/2003,22.87,CLG03 Comdty,2/2003,23.08,CLG03 Comdty,2/2003,22.24,CLG03 Comdty,2/2003,23.36,CLG03 Comdty,2/2003,22.95,CLG03 Comdty,2/2003,25.19
29M,CLH03 Comdty,3/2003,24.03,CLH03 Comdty,3/2003,22.61,CLH03 Comdty,3/2003,22.71,CLH03 Comdty,3/2003,22.96,CLH03 Comdty,3/2003,22.14,CLH03 Comdty,3/2003,23.23,CLH03 Comdty,3/2003,22.78,CLH03 Comdty,3/2003,25.02
30M,CLJ03 Comdty,4/2003,23.88,CLJ03 Comdty,4/2003,22.49,CLJ03 Comdty,4/2003,22.56,CLJ03 Comdty,4/2003,22.85,CLJ03 Comdty,4/2003,22.04,CLJ03 Comdty,4/2003,23.11,CLJ03 Comdty,4/2003,,CLJ03 Comdty,4/2003,
31M,CLK03 Comdty,5/2003,23.75,CLK03 Comdty,5/2003,22.39,CLK03 Comdty,5/2003,22.41,CLK03 Comdty,5/2003,22.75,CLK03 Comdty,5/2003,21.94,CLK03 Comdty,5/2003,22.99,CLK03 Comdty,5/2003,,,,
32M,CLM03 Comdty,6/2003,23.62,CLM03 Comdty,6/2003,22.3,CLM03 Comdty,6/2003,22.27,CLM03 Comdty,6/2003,22.65,CLM03 Comdty,6/2003,21.85,CLM03 Comdty,6/2003,22.89,CLM03 Comdty,6/2003,,CLM03 Comdty,6/2003,
33M,CLN03 Comdty,7/2003,23.49,CLN03 Comdty,7/2003,22.23,CLN03 Comdty,7/2003,22.15,CLN03 Comdty,7/2003,,CLN03 Comdty,7/2003,,,,,,,,,,
34M,CLQ03 Comdty,8/2003,23.37,CLQ03 Comdty,8/2003,22.16,CLQ03 Comdty,8/2003,22.04,CLQ03 Comdty,8/2003,,,,,,,,,,,,,
35M,CLU03 Comdty,9/2003,23.26,CLU03 Comdty,9/2003,22.1,CLU03 Comdty,9/2003,21.94,,,,,,,,,,,,,,,
3Y,CLV03 Comdty,10/2003,,CLV03 Comdty,10/2003,,,,,,,,,,,,,,,,,,,
37M,CLX03 Comdty,11/2003,,,,,,,,,,,,,,,,,,,,,,
38M,CLZ03 Comdty,12/2003,22.96,CLZ03 Comdty,12/2003,21.95,CLZ03 Comdty,12/2003,21.79,CLZ03 Comdty,12/2003,22.29,CLZ03 Comdty,12/2003,21.5,CLZ03 Comdty,12/2003,22.39,CLZ03 Comdty,12/2003,21.34,CLZ03 Comdty,12/2003,23.75
50M,CLZ04 Comdty,12/2004,22.46,CLZ04 Comdty,12/2004,21.58,CLZ04 Comdty,12/2004,21.36,CLZ04 Comdty,12/2004,22.03,CLZ04 Comdty,12/2004,21.25,CLZ04 Comdty,12/2004,21.89,CLZ04 Comdty,12/2004,20.43,CLZ04 Comdty,12/2004,22.9
62M,CLZ05 Comdty,12/2005,22.13,CLZ05 Comdty,12/2005,21.27,CLZ05 Comdty,12/2005,20.99,CLZ05 Comdty,12/2005,21.79,CLZ05 Comdty,12/2005,21,CLZ05 Comdty,12/2005,21.39,CLZ05 Comdty,12/2005,19.68,CLZ05 Comdty,12/2005,22.22
74M,CLZ06 Comdty,12/2006,21.83,CLZ06 Comdty,12/2006,20.97,CLZ06 Comdty,12/2006,20.69,CLZ06 Comdty,12/2006,21.59,CLZ06 Comdty,12/2006,20.75,CLZ06 Comdty,12/2006,20.89,CLZ06 Comdty,12/2006,19.08,CLZ06 Comdty,12/2006,21.69
86M,CLZ07 Comdty,12/2007,21.83,CLZ07 Comdty,12/2007,20.97,CLZ07 Comdty,12/2007,20.69,CLZ07 Comdty,12/2007,21.49,CLZ07 Comdty,12/2007,20.75,CLZ07 Comdty,12/2007,20.89,,,,,,
