Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
44M,CLN14 Comdty,7/2014,100.28,CLN14 Comdty,7/2014,106.98,CLN14 Comdty,7/2014,102.14,CLN14 Comdty,7/2014,100.29,CLN14 Comdty,7/2014,98.72,CLN14 Comdty,7/2014,92.23,CLN14 Comdty,7/2014,89.69,CLN14 Comdty,7/2014,88.72
45M,CLQ4 Comdty,8/2014,100.19,CLQ4 Comdty,8/2014,106.83,CLQ4 Comdty,8/2014,102.02,CLQ4 Comdty,8/2014,100.29,CLQ4 Comdty,8/2014,98.68,CLQ4 Comdty,8/2014,92.2,CLQ4 Comdty,8/2014,89.69,CLQ4 Comdty,8/2014,88.75
46M,CLU4 Comdty,9/2014,100.1,CLU4 Comdty,9/2014,106.7,CLU4 Comdty,9/2014,101.91,CLU4 Comdty,9/2014,100.3,CLU4 Comdty,9/2014,98.65,CLU4 Comdty,9/2014,92.17,CLU4 Comdty,9/2014,89.7,CLU4 Comdty,9/2014,88.78
47M,CLV4 Comdty,10/2014,100.03,CLV4 Comdty,10/2014,106.58,CLV4 Comdty,10/2014,101.8,CLV4 Comdty,10/2014,100.32,CLV4 Comdty,10/2014,98.63,CLV4 Comdty,10/2014,92.15,CLV4 Comdty,10/2014,89.71,CLV4 Comdty,10/2014,88.83
4Y,CLX4 Comdty,11/2014,99.97,CLX4 Comdty,11/2014,106.48,CLX4 Comdty,11/2014,101.7,CLX4 Comdty,11/2014,100.35,CLX4 Comdty,11/2014,98.62,CLX4 Comdty,11/2014,92.13,CLX4 Comdty,11/2014,89.72,CLX4 Comdty,11/2014,88.88
49M,CLZ4 Comdty,12/2014,99.93,CLZ4 Comdty,12/2014,106.41,CLZ4 Comdty,12/2014,101.64,CLZ4 Comdty,12/2014,100.39,CLZ4 Comdty,12/2014,98.62,CLZ4 Comdty,12/2014,92.13,CLZ4 Comdty,12/2014,89.74,CLZ4 Comdty,12/2014,88.94
50M,CLF5 Comdty,1/2015,99.85,CLF5 Comdty,1/2015,106.31,CLF5 Comdty,1/2015,101.57,CLF5 Comdty,1/2015,100.42,CLF5 Comdty,1/2015,98.61,CLF5 Comdty,1/2015,92.14,CLF5 Comdty,1/2015,89.73,CLF5 Comdty,1/2015,88.99
51M,CLG5 Comdty,2/2015,99.78,CLG5 Comdty,2/2015,106.22,CLG5 Comdty,2/2015,101.51,CLG5 Comdty,2/2015,100.46,CLG5 Comdty,2/2015,98.6,CLG5 Comdty,2/2015,92.15,CLG5 Comdty,2/2015,89.73,CLG5 Comdty,2/2015,89.04
52M,CLH5 Comdty,3/2015,99.72,CLH5 Comdty,3/2015,106.15,CLH5 Comdty,3/2015,101.47,CLH5 Comdty,3/2015,100.51,CLH5 Comdty,3/2015,98.6,CLH5 Comdty,3/2015,92.17,CLH5 Comdty,3/2015,89.73,CLH5 Comdty,3/2015,89.09
53M,CLJ5 Comdty,4/2015,99.68,CLJ5 Comdty,4/2015,106.09,CLJ5 Comdty,4/2015,101.44,CLJ5 Comdty,4/2015,100.56,CLJ5 Comdty,4/2015,98.6,CLJ5 Comdty,4/2015,92.2,CLJ5 Comdty,4/2015,89.74,CLJ5 Comdty,4/2015,89.15
54M,CLK5 Comdty,5/2015,99.65,CLK5 Comdty,5/2015,106.04,CLK5 Comdty,5/2015,101.42,CLK5 Comdty,5/2015,100.61,CLK5 Comdty,5/2015,98.61,CLK5 Comdty,5/2015,92.23,CLK5 Comdty,5/2015,89.76,CLK5 Comdty,5/2015,89.21
55M,CLM5 Comdty,6/2015,99.62,CLM5 Comdty,6/2015,106,CLM5 Comdty,6/2015,101.41,CLM5 Comdty,6/2015,100.67,CLM5 Comdty,6/2015,98.62,CLM5 Comdty,6/2015,92.26,CLM5 Comdty,6/2015,89.78,CLM5 Comdty,6/2015,89.27
56M,CLN5 Comdty,7/2015,99.59,CLN5 Comdty,7/2015,105.96,CLN5 Comdty,7/2015,101.4,CLN5 Comdty,7/2015,100.73,CLN5 Comdty,7/2015,98.63,CLN5 Comdty,7/2015,92.3,CLN5 Comdty,7/2015,89.8,CLN5 Comdty,7/2015,89.34
57M,CLQ5 Comdty,8/2015,99.57,CLQ5 Comdty,8/2015,105.93,CLQ5 Comdty,8/2015,101.39,CLQ5 Comdty,8/2015,100.79,CLQ5 Comdty,8/2015,98.64,CLQ5 Comdty,8/2015,92.34,CLQ5 Comdty,8/2015,89.83,CLQ5 Comdty,8/2015,89.41
58M,CLU5 Comdty,9/2015,99.55,CLU5 Comdty,9/2015,105.9,CLU5 Comdty,9/2015,101.38,CLU5 Comdty,9/2015,100.86,CLU5 Comdty,9/2015,98.66,CLU5 Comdty,9/2015,92.38,CLU5 Comdty,9/2015,89.86,CLU5 Comdty,9/2015,89.48
59M,CLV5 Comdty,10/2015,99.54,CLV5 Comdty,10/2015,105.88,CLV5 Comdty,10/2015,101.38,CLV5 Comdty,10/2015,100.93,CLV5 Comdty,10/2015,98.68,CLV5 Comdty,10/2015,92.43,CLV5 Comdty,10/2015,89.89,CLV5 Comdty,10/2015,89.55
5Y,CLX5 Comdty,11/2015,99.54,CLX5 Comdty,11/2015,105.87,CLX5 Comdty,11/2015,101.38,CLX5 Comdty,11/2015,101.01,CLX5 Comdty,11/2015,98.7,CLX5 Comdty,11/2015,92.48,CLX5 Comdty,11/2015,89.93,CLX5 Comdty,11/2015,89.63
61M,CLZ5 Comdty,12/2015,99.56,CLZ5 Comdty,12/2015,105.86,CLZ5 Comdty,12/2015,101.39,CLZ5 Comdty,12/2015,101.09,CLZ5 Comdty,12/2015,98.72,CLZ5 Comdty,12/2015,92.53,CLZ5 Comdty,12/2015,89.97,CLZ5 Comdty,12/2015,89.71
62M,CLF6 Comdty,1/2016,99.57,CLF6 Comdty,1/2016,105.82,CLF6 Comdty,1/2016,101.39,CLF6 Comdty,1/2016,101.15,CLF6 Comdty,1/2016,98.73,CLF6 Comdty,1/2016,92.57,CLF6 Comdty,1/2016,89.99,,,
63M,CLG6 Comdty,2/2016,99.58,CLG6 Comdty,2/2016,105.8,CLG6 Comdty,2/2016,101.4,CLG6 Comdty,2/2016,101.21,CLG6 Comdty,2/2016,98.75,CLG6 Comdty,2/2016,92.61,CLG6 Comdty,2/2016,90.02,,,
64M,CLH6 Comdty,3/2016,99.6,CLH6 Comdty,3/2016,105.78,CLH6 Comdty,3/2016,101.41,CLH6 Comdty,3/2016,101.28,CLH6 Comdty,3/2016,98.77,CLH6 Comdty,3/2016,92.65,CLH6 Comdty,3/2016,90.05,,,
65M,CLJ6 Comdty,4/2016,99.62,CLJ6 Comdty,4/2016,105.77,CLJ6 Comdty,4/2016,101.43,CLJ6 Comdty,4/2016,101.35,CLJ6 Comdty,4/2016,98.8,CLJ6 Comdty,4/2016,92.69,CLJ6 Comdty,4/2016,90.08,,,
66M,CLK6 Comdty,5/2016,99.65,CLK6 Comdty,5/2016,105.77,CLK6 Comdty,5/2016,101.45,CLK6 Comdty,5/2016,101.42,CLK6 Comdty,5/2016,98.83,CLK6 Comdty,5/2016,92.73,CLK6 Comdty,5/2016,90.11,,,
67M,CLM6 Comdty,6/2016,99.68,CLM6 Comdty,6/2016,105.77,CLM6 Comdty,6/2016,101.47,CLM6 Comdty,6/2016,101.49,CLM6 Comdty,6/2016,98.86,CLM6 Comdty,6/2016,92.77,CLM6 Comdty,6/2016,90.14,CLM6 Comdty,6/2016,90.23
68M,CLN6 Comdty,7/2016,99.71,CLN6 Comdty,7/2016,105.77,CLN6 Comdty,7/2016,101.49,CLN6 Comdty,7/2016,101.56,CLN6 Comdty,7/2016,98.89,CLN6 Comdty,7/2016,92.81,CLN6 Comdty,7/2016,90.17,,,
69M,CLQ6 Comdty,8/2016,99.74,CLQ6 Comdty,8/2016,105.77,CLQ6 Comdty,8/2016,101.52,CLQ6 Comdty,8/2016,101.63,CLQ6 Comdty,8/2016,98.93,CLQ6 Comdty,8/2016,92.86,CLQ6 Comdty,8/2016,90.2,,,
70M,CLU6 Comdty,9/2016,99.77,CLU6 Comdty,9/2016,105.77,CLU6 Comdty,9/2016,101.55,CLU6 Comdty,9/2016,101.71,CLU6 Comdty,9/2016,98.97,CLU6 Comdty,9/2016,92.91,CLU6 Comdty,9/2016,90.23,,,
71M,CLV6 Comdty,10/2016,99.8,CLV6 Comdty,10/2016,105.77,CLV6 Comdty,10/2016,101.58,CLV6 Comdty,10/2016,101.79,CLV6 Comdty,10/2016,99.01,CLV6 Comdty,10/2016,92.96,CLV6 Comdty,10/2016,90.27,,,
6Y,CLX6 Comdty,11/2016,99.83,CLX6 Comdty,11/2016,105.77,CLX6 Comdty,11/2016,101.61,CLX6 Comdty,11/2016,101.87,CLX6 Comdty,11/2016,99.05,CLX6 Comdty,11/2016,93.01,CLX6 Comdty,11/2016,90.31,,,
73M,CLZ6 Comdty,12/2016,99.86,CLZ6 Comdty,12/2016,105.78,CLZ6 Comdty,12/2016,101.64,CLZ6 Comdty,12/2016,101.95,CLZ6 Comdty,12/2016,99.09,CLZ6 Comdty,12/2016,93.07,CLZ6 Comdty,12/2016,90.35,CLZ6 Comdty,12/2016,90.76
79M,CLM7 Comdty,6/2017,100.16,CLM7 Comdty,6/2017,105.96,CLM7 Comdty,6/2017,101.85,CLM7 Comdty,6/2017,102.43,CLM7 Comdty,6/2017,99.36,CLM7 Comdty,6/2017,93.35,CLM7 Comdty,6/2017,90.57,CLM7 Comdty,6/2017,91.31
85M,CLZ7 Comdty,12/2017,100.46,CLZ7 Comdty,12/2017,106.14,CLZ7 Comdty,12/2017,102.07,CLZ7 Comdty,12/2017,102.91,CLZ7 Comdty,12/2017,99.64,CLZ7 Comdty,12/2017,93.63,CLZ7 Comdty,12/2017,90.8,CLZ7 Comdty,12/2017,91.86
91M,CLM8 Comdty,6/2018,100.78,CLM8 Comdty,6/2018,106.37,CLM8 Comdty,6/2018,102.32,CLM8 Comdty,6/2018,103.41,CLM8 Comdty,6/2018,99.98,CLM8 Comdty,6/2018,93.93,CLM8 Comdty,6/2018,91.08,CLM8 Comdty,6/2018,92.5
97M,CLZ8 Comdty,12/2018,101.1,CLZ8 Comdty,12/2018,106.6,CLZ8 Comdty,12/2018,102.57,CLZ8 Comdty,12/2018,103.91,CLZ8 Comdty,12/2018,100.33,CLZ8 Comdty,12/2018,94.23,CLZ8 Comdty,12/2018,91.36,CLZ8 Comdty,12/2018,93.14
103M,CLM9 Comdty,6/2019,101.57,CLM9 Comdty,6/2019,106.93,CLM9 Comdty,6/2019,102.94,CLM9 Comdty,6/2019,104.46,CLM9 Comdty,6/2019,100.73,CLM9 Comdty,6/2019,94.58,CLM9 Comdty,6/2019,91.86,,,
109M,CLZ9 Comdty,12/2019,102.04,CLZ9 Comdty,12/2019,107.26,CLZ9 Comdty,12/2019,103.32,CLZ9 Comdty,12/2019,105.01,CLZ9 Comdty,12/2019,101.13,CLZ9 Comdty,12/2019,94.93,CLZ9 Comdty,12/2019,92.36,,,
