Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
1Y,CLH5 Comdty,3/2015,88.32,CLH5 Comdty,3/2015,91.51,CLH5 Comdty,3/2015,94.5,CLH5 Comdty,3/2015,100.06,CLH5 Comdty,3/2015,95.46,CLH5 Comdty,3/2015,92.5,CLH5 Comdty,3/2015,91.53,CLH5 Comdty,3/2015,93.42
13M,CLJ5 Comdty,4/2015,87.99,CLJ5 Comdty,4/2015,91.41,CLJ5 Comdty,4/2015,94.06,CLJ5 Comdty,4/2015,99.33,CLJ5 Comdty,4/2015,94.73,CLJ5 Comdty,4/2015,91.85,CLJ5 Comdty,4/2015,90.9,CLJ5 Comdty,4/2015,92.55
14M,CLK5 Comdty,5/2015,87.73,CLK5 Comdty,5/2015,91.31,CLK5 Comdty,5/2015,93.67,CLK5 Comdty,5/2015,98.66,CLK5 Comdty,5/2015,94.1,CLK5 Comdty,5/2015,91.26,CLK5 Comdty,5/2015,90.36,CLK5 Comdty,5/2015,91.76
15M,CLM5 Comdty,6/2015,87.5,CLM5 Comdty,6/2015,91.19,CLM5 Comdty,6/2015,93.34,CLM5 Comdty,6/2015,98.06,CLM5 Comdty,6/2015,93.54,CLM5 Comdty,6/2015,90.72,CLM5 Comdty,6/2015,89.84,CLM5 Comdty,6/2015,91.08
16M,CLN5 Comdty,7/2015,87.21,CLN5 Comdty,7/2015,90.98,CLN5 Comdty,7/2015,92.93,CLN5 Comdty,7/2015,97.37,CLN5 Comdty,7/2015,92.9,CLN5 Comdty,7/2015,90.08,CLN5 Comdty,7/2015,89.22,CLN5 Comdty,7/2015,90.31
17M,CLQ5 Comdty,8/2015,86.99,CLQ5 Comdty,8/2015,90.76,CLQ5 Comdty,8/2015,92.58,CLQ5 Comdty,8/2015,96.78,CLQ5 Comdty,8/2015,92.31,CLQ5 Comdty,8/2015,89.47,CLQ5 Comdty,8/2015,88.65,CLQ5 Comdty,8/2015,89.66
18M,CLU5 Comdty,9/2015,86.86,CLU5 Comdty,9/2015,90.56,CLU5 Comdty,9/2015,92.3,CLU5 Comdty,9/2015,96.28,CLU5 Comdty,9/2015,91.82,CLU5 Comdty,9/2015,88.96,CLU5 Comdty,9/2015,88.17,CLU5 Comdty,9/2015,89.12
19M,CLV5 Comdty,10/2015,86.79,CLV5 Comdty,10/2015,90.39,CLV5 Comdty,10/2015,92.04,CLV5 Comdty,10/2015,95.83,CLV5 Comdty,10/2015,91.37,CLV5 Comdty,10/2015,88.48,CLV5 Comdty,10/2015,87.72,CLV5 Comdty,10/2015,88.62
20M,CLX5 Comdty,11/2015,86.76,CLX5 Comdty,11/2015,90.24,CLX5 Comdty,11/2015,91.83,CLX5 Comdty,11/2015,95.47,CLX5 Comdty,11/2015,91,CLX5 Comdty,11/2015,88.11,CLX5 Comdty,11/2015,87.35,CLX5 Comdty,11/2015,88.2
21M,CLZ5 Comdty,12/2015,86.73,CLZ5 Comdty,12/2015,90.1,CLZ5 Comdty,12/2015,91.63,CLZ5 Comdty,12/2015,95.12,CLZ5 Comdty,12/2015,90.65,CLZ5 Comdty,12/2015,87.78,CLZ5 Comdty,12/2015,87.01,CLZ5 Comdty,12/2015,87.81
22M,CLF6 Comdty,1/2016,86.58,CLF6 Comdty,1/2016,89.83,CLF6 Comdty,1/2016,91.28,CLF6 Comdty,1/2016,94.58,CLF6 Comdty,1/2016,90.13,CLF6 Comdty,1/2016,87.3,CLF6 Comdty,1/2016,86.5,CLF6 Comdty,1/2016,87.25
23M,CLG6 Comdty,2/2016,86.43,CLG6 Comdty,2/2016,89.56,CLG6 Comdty,2/2016,90.96,CLG6 Comdty,2/2016,94.07,CLG6 Comdty,2/2016,89.63,CLG6 Comdty,2/2016,86.82,CLG6 Comdty,2/2016,86.02,CLG6 Comdty,2/2016,86.73
2Y,CLH6 Comdty,3/2016,86.29,CLH6 Comdty,3/2016,89.3,CLH6 Comdty,3/2016,90.68,CLH6 Comdty,3/2016,93.59,CLH6 Comdty,3/2016,89.17,CLH6 Comdty,3/2016,86.37,CLH6 Comdty,3/2016,85.57,CLH6 Comdty,3/2016,86.23
25M,CLJ6 Comdty,4/2016,86.14,CLJ6 Comdty,4/2016,89.06,CLJ6 Comdty,4/2016,90.44,CLJ6 Comdty,4/2016,93.14,CLJ6 Comdty,4/2016,88.74,CLJ6 Comdty,4/2016,85.99,CLJ6 Comdty,4/2016,85.18,CLJ6 Comdty,4/2016,85.77
26M,CLK6 Comdty,5/2016,86.03,CLK6 Comdty,5/2016,88.87,CLK6 Comdty,5/2016,90.25,CLK6 Comdty,5/2016,92.78,CLK6 Comdty,5/2016,88.41,CLK6 Comdty,5/2016,85.72,CLK6 Comdty,5/2016,84.88,CLK6 Comdty,5/2016,85.38
27M,CLM6 Comdty,6/2016,85.97,CLM6 Comdty,6/2016,88.74,CLM6 Comdty,6/2016,90.13,CLM6 Comdty,6/2016,92.48,CLM6 Comdty,6/2016,88.14,CLM6 Comdty,6/2016,85.49,CLM6 Comdty,6/2016,84.64,CLM6 Comdty,6/2016,85.03
28M,CLN6 Comdty,7/2016,85.79,CLN6 Comdty,7/2016,88.49,CLN6 Comdty,7/2016,89.88,CLN6 Comdty,7/2016,92.09,CLN6 Comdty,7/2016,87.78,CLN6 Comdty,7/2016,85.14,CLN6 Comdty,7/2016,84.28,CLN6 Comdty,7/2016,84.61
29M,CLQ6 Comdty,8/2016,85.65,CLQ6 Comdty,8/2016,88.32,CLQ6 Comdty,8/2016,89.7,CLQ6 Comdty,8/2016,91.83,CLQ6 Comdty,8/2016,87.48,CLQ6 Comdty,8/2016,84.84,CLQ6 Comdty,8/2016,83.96,CLQ6 Comdty,8/2016,84.23
30M,CLU6 Comdty,9/2016,85.55,CLU6 Comdty,9/2016,88.22,CLU6 Comdty,9/2016,89.57,CLU6 Comdty,9/2016,91.62,CLU6 Comdty,9/2016,87.22,CLU6 Comdty,9/2016,84.59,CLU6 Comdty,9/2016,83.69,CLU6 Comdty,9/2016,83.89
31M,CLV6 Comdty,10/2016,85.48,CLV6 Comdty,10/2016,88.15,CLV6 Comdty,10/2016,89.48,CLV6 Comdty,10/2016,91.45,CLV6 Comdty,10/2016,87,CLV6 Comdty,10/2016,84.39,CLV6 Comdty,10/2016,83.48,CLV6 Comdty,10/2016,83.6
32M,CLX6 Comdty,11/2016,85.45,CLX6 Comdty,11/2016,88.11,CLX6 Comdty,11/2016,89.42,CLX6 Comdty,11/2016,91.32,CLX6 Comdty,11/2016,86.85,CLX6 Comdty,11/2016,84.25,CLX6 Comdty,11/2016,83.3,CLX6 Comdty,11/2016,83.37
33M,CLZ6 Comdty,12/2016,85.45,CLZ6 Comdty,12/2016,88.1,CLZ6 Comdty,12/2016,89.38,CLZ6 Comdty,12/2016,91.22,CLZ6 Comdty,12/2016,86.73,CLZ6 Comdty,12/2016,84.15,CLZ6 Comdty,12/2016,83.16,CLZ6 Comdty,12/2016,83.18
34M,CLF7 Comdty,1/2017,85.25,CLF7 Comdty,1/2017,87.87,CLF7 Comdty,1/2017,89.15,CLF7 Comdty,1/2017,90.95,CLF7 Comdty,1/2017,86.47,CLF7 Comdty,1/2017,83.91,CLF7 Comdty,1/2017,82.9,CLF7 Comdty,1/2017,82.9
35M,CLG7 Comdty,2/2017,85.08,CLG7 Comdty,2/2017,87.67,CLG7 Comdty,2/2017,88.94,CLG7 Comdty,2/2017,90.7,CLG7 Comdty,2/2017,86.22,CLG7 Comdty,2/2017,83.68,CLG7 Comdty,2/2017,82.66,CLG7 Comdty,2/2017,82.63
3Y,CLH7 Comdty,3/2017,84.95,CLH7 Comdty,3/2017,87.49,CLH7 Comdty,3/2017,88.75,CLH7 Comdty,3/2017,90.46,CLH7 Comdty,3/2017,85.98,CLH7 Comdty,3/2017,83.46,CLH7 Comdty,3/2017,82.43,CLH7 Comdty,3/2017,82.37
37M,CLJ7 Comdty,4/2017,84.85,CLJ7 Comdty,4/2017,87.36,CLJ7 Comdty,4/2017,88.59,CLJ7 Comdty,4/2017,90.27,CLJ7 Comdty,4/2017,85.76,CLJ7 Comdty,4/2017,83.26,CLJ7 Comdty,4/2017,82.2,CLJ7 Comdty,4/2017,82.12
38M,CLK7 Comdty,5/2017,84.78,CLK7 Comdty,5/2017,87.28,CLK7 Comdty,5/2017,88.48,CLK7 Comdty,5/2017,90.11,CLK7 Comdty,5/2017,85.56,CLK7 Comdty,5/2017,83.07,CLK7 Comdty,5/2017,81.99,CLK7 Comdty,5/2017,81.88
39M,CLM7 Comdty,6/2017,84.76,CLM7 Comdty,6/2017,87.23,CLM7 Comdty,6/2017,88.41,CLM7 Comdty,6/2017,89.99,CLM7 Comdty,6/2017,85.39,CLM7 Comdty,6/2017,82.9,CLM7 Comdty,6/2017,81.8,CLM7 Comdty,6/2017,81.65
40M,CLN7 Comdty,7/2017,84.63,CLN7 Comdty,7/2017,87.09,CLN7 Comdty,7/2017,88.27,CLN7 Comdty,7/2017,89.82,CLN7 Comdty,7/2017,85.19,CLN7 Comdty,7/2017,82.71,CLN7 Comdty,7/2017,81.6,CLN7 Comdty,7/2017,81.4
41M,CLQ7 Comdty,8/2017,84.58,CLQ7 Comdty,8/2017,87.02,CLQ7 Comdty,8/2017,88.19,CLQ7 Comdty,8/2017,89.68,CLQ7 Comdty,8/2017,85.04,CLQ7 Comdty,8/2017,82.58,CLQ7 Comdty,8/2017,81.44,CLQ7 Comdty,8/2017,81.19
42M,CLU7 Comdty,9/2017,84.59,CLU7 Comdty,9/2017,87.01,CLU7 Comdty,9/2017,88.16,CLU7 Comdty,9/2017,89.59,CLU7 Comdty,9/2017,84.92,CLU7 Comdty,9/2017,82.48,CLU7 Comdty,9/2017,81.31,CLU7 Comdty,9/2017,81.01
43M,CLV7 Comdty,10/2017,84.63,CLV7 Comdty,10/2017,87.03,CLV7 Comdty,10/2017,88.17,CLV7 Comdty,10/2017,89.54,CLV7 Comdty,10/2017,84.84,CLV7 Comdty,10/2017,82.42,CLV7 Comdty,10/2017,81.22,CLV7 Comdty,10/2017,80.87
44M,CLX7 Comdty,11/2017,84.71,CLX7 Comdty,11/2017,87.07,CLX7 Comdty,11/2017,88.2,CLX7 Comdty,11/2017,89.52,CLX7 Comdty,11/2017,84.79,CLX7 Comdty,11/2017,82.39,CLX7 Comdty,11/2017,81.15,CLX7 Comdty,11/2017,80.76
45M,CLZ7 Comdty,12/2017,84.81,CLZ7 Comdty,12/2017,87.14,CLZ7 Comdty,12/2017,88.25,CLZ7 Comdty,12/2017,89.52,CLZ7 Comdty,12/2017,84.78,CLZ7 Comdty,12/2017,82.38,CLZ7 Comdty,12/2017,81.11,CLZ7 Comdty,12/2017,80.68
46M,CLF8 Comdty,1/2018,84.73,CLF8 Comdty,1/2018,87.04,CLF8 Comdty,1/2018,88.14,CLF8 Comdty,1/2018,89.43,CLF8 Comdty,1/2018,84.63,CLF8 Comdty,1/2018,82.26,CLF8 Comdty,1/2018,80.97,CLF8 Comdty,1/2018,80.51
47M,CLG8 Comdty,2/2018,84.66,CLG8 Comdty,2/2018,86.96,CLG8 Comdty,2/2018,88.03,CLG8 Comdty,2/2018,89.34,CLG8 Comdty,2/2018,84.49,CLG8 Comdty,2/2018,82.15,CLG8 Comdty,2/2018,80.83,CLG8 Comdty,2/2018,80.35
4Y,CLH8 Comdty,3/2018,84.6,CLH8 Comdty,3/2018,86.88,CLH8 Comdty,3/2018,87.93,CLH8 Comdty,3/2018,89.26,CLH8 Comdty,3/2018,84.36,CLH8 Comdty,3/2018,82.05,CLH8 Comdty,3/2018,80.7,CLH8 Comdty,3/2018,80.2
49M,CLJ8 Comdty,4/2018,84.54,CLJ8 Comdty,4/2018,86.81,CLJ8 Comdty,4/2018,87.84,CLJ8 Comdty,4/2018,89.18,CLJ8 Comdty,4/2018,84.24,CLJ8 Comdty,4/2018,81.95,CLJ8 Comdty,4/2018,80.57,CLJ8 Comdty,4/2018,80.06
50M,CLK8 Comdty,5/2018,84.49,CLK8 Comdty,5/2018,86.75,CLK8 Comdty,5/2018,87.76,CLK8 Comdty,5/2018,89.11,CLK8 Comdty,5/2018,84.13,CLK8 Comdty,5/2018,81.86,CLK8 Comdty,5/2018,80.45,CLK8 Comdty,5/2018,79.93
51M,CLM8 Comdty,6/2018,84.46,CLM8 Comdty,6/2018,86.7,CLM8 Comdty,6/2018,87.68,CLM8 Comdty,6/2018,89.05,CLM8 Comdty,6/2018,84.03,CLM8 Comdty,6/2018,81.77,CLM8 Comdty,6/2018,80.34,CLM8 Comdty,6/2018,79.8
52M,CLN8 Comdty,7/2018,84.43,CLN8 Comdty,7/2018,86.63,CLN8 Comdty,7/2018,87.57,CLN8 Comdty,7/2018,88.96,CLN8 Comdty,7/2018,83.9,CLN8 Comdty,7/2018,81.65,CLN8 Comdty,7/2018,80.2,CLN8 Comdty,7/2018,79.64
53M,CLQ8 Comdty,8/2018,84.42,CLQ8 Comdty,8/2018,86.58,CLQ8 Comdty,8/2018,87.49,CLQ8 Comdty,8/2018,88.9,CLQ8 Comdty,8/2018,83.79,CLQ8 Comdty,8/2018,81.55,CLQ8 Comdty,8/2018,80.09,CLQ8 Comdty,8/2018,79.5
54M,CLU8 Comdty,9/2018,84.43,CLU8 Comdty,9/2018,86.56,CLU8 Comdty,9/2018,87.44,CLU8 Comdty,9/2018,88.85,CLU8 Comdty,9/2018,83.69,CLU8 Comdty,9/2018,81.46,CLU8 Comdty,9/2018,79.98,CLU8 Comdty,9/2018,79.37
55M,CLV8 Comdty,10/2018,84.47,CLV8 Comdty,10/2018,86.55,CLV8 Comdty,10/2018,87.41,CLV8 Comdty,10/2018,88.81,CLV8 Comdty,10/2018,83.6,CLV8 Comdty,10/2018,81.39,CLV8 Comdty,10/2018,79.88,CLV8 Comdty,10/2018,79.25
56M,CLX8 Comdty,11/2018,84.52,CLX8 Comdty,11/2018,86.56,CLX8 Comdty,11/2018,87.4,CLX8 Comdty,11/2018,88.78,CLX8 Comdty,11/2018,83.52,CLX8 Comdty,11/2018,81.34,CLX8 Comdty,11/2018,79.78,CLX8 Comdty,11/2018,79.14
57M,CLZ8 Comdty,12/2018,84.59,CLZ8 Comdty,12/2018,86.59,CLZ8 Comdty,12/2018,87.4,CLZ8 Comdty,12/2018,88.77,CLZ8 Comdty,12/2018,83.45,CLZ8 Comdty,12/2018,81.29,CLZ8 Comdty,12/2018,79.7,CLZ8 Comdty,12/2018,79.05
58M,CLF9 Comdty,1/2019,84.56,CLF9 Comdty,1/2019,86.52,CLF9 Comdty,1/2019,87.31,CLF9 Comdty,1/2019,88.71,CLF9 Comdty,1/2019,83.35,CLF9 Comdty,1/2019,81.21,CLF9 Comdty,1/2019,79.6,CLF9 Comdty,1/2019,78.95
59M,CLG9 Comdty,2/2019,84.53,CLG9 Comdty,2/2019,86.46,CLG9 Comdty,2/2019,87.23,CLG9 Comdty,2/2019,88.66,CLG9 Comdty,2/2019,83.26,CLG9 Comdty,2/2019,81.14,CLG9 Comdty,2/2019,79.5,CLG9 Comdty,2/2019,78.85
5Y,CLH9 Comdty,3/2019,84.51,CLH9 Comdty,3/2019,86.41,CLH9 Comdty,3/2019,87.16,CLH9 Comdty,3/2019,88.62,CLH9 Comdty,3/2019,83.18,CLH9 Comdty,3/2019,81.08,CLH9 Comdty,3/2019,79.42,CLH9 Comdty,3/2019,78.76
61M,CLJ9 Comdty,4/2019,84.51,CLJ9 Comdty,4/2019,86.37,CLJ9 Comdty,4/2019,87.1,CLJ9 Comdty,4/2019,88.59,CLJ9 Comdty,4/2019,83.1,CLJ9 Comdty,4/2019,81.03,CLJ9 Comdty,4/2019,79.34,CLJ9 Comdty,4/2019,78.67
62M,CLK9 Comdty,5/2019,84.51,CLK9 Comdty,5/2019,86.34,CLK9 Comdty,5/2019,87.05,CLK9 Comdty,5/2019,88.57,CLK9 Comdty,5/2019,83.04,CLK9 Comdty,5/2019,80.99,CLK9 Comdty,5/2019,79.27,CLK9 Comdty,5/2019,78.59
63M,CLM9 Comdty,6/2019,84.53,CLM9 Comdty,6/2019,86.33,CLM9 Comdty,6/2019,87,CLM9 Comdty,6/2019,88.55,CLM9 Comdty,6/2019,82.98,CLM9 Comdty,6/2019,80.95,CLM9 Comdty,6/2019,79.21,CLM9 Comdty,6/2019,78.51
64M,CLN9 Comdty,7/2019,84.53,CLN9 Comdty,7/2019,86.29,CLN9 Comdty,7/2019,86.93,CLN9 Comdty,7/2019,88.51,CLN9 Comdty,7/2019,82.9,CLN9 Comdty,7/2019,80.89,CLN9 Comdty,7/2019,79.13,CLN9 Comdty,7/2019,78.41
65M,CLQ9 Comdty,8/2019,84.55,CLQ9 Comdty,8/2019,86.27,CLQ9 Comdty,8/2019,86.88,CLQ9 Comdty,8/2019,88.49,CLQ9 Comdty,8/2019,82.83,CLQ9 Comdty,8/2019,80.84,CLQ9 Comdty,8/2019,79.05,CLQ9 Comdty,8/2019,78.32
66M,CLU9 Comdty,9/2019,84.59,CLU9 Comdty,9/2019,86.26,CLU9 Comdty,9/2019,86.85,CLU9 Comdty,9/2019,88.48,CLU9 Comdty,9/2019,82.77,CLU9 Comdty,9/2019,80.8,CLU9 Comdty,9/2019,78.98,CLU9 Comdty,9/2019,78.24
67M,CLV9 Comdty,10/2019,84.64,CLV9 Comdty,10/2019,86.26,CLV9 Comdty,10/2019,86.83,CLV9 Comdty,10/2019,88.47,CLV9 Comdty,10/2019,82.71,CLV9 Comdty,10/2019,80.76,CLV9 Comdty,10/2019,78.91,CLV9 Comdty,10/2019,78.16
68M,CLX9 Comdty,11/2019,84.7,CLX9 Comdty,11/2019,86.26,CLX9 Comdty,11/2019,86.81,CLX9 Comdty,11/2019,88.47,CLX9 Comdty,11/2019,82.66,CLX9 Comdty,11/2019,80.73,CLX9 Comdty,11/2019,78.85,CLX9 Comdty,11/2019,78.09
69M,CLZ9 Comdty,12/2019,84.78,CLZ9 Comdty,12/2019,86.28,CLZ9 Comdty,12/2019,86.8,CLZ9 Comdty,12/2019,88.47,CLZ9 Comdty,12/2019,82.62,CLZ9 Comdty,12/2019,80.71,CLZ9 Comdty,12/2019,78.8,CLZ9 Comdty,12/2019,78.02
75M,CLM0 Comdty,6/2020,84.92,CLM0 Comdty,6/2020,86.19,CLM0 Comdty,6/2020,86.65,CLM0 Comdty,6/2020,88.39,CLM0 Comdty,6/2020,82.49,CLM0 Comdty,6/2020,80.6,CLM0 Comdty,6/2020,78.65,CLM0 Comdty,6/2020,77.87
81M,CLZ0 Comdty,12/2020,85.07,CLZ0 Comdty,12/2020,86.11,CLZ0 Comdty,12/2020,86.5,CLZ0 Comdty,12/2020,88.32,CLZ0 Comdty,12/2020,82.37,CLZ0 Comdty,12/2020,80.48,CLZ0 Comdty,12/2020,78.5,CLZ0 Comdty,12/2020,77.72
87M,CLM1 Comdty,6/2021,85.17,CLM1 Comdty,6/2021,86.06,CLM1 Comdty,6/2021,86.45,CLM1 Comdty,6/2021,88.27,CLM1 Comdty,6/2021,82.36,CLM1 Comdty,6/2021,80.38,CLM1 Comdty,6/2021,78.38,CLM1 Comdty,6/2021,77.6
93M,CLZ1 Comdty,12/2021,85.27,CLZ1 Comdty,12/2021,86.01,CLZ1 Comdty,12/2021,86.4,CLZ1 Comdty,12/2021,88.22,CLZ1 Comdty,12/2021,82.35,CLZ1 Comdty,12/2021,80.28,CLZ1 Comdty,12/2021,78.26,CLZ1 Comdty,12/2021,77.48
99M,CLM2 Comdty,6/2022,85.37,CLM2 Comdty,6/2022,86.01,CLM2 Comdty,6/2022,86.4,CLM2 Comdty,6/2022,88.22,CLM2 Comdty,6/2022,82.35,CLM2 Comdty,6/2022,80.28,CLM2 Comdty,6/2022,78.26,CLM2 Comdty,6/2022,77.48
105M,CLZ2 Comdty,12/2022,85.47,CLZ2 Comdty,12/2022,86.01,CLZ2 Comdty,12/2022,86.4,CLZ2 Comdty,12/2022,88.22,CLZ2 Comdty,12/2022,82.35,CLZ2 Comdty,12/2022,80.28,CLZ2 Comdty,12/2022,78.26,CLZ2 Comdty,12/2022,77.48
