Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
10M,CLU13 Comdty,9/2013,93.73,CLU13 Comdty,9/2013,90.98,CLU13 Comdty,9/2013,97.41,CLU13 Comdty,9/2013,92.02,CLU13 Comdty,9/2013,99.1,CLU13 Comdty,9/2013,94.69,CLU13 Comdty,9/2013,92.14,CLU13 Comdty,9/2013,90.31
11M,CLV13 Comdty,10/2013,93.55,CLV13 Comdty,10/2013,90.62,CLV13 Comdty,10/2013,97.04,CLV13 Comdty,10/2013,91.89,CLV13 Comdty,10/2013,98.79,CLV13 Comdty,10/2013,94.51,CLV13 Comdty,10/2013,92.17,CLV13 Comdty,10/2013,90.33
1Y,CLX13 Comdty,11/2013,93.2,CLX13 Comdty,11/2013,90.22,CLX13 Comdty,11/2013,96.6,CLX13 Comdty,11/2013,91.68,CLX13 Comdty,11/2013,98.41,CLX13 Comdty,11/2013,94.33,CLX13 Comdty,11/2013,92.21,CLX13 Comdty,11/2013,90.34
13M,CLZ13 Comdty,12/2013,92.76,CLZ13 Comdty,12/2013,89.81,CLZ13 Comdty,12/2013,96.15,CLZ13 Comdty,12/2013,91.43,CLZ13 Comdty,12/2013,97.99,CLZ13 Comdty,12/2013,94.17,CLZ13 Comdty,12/2013,92.21,CLZ13 Comdty,12/2013,90.32
14M,CLF14 Comdty,1/2014,92.3,CLF14 Comdty,1/2014,89.39,CLF14 Comdty,1/2014,95.68,CLF14 Comdty,1/2014,91.14,CLF14 Comdty,1/2014,97.49,CLF14 Comdty,1/2014,93.94,CLF14 Comdty,1/2014,92.09,CLF14 Comdty,1/2014,90.18
15M,CLG14 Comdty,2/2014,91.87,CLG14 Comdty,2/2014,89.01,CLG14 Comdty,2/2014,95.26,CLG14 Comdty,2/2014,90.86,CLG14 Comdty,2/2014,96.97,CLG14 Comdty,2/2014,93.72,CLG14 Comdty,2/2014,91.95,CLG14 Comdty,2/2014,90.02
16M,CLH14 Comdty,3/2014,91.48,CLH14 Comdty,3/2014,88.67,CLH14 Comdty,3/2014,94.86,CLH14 Comdty,3/2014,90.6,CLH14 Comdty,3/2014,96.48,CLH14 Comdty,3/2014,93.52,CLH14 Comdty,3/2014,91.81,CLH14 Comdty,3/2014,89.86
17M,CLJ14 Comdty,4/2014,91.11,CLJ14 Comdty,4/2014,88.35,CLJ14 Comdty,4/2014,94.45,CLJ14 Comdty,4/2014,90.34,CLJ14 Comdty,4/2014,96.02,CLJ14 Comdty,4/2014,93.33,CLJ14 Comdty,4/2014,91.68,CLJ14 Comdty,4/2014,89.72
18M,CLK14 Comdty,5/2014,90.8,CLK14 Comdty,5/2014,88.07,CLK14 Comdty,5/2014,94.06,CLK14 Comdty,5/2014,90.1,CLK14 Comdty,5/2014,95.58,CLK14 Comdty,5/2014,93.17,CLK14 Comdty,5/2014,91.56,CLK14 Comdty,5/2014,89.58
19M,CLM14 Comdty,6/2014,90.56,CLM14 Comdty,6/2014,87.84,CLM14 Comdty,6/2014,93.72,CLM14 Comdty,6/2014,89.88,CLM14 Comdty,6/2014,95.17,CLM14 Comdty,6/2014,93,CLM14 Comdty,6/2014,91.44,CLM14 Comdty,6/2014,89.46
20M,CLN14 Comdty,7/2014,90.29,CLN14 Comdty,7/2014,87.56,CLN14 Comdty,7/2014,93.35,CLN14 Comdty,7/2014,89.6,CLN14 Comdty,7/2014,94.7,CLN14 Comdty,7/2014,92.75,CLN14 Comdty,7/2014,91.27,CLN14 Comdty,7/2014,89.28
21M,CLQ4 Comdty,8/2014,89.99,CLQ4 Comdty,8/2014,87.3,CLQ4 Comdty,8/2014,93,CLQ4 Comdty,8/2014,89.35,CLQ4 Comdty,8/2014,94.27,CLQ4 Comdty,8/2014,92.52,CLQ4 Comdty,8/2014,91.11,CLQ4 Comdty,8/2014,89.13
22M,CLU4 Comdty,9/2014,89.67,CLU4 Comdty,9/2014,87.05,CLU4 Comdty,9/2014,92.68,CLU4 Comdty,9/2014,89.13,CLU4 Comdty,9/2014,93.89,CLU4 Comdty,9/2014,92.33,CLU4 Comdty,9/2014,90.98,CLU4 Comdty,9/2014,89
23M,CLV4 Comdty,10/2014,89.38,CLV4 Comdty,10/2014,86.83,CLV4 Comdty,10/2014,92.41,CLV4 Comdty,10/2014,88.95,CLV4 Comdty,10/2014,93.54,CLV4 Comdty,10/2014,92.15,CLV4 Comdty,10/2014,90.87,CLV4 Comdty,10/2014,88.9
2Y,CLX4 Comdty,11/2014,89.13,CLX4 Comdty,11/2014,86.64,CLX4 Comdty,11/2014,92.17,CLX4 Comdty,11/2014,88.8,CLX4 Comdty,11/2014,93.22,CLX4 Comdty,11/2014,92.02,CLX4 Comdty,11/2014,90.79,CLX4 Comdty,11/2014,88.83
25M,CLZ4 Comdty,12/2014,88.91,CLZ4 Comdty,12/2014,86.51,CLZ4 Comdty,12/2014,91.96,CLZ4 Comdty,12/2014,88.67,CLZ4 Comdty,12/2014,92.94,CLZ4 Comdty,12/2014,91.91,CLZ4 Comdty,12/2014,90.74,CLZ4 Comdty,12/2014,88.78
26M,CLF5 Comdty,1/2015,88.57,CLF5 Comdty,1/2015,86.24,CLF5 Comdty,1/2015,91.61,CLF5 Comdty,1/2015,88.4,CLF5 Comdty,1/2015,92.52,CLF5 Comdty,1/2015,91.62,CLF5 Comdty,1/2015,90.49,CLF5 Comdty,1/2015,88.55
27M,CLG5 Comdty,2/2015,88.26,CLG5 Comdty,2/2015,85.99,CLG5 Comdty,2/2015,91.27,CLG5 Comdty,2/2015,88.14,CLG5 Comdty,2/2015,92.11,CLG5 Comdty,2/2015,91.35,CLG5 Comdty,2/2015,90.25,CLG5 Comdty,2/2015,88.35
28M,CLH5 Comdty,3/2015,87.97,CLH5 Comdty,3/2015,85.76,CLH5 Comdty,3/2015,90.95,CLH5 Comdty,3/2015,87.91,CLH5 Comdty,3/2015,91.73,CLH5 Comdty,3/2015,91.09,CLH5 Comdty,3/2015,90.03,CLH5 Comdty,3/2015,88.15
29M,CLJ5 Comdty,4/2015,87.71,CLJ5 Comdty,4/2015,85.55,CLJ5 Comdty,4/2015,90.64,CLJ5 Comdty,4/2015,87.69,CLJ5 Comdty,4/2015,91.37,CLJ5 Comdty,4/2015,90.85,CLJ5 Comdty,4/2015,89.83,CLJ5 Comdty,4/2015,87.97
30M,CLK5 Comdty,5/2015,87.49,CLK5 Comdty,5/2015,85.36,CLK5 Comdty,5/2015,90.35,CLK5 Comdty,5/2015,87.48,CLK5 Comdty,5/2015,91.03,CLK5 Comdty,5/2015,90.63,CLK5 Comdty,5/2015,89.64,CLK5 Comdty,5/2015,87.82
31M,CLM5 Comdty,6/2015,87.31,CLM5 Comdty,6/2015,85.2,CLM5 Comdty,6/2015,90.07,CLM5 Comdty,6/2015,87.3,CLM5 Comdty,6/2015,90.71,CLM5 Comdty,6/2015,90.44,CLM5 Comdty,6/2015,89.48,CLM5 Comdty,6/2015,87.7
32M,CLN5 Comdty,7/2015,87.08,CLN5 Comdty,7/2015,85,CLN5 Comdty,7/2015,89.76,CLN5 Comdty,7/2015,87.08,CLN5 Comdty,7/2015,90.38,CLN5 Comdty,7/2015,90.21,CLN5 Comdty,7/2015,89.29,CLN5 Comdty,7/2015,87.51
33M,CLQ5 Comdty,8/2015,86.87,CLQ5 Comdty,8/2015,84.83,CLQ5 Comdty,8/2015,89.49,CLQ5 Comdty,8/2015,86.88,CLQ5 Comdty,8/2015,90.07,CLQ5 Comdty,8/2015,90.01,CLQ5 Comdty,8/2015,89.11,CLQ5 Comdty,8/2015,87.35
34M,CLU5 Comdty,9/2015,86.7,CLU5 Comdty,9/2015,84.68,CLU5 Comdty,9/2015,89.24,CLU5 Comdty,9/2015,86.69,CLU5 Comdty,9/2015,89.8,CLU5 Comdty,9/2015,89.83,CLU5 Comdty,9/2015,88.95,CLU5 Comdty,9/2015,87.22
35M,CLV5 Comdty,10/2015,86.56,CLV5 Comdty,10/2015,84.57,CLV5 Comdty,10/2015,89.02,CLV5 Comdty,10/2015,86.55,CLV5 Comdty,10/2015,89.54,CLV5 Comdty,10/2015,89.67,CLV5 Comdty,10/2015,88.81,CLV5 Comdty,10/2015,87.11
3Y,CLX5 Comdty,11/2015,86.45,CLX5 Comdty,11/2015,84.5,CLX5 Comdty,11/2015,88.85,CLX5 Comdty,11/2015,86.44,CLX5 Comdty,11/2015,89.3,CLX5 Comdty,11/2015,89.52,CLX5 Comdty,11/2015,88.69,CLX5 Comdty,11/2015,87.02
37M,CLZ5 Comdty,12/2015,86.37,CLZ5 Comdty,12/2015,84.47,CLZ5 Comdty,12/2015,88.71,CLZ5 Comdty,12/2015,86.36,CLZ5 Comdty,12/2015,89.08,CLZ5 Comdty,12/2015,89.38,CLZ5 Comdty,12/2015,88.58,CLZ5 Comdty,12/2015,86.96
38M,CLF6 Comdty,1/2016,86.17,CLF6 Comdty,1/2016,84.33,CLF6 Comdty,1/2016,88.46,CLF6 Comdty,1/2016,86.17,CLF6 Comdty,1/2016,88.8,CLF6 Comdty,1/2016,89.17,CLF6 Comdty,1/2016,88.41,CLF6 Comdty,1/2016,86.84
39M,CLG6 Comdty,2/2016,85.97,CLG6 Comdty,2/2016,84.19,CLG6 Comdty,2/2016,88.22,CLG6 Comdty,2/2016,86,CLG6 Comdty,2/2016,88.53,CLG6 Comdty,2/2016,88.97,CLG6 Comdty,2/2016,88.25,CLG6 Comdty,2/2016,86.73
40M,CLH6 Comdty,3/2016,85.78,CLH6 Comdty,3/2016,84.06,CLH6 Comdty,3/2016,87.99,CLH6 Comdty,3/2016,85.84,CLH6 Comdty,3/2016,88.26,CLH6 Comdty,3/2016,88.77,CLH6 Comdty,3/2016,88.11,CLH6 Comdty,3/2016,86.62
41M,CLJ6 Comdty,4/2016,85.61,CLJ6 Comdty,4/2016,83.95,CLJ6 Comdty,4/2016,87.77,CLJ6 Comdty,4/2016,85.7,CLJ6 Comdty,4/2016,88,CLJ6 Comdty,4/2016,88.57,CLJ6 Comdty,4/2016,87.97,CLJ6 Comdty,4/2016,86.51
42M,CLK6 Comdty,5/2016,85.45,CLK6 Comdty,5/2016,83.85,CLK6 Comdty,5/2016,87.56,CLK6 Comdty,5/2016,85.57,CLK6 Comdty,5/2016,87.74,CLK6 Comdty,5/2016,88.38,CLK6 Comdty,5/2016,87.83,CLK6 Comdty,5/2016,86.41
43M,CLM6 Comdty,6/2016,85.31,CLM6 Comdty,6/2016,83.76,CLM6 Comdty,6/2016,87.38,CLM6 Comdty,6/2016,85.45,CLM6 Comdty,6/2016,87.5,CLM6 Comdty,6/2016,88.19,CLM6 Comdty,6/2016,87.69,CLM6 Comdty,6/2016,86.32
44M,CLN6 Comdty,7/2016,85.13,CLN6 Comdty,7/2016,83.64,CLN6 Comdty,7/2016,87.16,CLN6 Comdty,7/2016,85.33,CLN6 Comdty,7/2016,87.29,CLN6 Comdty,7/2016,88.01,CLN6 Comdty,7/2016,87.56,CLN6 Comdty,7/2016,86.23
45M,CLQ6 Comdty,8/2016,84.98,CLQ6 Comdty,8/2016,83.56,CLQ6 Comdty,8/2016,86.97,CLQ6 Comdty,8/2016,85.23,CLQ6 Comdty,8/2016,87.1,CLQ6 Comdty,8/2016,87.84,CLQ6 Comdty,8/2016,87.45,CLQ6 Comdty,8/2016,86.15
46M,CLU6 Comdty,9/2016,84.87,CLU6 Comdty,9/2016,83.51,CLU6 Comdty,9/2016,86.79,CLU6 Comdty,9/2016,85.15,CLU6 Comdty,9/2016,86.91,CLU6 Comdty,9/2016,87.68,CLU6 Comdty,9/2016,87.34,CLU6 Comdty,9/2016,86.08
47M,CLV6 Comdty,10/2016,84.79,CLV6 Comdty,10/2016,83.49,CLV6 Comdty,10/2016,86.64,CLV6 Comdty,10/2016,85.08,CLV6 Comdty,10/2016,86.73,CLV6 Comdty,10/2016,87.52,CLV6 Comdty,10/2016,87.24,CLV6 Comdty,10/2016,86.02
4Y,CLX6 Comdty,11/2016,84.74,CLX6 Comdty,11/2016,83.5,CLX6 Comdty,11/2016,86.52,CLX6 Comdty,11/2016,85.03,CLX6 Comdty,11/2016,86.55,CLX6 Comdty,11/2016,87.37,CLX6 Comdty,11/2016,87.15,CLX6 Comdty,11/2016,85.97
49M,CLZ6 Comdty,12/2016,84.71,CLZ6 Comdty,12/2016,83.52,CLZ6 Comdty,12/2016,86.43,CLZ6 Comdty,12/2016,84.99,CLZ6 Comdty,12/2016,86.38,CLZ6 Comdty,12/2016,87.22,CLZ6 Comdty,12/2016,87.06,CLZ6 Comdty,12/2016,85.93
50M,CLF7 Comdty,1/2017,84.58,CLF7 Comdty,1/2017,83.43,CLF7 Comdty,1/2017,86.27,CLF7 Comdty,1/2017,84.89,CLF7 Comdty,1/2017,86.21,CLF7 Comdty,1/2017,87.08,CLF7 Comdty,1/2017,86.96,CLF7 Comdty,1/2017,85.88
51M,CLG7 Comdty,2/2017,84.45,CLG7 Comdty,2/2017,83.34,CLG7 Comdty,2/2017,86.12,CLG7 Comdty,2/2017,84.8,CLG7 Comdty,2/2017,86.05,CLG7 Comdty,2/2017,86.95,CLG7 Comdty,2/2017,86.86,CLG7 Comdty,2/2017,85.83
52M,CLH7 Comdty,3/2017,84.33,CLH7 Comdty,3/2017,83.26,CLH7 Comdty,3/2017,85.97,CLH7 Comdty,3/2017,84.71,CLH7 Comdty,3/2017,85.89,CLH7 Comdty,3/2017,86.83,CLH7 Comdty,3/2017,86.76,CLH7 Comdty,3/2017,85.79
53M,CLJ7 Comdty,4/2017,84.22,CLJ7 Comdty,4/2017,83.19,CLJ7 Comdty,4/2017,85.83,CLJ7 Comdty,4/2017,84.63,CLJ7 Comdty,4/2017,85.74,CLJ7 Comdty,4/2017,86.71,CLJ7 Comdty,4/2017,86.67,CLJ7 Comdty,4/2017,85.76
54M,CLK7 Comdty,5/2017,84.12,CLK7 Comdty,5/2017,83.12,CLK7 Comdty,5/2017,85.69,CLK7 Comdty,5/2017,84.55,CLK7 Comdty,5/2017,85.59,CLK7 Comdty,5/2017,86.59,CLK7 Comdty,5/2017,86.58,CLK7 Comdty,5/2017,85.73
55M,CLM7 Comdty,6/2017,84.04,CLM7 Comdty,6/2017,83.06,CLM7 Comdty,6/2017,85.55,CLM7 Comdty,6/2017,84.48,CLM7 Comdty,6/2017,85.45,CLM7 Comdty,6/2017,86.48,CLM7 Comdty,6/2017,86.49,CLM7 Comdty,6/2017,85.7
56M,CLN7 Comdty,7/2017,83.93,CLN7 Comdty,7/2017,82.99,CLN7 Comdty,7/2017,85.42,CLN7 Comdty,7/2017,84.41,CLN7 Comdty,7/2017,85.31,CLN7 Comdty,7/2017,86.37,CLN7 Comdty,7/2017,86.4,CLN7 Comdty,7/2017,85.68
57M,CLQ7 Comdty,8/2017,83.84,CLQ7 Comdty,8/2017,82.94,CLQ7 Comdty,8/2017,85.29,CLQ7 Comdty,8/2017,84.35,CLQ7 Comdty,8/2017,85.17,CLQ7 Comdty,8/2017,86.26,CLQ7 Comdty,8/2017,86.32,CLQ7 Comdty,8/2017,85.66
58M,CLU7 Comdty,9/2017,83.76,CLU7 Comdty,9/2017,82.9,CLU7 Comdty,9/2017,85.17,CLU7 Comdty,9/2017,84.29,CLU7 Comdty,9/2017,85.04,CLU7 Comdty,9/2017,86.16,CLU7 Comdty,9/2017,86.24,CLU7 Comdty,9/2017,85.64
59M,CLV7 Comdty,10/2017,83.69,CLV7 Comdty,10/2017,82.87,CLV7 Comdty,10/2017,85.07,CLV7 Comdty,10/2017,84.25,CLV7 Comdty,10/2017,84.91,CLV7 Comdty,10/2017,86.06,CLV7 Comdty,10/2017,86.16,CLV7 Comdty,10/2017,85.62
5Y,CLX7 Comdty,11/2017,83.63,CLX7 Comdty,11/2017,82.85,CLX7 Comdty,11/2017,84.97,CLX7 Comdty,11/2017,84.21,CLX7 Comdty,11/2017,84.79,CLX7 Comdty,11/2017,85.97,CLX7 Comdty,11/2017,86.09,CLX7 Comdty,11/2017,85.6
61M,CLZ7 Comdty,12/2017,83.59,CLZ7 Comdty,12/2017,82.84,CLZ7 Comdty,12/2017,84.88,CLZ7 Comdty,12/2017,84.17,CLZ7 Comdty,12/2017,84.67,CLZ7 Comdty,12/2017,85.89,CLZ7 Comdty,12/2017,86.03,CLZ7 Comdty,12/2017,85.59
62M,CLF8 Comdty,1/2018,83.49,CLF8 Comdty,1/2018,82.76,CLF8 Comdty,1/2018,84.77,CLF8 Comdty,1/2018,84.1,CLF8 Comdty,1/2018,84.55,CLF8 Comdty,1/2018,85.81,CLF8 Comdty,1/2018,85.97,,,
63M,CLG8 Comdty,2/2018,83.39,CLG8 Comdty,2/2018,82.68,CLG8 Comdty,2/2018,84.67,CLG8 Comdty,2/2018,84.03,CLG8 Comdty,2/2018,84.44,CLG8 Comdty,2/2018,85.73,CLG8 Comdty,2/2018,85.91,,,
64M,CLH8 Comdty,3/2018,83.3,CLH8 Comdty,3/2018,82.61,CLH8 Comdty,3/2018,84.57,CLH8 Comdty,3/2018,83.97,CLH8 Comdty,3/2018,84.34,CLH8 Comdty,3/2018,85.65,CLH8 Comdty,3/2018,85.85,,,
65M,CLJ8 Comdty,4/2018,83.22,CLJ8 Comdty,4/2018,82.54,CLJ8 Comdty,4/2018,84.47,CLJ8 Comdty,4/2018,83.91,CLJ8 Comdty,4/2018,84.24,CLJ8 Comdty,4/2018,85.57,CLJ8 Comdty,4/2018,85.8,,,
66M,CLK8 Comdty,5/2018,83.14,CLK8 Comdty,5/2018,82.48,CLK8 Comdty,5/2018,84.38,CLK8 Comdty,5/2018,83.86,CLK8 Comdty,5/2018,84.14,CLK8 Comdty,5/2018,85.5,CLK8 Comdty,5/2018,85.75,,,
67M,CLM8 Comdty,6/2018,83.07,CLM8 Comdty,6/2018,82.42,CLM8 Comdty,6/2018,84.29,CLM8 Comdty,6/2018,83.81,CLM8 Comdty,6/2018,84.04,CLM8 Comdty,6/2018,85.43,CLM8 Comdty,6/2018,85.69,CLM8 Comdty,6/2018,85.61
68M,CLN8 Comdty,7/2018,83.01,CLN8 Comdty,7/2018,82.37,CLN8 Comdty,7/2018,84.2,CLN8 Comdty,7/2018,83.76,CLN8 Comdty,7/2018,83.94,CLN8 Comdty,7/2018,85.36,CLN8 Comdty,7/2018,85.63,,,
69M,CLQ8 Comdty,8/2018,82.95,CLQ8 Comdty,8/2018,82.32,CLQ8 Comdty,8/2018,84.12,CLQ8 Comdty,8/2018,83.71,CLQ8 Comdty,8/2018,83.85,CLQ8 Comdty,8/2018,85.29,CLQ8 Comdty,8/2018,85.58,,,
70M,CLU8 Comdty,9/2018,82.89,CLU8 Comdty,9/2018,82.28,CLU8 Comdty,9/2018,84.04,CLU8 Comdty,9/2018,83.67,CLU8 Comdty,9/2018,83.76,CLU8 Comdty,9/2018,85.22,CLU8 Comdty,9/2018,85.53,,,
71M,CLV8 Comdty,10/2018,82.84,CLV8 Comdty,10/2018,82.24,CLV8 Comdty,10/2018,83.97,CLV8 Comdty,10/2018,83.63,CLV8 Comdty,10/2018,83.67,CLV8 Comdty,10/2018,85.15,CLV8 Comdty,10/2018,85.49,,,
6Y,CLX8 Comdty,11/2018,82.79,CLX8 Comdty,11/2018,82.21,CLX8 Comdty,11/2018,83.9,CLX8 Comdty,11/2018,83.59,CLX8 Comdty,11/2018,83.58,CLX8 Comdty,11/2018,85.08,CLX8 Comdty,11/2018,85.44,,,
73M,CLZ8 Comdty,12/2018,82.75,CLZ8 Comdty,12/2018,82.19,CLZ8 Comdty,12/2018,83.83,CLZ8 Comdty,12/2018,83.56,CLZ8 Comdty,12/2018,83.5,CLZ8 Comdty,12/2018,85.01,CLZ8 Comdty,12/2018,85.39,CLZ8 Comdty,12/2018,85.63
79M,CLM9 Comdty,6/2019,82.42,CLM9 Comdty,6/2019,81.87,CLM9 Comdty,6/2019,83.46,CLM9 Comdty,6/2019,83.46,CLM9 Comdty,6/2019,83.34,CLM9 Comdty,6/2019,84.94,CLM9 Comdty,6/2019,85.32,CLM9 Comdty,6/2019,85.66
85M,CLZ9 Comdty,12/2019,82.1,CLZ9 Comdty,12/2019,81.55,CLZ9 Comdty,12/2019,83.08,CLZ9 Comdty,12/2019,83.36,CLZ9 Comdty,12/2019,83.17,CLZ9 Comdty,12/2019,84.86,CLZ9 Comdty,12/2019,85.25,CLZ9 Comdty,12/2019,85.69
91M,CLM0 Comdty,6/2020,81.8,CLM0 Comdty,6/2020,81.32,CLM0 Comdty,6/2020,82.85,CLM0 Comdty,6/2020,83.28,CLM0 Comdty,6/2020,83.12,CLM0 Comdty,6/2020,84.81,CLM0 Comdty,6/2020,85.2,CLM0 Comdty,6/2020,85.72
97M,CLZ0 Comdty,12/2020,81.5,CLZ0 Comdty,12/2020,81.08,CLZ0 Comdty,12/2020,82.63,CLZ0 Comdty,12/2020,83.21,CLZ0 Comdty,12/2020,83.07,CLZ0 Comdty,12/2020,84.76,CLZ0 Comdty,12/2020,85.15,CLZ0 Comdty,12/2020,85.75
103M,CLM1 Comdty,6/2021,81.38,CLM1 Comdty,6/2021,81.03,CLM1 Comdty,6/2021,82.65,CLM1 Comdty,6/2021,83.21,CLM1 Comdty,6/2021,83.07,CLM1 Comdty,6/2021,84.76,CLM1 Comdty,6/2021,85.15,,,
109M,CLZ1 Comdty,12/2021,81.25,CLZ1 Comdty,12/2021,80.98,CLZ1 Comdty,12/2021,82.67,CLZ1 Comdty,12/2021,83.21,CLZ1 Comdty,12/2021,83.07,CLZ1 Comdty,12/2021,84.76,CLZ1 Comdty,12/2021,85.15,,,
