Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
19M,CLM10 Comdty,6/2010,73.24,CLM10 Comdty,6/2010,63.89,CLM10 Comdty,6/2010,60.61,CLM10 Comdty,6/2010,51.78,CLM10 Comdty,6/2010,55.77,CLM10 Comdty,6/2010,64.37,CLM10 Comdty,6/2010,65.75,CLM10 Comdty,6/2010,75.16
20M,CLN10 Comdty,7/2010,73.46,CLN10 Comdty,7/2010,64.43,CLN10 Comdty,7/2010,61.17,CLN10 Comdty,7/2010,52.25,CLN10 Comdty,7/2010,56.22,CLN10 Comdty,7/2010,64.97,CLN10 Comdty,7/2010,66.42,CLN10 Comdty,7/2010,75.68
21M,CLQ10 Comdty,8/2010,73.68,CLQ10 Comdty,8/2010,64.94,CLQ10 Comdty,8/2010,61.7,CLQ10 Comdty,8/2010,52.7,CLQ10 Comdty,8/2010,56.67,CLQ10 Comdty,8/2010,65.55,CLQ10 Comdty,8/2010,67.08,CLQ10 Comdty,8/2010,76.19
22M,CLU10 Comdty,9/2010,73.9,CLU10 Comdty,9/2010,65.44,CLU10 Comdty,9/2010,62.22,CLU10 Comdty,9/2010,53.15,CLU10 Comdty,9/2010,57.1,CLU10 Comdty,9/2010,66.11,CLU10 Comdty,9/2010,67.72,CLU10 Comdty,9/2010,76.7
23M,CLV10 Comdty,10/2010,74.12,CLV10 Comdty,10/2010,65.93,CLV10 Comdty,10/2010,62.73,CLV10 Comdty,10/2010,53.59,CLV10 Comdty,10/2010,57.53,CLV10 Comdty,10/2010,66.62,CLV10 Comdty,10/2010,68.34,CLV10 Comdty,10/2010,77.2
2Y,CLX10 Comdty,11/2010,74.34,CLX10 Comdty,11/2010,66.42,CLX10 Comdty,11/2010,63.24,CLX10 Comdty,11/2010,54.01,CLX10 Comdty,11/2010,57.95,CLX10 Comdty,11/2010,67.09,CLX10 Comdty,11/2010,68.94,CLX10 Comdty,11/2010,77.67
25M,CLZ10 Comdty,12/2010,74.57,CLZ10 Comdty,12/2010,66.91,CLZ10 Comdty,12/2010,63.74,CLZ10 Comdty,12/2010,54.43,CLZ10 Comdty,12/2010,58.34,CLZ10 Comdty,12/2010,67.55,CLZ10 Comdty,12/2010,69.49,CLZ10 Comdty,12/2010,78.11
26M,CLF11 Comdty,1/2011,74.8,CLF11 Comdty,1/2011,67.32,CLF11 Comdty,1/2011,64.18,CLF11 Comdty,1/2011,54.88,CLF11 Comdty,1/2011,58.69,CLF11 Comdty,1/2011,67.92,CLF11 Comdty,1/2011,70.01,CLF11 Comdty,1/2011,78.54
27M,CLG11 Comdty,2/2011,75.03,CLG11 Comdty,2/2011,67.69,CLG11 Comdty,2/2011,64.59,CLG11 Comdty,2/2011,55.32,CLG11 Comdty,2/2011,59.04,CLG11 Comdty,2/2011,68.27,CLG11 Comdty,2/2011,70.52,CLG11 Comdty,2/2011,78.96
28M,CLH11 Comdty,3/2011,75.26,CLH11 Comdty,3/2011,68.03,CLH11 Comdty,3/2011,64.97,CLH11 Comdty,3/2011,55.76,CLH11 Comdty,3/2011,59.39,CLH11 Comdty,3/2011,68.61,CLH11 Comdty,3/2011,71.03,CLH11 Comdty,3/2011,79.37
29M,CLJ11 Comdty,4/2011,75.48,CLJ11 Comdty,4/2011,68.35,CLJ11 Comdty,4/2011,65.32,CLJ11 Comdty,4/2011,56.18,CLJ11 Comdty,4/2011,59.73,CLJ11 Comdty,4/2011,68.93,CLJ11 Comdty,4/2011,71.53,CLJ11 Comdty,4/2011,79.78
30M,CLK11 Comdty,5/2011,75.7,CLK11 Comdty,5/2011,68.66,CLK11 Comdty,5/2011,65.67,CLK11 Comdty,5/2011,56.57,CLK11 Comdty,5/2011,60.04,CLK11 Comdty,5/2011,69.25,CLK11 Comdty,5/2011,72,CLK11 Comdty,5/2011,80.18
31M,CLM11 Comdty,6/2011,75.91,CLM11 Comdty,6/2011,68.95,CLM11 Comdty,6/2011,66.01,CLM11 Comdty,6/2011,56.93,CLM11 Comdty,6/2011,60.33,CLM11 Comdty,6/2011,69.55,CLM11 Comdty,6/2011,72.44,CLM11 Comdty,6/2011,80.57
32M,CLN11 Comdty,7/2011,76.12,CLN11 Comdty,7/2011,69.22,CLN11 Comdty,7/2011,66.33,CLN11 Comdty,7/2011,57.28,CLN11 Comdty,7/2011,60.58,CLN11 Comdty,7/2011,69.81,CLN11 Comdty,7/2011,72.86,CLN11 Comdty,7/2011,80.93
33M,CLQ11 Comdty,8/2011,76.32,CLQ11 Comdty,8/2011,69.47,CLQ11 Comdty,8/2011,66.62,CLQ11 Comdty,8/2011,57.61,CLQ11 Comdty,8/2011,60.82,CLQ11 Comdty,8/2011,70.05,CLQ11 Comdty,8/2011,73.25,CLQ11 Comdty,8/2011,81.28
34M,CLU11 Comdty,9/2011,76.52,CLU11 Comdty,9/2011,69.7,CLU11 Comdty,9/2011,66.91,CLU11 Comdty,9/2011,57.93,CLU11 Comdty,9/2011,61.05,CLU11 Comdty,9/2011,70.28,CLU11 Comdty,9/2011,73.63,CLU11 Comdty,9/2011,81.62
35M,CLV11 Comdty,10/2011,76.71,CLV11 Comdty,10/2011,69.92,CLV11 Comdty,10/2011,67.16,CLV11 Comdty,10/2011,58.24,CLV11 Comdty,10/2011,61.28,CLV11 Comdty,10/2011,70.5,CLV11 Comdty,10/2011,73.99,CLV11 Comdty,10/2011,81.95
3Y,CLX11 Comdty,11/2011,76.89,CLX11 Comdty,11/2011,70.13,CLX11 Comdty,11/2011,67.4,CLX11 Comdty,11/2011,58.55,CLX11 Comdty,11/2011,61.5,CLX11 Comdty,11/2011,70.71,CLX11 Comdty,11/2011,74.35,CLX11 Comdty,11/2011,82.27
37M,CLZ11 Comdty,12/2011,77.06,CLZ11 Comdty,12/2011,70.32,CLZ11 Comdty,12/2011,67.64,CLZ11 Comdty,12/2011,58.86,CLZ11 Comdty,12/2011,61.72,CLZ11 Comdty,12/2011,70.9,CLZ11 Comdty,12/2011,74.7,CLZ11 Comdty,12/2011,82.58
38M,CLF12 Comdty,1/2012,77.22,CLF12 Comdty,1/2012,70.48,CLF12 Comdty,1/2012,67.86,CLF12 Comdty,1/2012,59.16,CLF12 Comdty,1/2012,61.94,CLF12 Comdty,1/2012,71.05,CLF12 Comdty,1/2012,75.04,CLF12 Comdty,1/2012,82.87
39M,CLG12 Comdty,2/2012,77.37,CLG12 Comdty,2/2012,70.64,CLG12 Comdty,2/2012,68.08,CLG12 Comdty,2/2012,59.46,CLG12 Comdty,2/2012,62.16,CLG12 Comdty,2/2012,71.19,CLG12 Comdty,2/2012,75.38,CLG12 Comdty,2/2012,83.15
40M,CLH12 Comdty,3/2012,77.51,CLH12 Comdty,3/2012,70.78,CLH12 Comdty,3/2012,68.29,CLH12 Comdty,3/2012,59.76,CLH12 Comdty,3/2012,62.38,CLH12 Comdty,3/2012,71.33,CLH12 Comdty,3/2012,75.71,CLH12 Comdty,3/2012,83.42
41M,CLJ12 Comdty,4/2012,77.64,CLJ12 Comdty,4/2012,70.93,CLJ12 Comdty,4/2012,68.48,CLJ12 Comdty,4/2012,60.05,CLJ12 Comdty,4/2012,62.59,CLJ12 Comdty,4/2012,71.47,CLJ12 Comdty,4/2012,76.03,CLJ12 Comdty,4/2012,83.66
42M,CLK12 Comdty,5/2012,77.75,CLK12 Comdty,5/2012,71.06,CLK12 Comdty,5/2012,68.66,CLK12 Comdty,5/2012,60.32,CLK12 Comdty,5/2012,62.8,CLK12 Comdty,5/2012,71.61,CLK12 Comdty,5/2012,76.35,CLK12 Comdty,5/2012,83.89
43M,CLM12 Comdty,6/2012,77.85,CLM12 Comdty,6/2012,71.18,CLM12 Comdty,6/2012,68.84,CLM12 Comdty,6/2012,60.59,CLM12 Comdty,6/2012,63,CLM12 Comdty,6/2012,71.74,CLM12 Comdty,6/2012,76.66,CLM12 Comdty,6/2012,84.12
44M,CLN12 Comdty,7/2012,77.94,CLN12 Comdty,7/2012,71.29,CLN12 Comdty,7/2012,69.01,CLN12 Comdty,7/2012,60.84,CLN12 Comdty,7/2012,63.19,CLN12 Comdty,7/2012,71.87,CLN12 Comdty,7/2012,76.95,CLN12 Comdty,7/2012,84.33
45M,CLQ12 Comdty,8/2012,78.03,CLQ12 Comdty,8/2012,71.39,CLQ12 Comdty,8/2012,69.18,CLQ12 Comdty,8/2012,61.07,CLQ12 Comdty,8/2012,63.38,CLQ12 Comdty,8/2012,72,CLQ12 Comdty,8/2012,77.23,CLQ12 Comdty,8/2012,84.54
46M,CLU12 Comdty,9/2012,78.11,CLU12 Comdty,9/2012,71.49,CLU12 Comdty,9/2012,69.35,CLU12 Comdty,9/2012,61.29,CLU12 Comdty,9/2012,63.57,CLU12 Comdty,9/2012,72.13,CLU12 Comdty,9/2012,77.5,CLU12 Comdty,9/2012,84.74
47M,CLV12 Comdty,10/2012,78.2,CLV12 Comdty,10/2012,71.59,CLV12 Comdty,10/2012,69.52,CLV12 Comdty,10/2012,61.5,CLV12 Comdty,10/2012,63.76,CLV12 Comdty,10/2012,72.26,CLV12 Comdty,10/2012,77.74,CLV12 Comdty,10/2012,84.94
4Y,CLX12 Comdty,11/2012,78.3,CLX12 Comdty,11/2012,71.69,CLX12 Comdty,11/2012,69.69,CLX12 Comdty,11/2012,61.71,CLX12 Comdty,11/2012,63.94,CLX12 Comdty,11/2012,72.39,CLX12 Comdty,11/2012,77.98,CLX12 Comdty,11/2012,85.14
49M,CLZ12 Comdty,12/2012,78.41,CLZ12 Comdty,12/2012,71.8,CLZ12 Comdty,12/2012,69.86,CLZ12 Comdty,12/2012,61.92,CLZ12 Comdty,12/2012,64.12,CLZ12 Comdty,12/2012,72.52,CLZ12 Comdty,12/2012,78.21,CLZ12 Comdty,12/2012,85.34
50M,CLF13 Comdty,1/2013,78.53,CLF13 Comdty,1/2013,71.92,CLF13 Comdty,1/2013,70.04,CLF13 Comdty,1/2013,62.13,CLF13 Comdty,1/2013,64.28,CLF13 Comdty,1/2013,72.64,CLF13 Comdty,1/2013,78.41,CLF13 Comdty,1/2013,85.5
51M,CLG13 Comdty,2/2013,78.65,CLG13 Comdty,2/2013,72.04,CLG13 Comdty,2/2013,70.22,CLG13 Comdty,2/2013,62.34,CLG13 Comdty,2/2013,64.44,CLG13 Comdty,2/2013,72.76,CLG13 Comdty,2/2013,78.6,CLG13 Comdty,2/2013,85.66
52M,CLH13 Comdty,3/2013,78.76,CLH13 Comdty,3/2013,72.15,CLH13 Comdty,3/2013,70.39,CLH13 Comdty,3/2013,62.55,CLH13 Comdty,3/2013,64.59,CLH13 Comdty,3/2013,72.87,CLH13 Comdty,3/2013,78.79,CLH13 Comdty,3/2013,85.81
53M,CLJ13 Comdty,4/2013,78.87,CLJ13 Comdty,4/2013,72.26,CLJ13 Comdty,4/2013,70.56,CLJ13 Comdty,4/2013,62.76,CLJ13 Comdty,4/2013,64.74,CLJ13 Comdty,4/2013,72.98,CLJ13 Comdty,4/2013,78.98,CLJ13 Comdty,4/2013,85.96
54M,CLK13 Comdty,5/2013,78.98,CLK13 Comdty,5/2013,72.37,CLK13 Comdty,5/2013,70.73,CLK13 Comdty,5/2013,62.97,CLK13 Comdty,5/2013,64.89,CLK13 Comdty,5/2013,73.1,CLK13 Comdty,5/2013,79.16,CLK13 Comdty,5/2013,86.11
55M,CLM13 Comdty,6/2013,79.09,CLM13 Comdty,6/2013,72.48,CLM13 Comdty,6/2013,70.9,CLM13 Comdty,6/2013,63.18,CLM13 Comdty,6/2013,65.04,CLM13 Comdty,6/2013,73.22,CLM13 Comdty,6/2013,79.34,CLM13 Comdty,6/2013,86.26
56M,CLN13 Comdty,7/2013,79.2,CLN13 Comdty,7/2013,72.59,CLN13 Comdty,7/2013,71.07,CLN13 Comdty,7/2013,63.39,CLN13 Comdty,7/2013,65.19,CLN13 Comdty,7/2013,73.35,CLN13 Comdty,7/2013,79.52,CLN13 Comdty,7/2013,86.41
57M,CLQ13 Comdty,8/2013,79.31,CLQ13 Comdty,8/2013,72.7,CLQ13 Comdty,8/2013,71.24,CLQ13 Comdty,8/2013,63.6,CLQ13 Comdty,8/2013,65.34,CLQ13 Comdty,8/2013,73.48,CLQ13 Comdty,8/2013,79.7,CLQ13 Comdty,8/2013,86.56
58M,CLU13 Comdty,9/2013,79.42,CLU13 Comdty,9/2013,72.81,CLU13 Comdty,9/2013,71.41,CLU13 Comdty,9/2013,63.8,CLU13 Comdty,9/2013,65.49,CLU13 Comdty,9/2013,73.61,CLU13 Comdty,9/2013,79.88,CLU13 Comdty,9/2013,86.71
59M,CLV13 Comdty,10/2013,79.53,CLV13 Comdty,10/2013,72.92,CLV13 Comdty,10/2013,71.58,CLV13 Comdty,10/2013,64,CLV13 Comdty,10/2013,65.64,CLV13 Comdty,10/2013,73.74,CLV13 Comdty,10/2013,80.05,CLV13 Comdty,10/2013,86.85
5Y,CLX13 Comdty,11/2013,79.65,CLX13 Comdty,11/2013,73.04,CLX13 Comdty,11/2013,71.76,CLX13 Comdty,11/2013,64.2,CLX13 Comdty,11/2013,65.78,CLX13 Comdty,11/2013,73.86,CLX13 Comdty,11/2013,80.22,CLX13 Comdty,11/2013,86.99
61M,CLZ13 Comdty,12/2013,79.77,CLZ13 Comdty,12/2013,73.16,CLZ13 Comdty,12/2013,71.94,CLZ13 Comdty,12/2013,64.41,CLZ13 Comdty,12/2013,65.92,CLZ13 Comdty,12/2013,73.98,CLZ13 Comdty,12/2013,80.39,CLZ13 Comdty,12/2013,87.13
62M,CLF14 Comdty,1/2014,79.91,CLF14 Comdty,1/2014,73.29,CLF14 Comdty,1/2014,72.13,CLF14 Comdty,1/2014,64.62,CLF14 Comdty,1/2014,66.07,CLF14 Comdty,1/2014,74.09,CLF14 Comdty,1/2014,80.56,,,
63M,CLG14 Comdty,2/2014,80.05,CLG14 Comdty,2/2014,73.42,CLG14 Comdty,2/2014,72.32,CLG14 Comdty,2/2014,64.83,CLG14 Comdty,2/2014,66.22,CLG14 Comdty,2/2014,74.2,CLG14 Comdty,2/2014,80.72,,,
64M,CLH14 Comdty,3/2014,80.19,CLH14 Comdty,3/2014,73.55,CLH14 Comdty,3/2014,72.51,CLH14 Comdty,3/2014,65.04,CLH14 Comdty,3/2014,66.37,CLH14 Comdty,3/2014,74.31,CLH14 Comdty,3/2014,80.87,,,
65M,CLJ14 Comdty,4/2014,80.33,CLJ14 Comdty,4/2014,73.68,CLJ14 Comdty,4/2014,72.69,CLJ14 Comdty,4/2014,65.25,CLJ14 Comdty,4/2014,66.52,CLJ14 Comdty,4/2014,74.42,CLJ14 Comdty,4/2014,81.02,,,
66M,CLK14 Comdty,5/2014,80.47,CLK14 Comdty,5/2014,73.8,CLK14 Comdty,5/2014,72.87,CLK14 Comdty,5/2014,65.46,CLK14 Comdty,5/2014,66.67,CLK14 Comdty,5/2014,74.53,CLK14 Comdty,5/2014,81.17,,,
67M,CLM14 Comdty,6/2014,80.6,CLM14 Comdty,6/2014,73.92,CLM14 Comdty,6/2014,73.05,CLM14 Comdty,6/2014,65.67,CLM14 Comdty,6/2014,66.81,CLM14 Comdty,6/2014,74.64,CLM14 Comdty,6/2014,81.32,CLM14 Comdty,6/2014,87.77
68M,CLN14 Comdty,7/2014,80.73,CLN14 Comdty,7/2014,74.04,CLN14 Comdty,7/2014,73.23,CLN14 Comdty,7/2014,65.87,CLN14 Comdty,7/2014,66.95,CLN14 Comdty,7/2014,74.74,CLN14 Comdty,7/2014,81.47,,,
69M,CLQ4 Comdty,8/2014,80.86,CLQ4 Comdty,8/2014,74.16,CLQ4 Comdty,8/2014,73.41,CLQ4 Comdty,8/2014,66.07,CLQ4 Comdty,8/2014,67.09,CLQ4 Comdty,8/2014,74.84,CLQ4 Comdty,8/2014,81.62,,,
70M,CLU4 Comdty,9/2014,80.99,CLU4 Comdty,9/2014,74.28,CLU4 Comdty,9/2014,73.59,CLU4 Comdty,9/2014,66.27,CLU4 Comdty,9/2014,67.23,CLU4 Comdty,9/2014,74.94,CLU4 Comdty,9/2014,81.77,,,
71M,CLV4 Comdty,10/2014,81.12,CLV4 Comdty,10/2014,74.4,CLV4 Comdty,10/2014,73.76,CLV4 Comdty,10/2014,66.47,CLV4 Comdty,10/2014,67.37,CLV4 Comdty,10/2014,75.05,CLV4 Comdty,10/2014,81.92,,,
6Y,CLX4 Comdty,11/2014,81.25,CLX4 Comdty,11/2014,74.52,CLX4 Comdty,11/2014,73.93,CLX4 Comdty,11/2014,66.67,CLX4 Comdty,11/2014,67.51,CLX4 Comdty,11/2014,75.16,CLX4 Comdty,11/2014,82.07,,,
73M,CLZ4 Comdty,12/2014,81.37,CLZ4 Comdty,12/2014,74.64,CLZ4 Comdty,12/2014,74.1,CLZ4 Comdty,12/2014,66.86,CLZ4 Comdty,12/2014,67.64,CLZ4 Comdty,12/2014,75.27,CLZ4 Comdty,12/2014,82.22,CLZ4 Comdty,12/2014,88.38
79M,CLM5 Comdty,6/2015,82.19,CLM5 Comdty,6/2015,75.39,CLM5 Comdty,6/2015,75.17,CLM5 Comdty,6/2015,68.03,CLM5 Comdty,6/2015,68.49,CLM5 Comdty,6/2015,75.95,CLM5 Comdty,6/2015,82.98,CLM5 Comdty,6/2015,88.94
85M,CLZ5 Comdty,12/2015,83.01,CLZ5 Comdty,12/2015,76.14,CLZ5 Comdty,12/2015,76.24,CLZ5 Comdty,12/2015,69.19,CLZ5 Comdty,12/2015,69.34,CLZ5 Comdty,12/2015,76.62,CLZ5 Comdty,12/2015,83.72,CLZ5 Comdty,12/2015,89.48
91M,CLM6 Comdty,6/2016,83.81,CLM6 Comdty,6/2016,76.89,CLM6 Comdty,6/2016,77.19,CLM6 Comdty,6/2016,70.26,CLM6 Comdty,6/2016,70.12,CLM6 Comdty,6/2016,77.29,CLM6 Comdty,6/2016,84.31,CLM6 Comdty,6/2016,89.91
97M,CLZ6 Comdty,12/2016,84.61,CLZ6 Comdty,12/2016,77.63,CLZ6 Comdty,12/2016,78.14,CLZ6 Comdty,12/2016,71.32,CLZ6 Comdty,12/2016,70.89,CLZ6 Comdty,12/2016,77.93,CLZ6 Comdty,12/2016,84.86,CLZ6 Comdty,12/2016,90.33
103M,CLM7 Comdty,6/2017,85.36,CLM7 Comdty,6/2017,78.31,CLM7 Comdty,6/2017,79.04,CLM7 Comdty,6/2017,72.26,CLM7 Comdty,6/2017,71.64,CLM7 Comdty,6/2017,78.43,CLM7 Comdty,6/2017,85.36,,,
109M,CLZ7 Comdty,12/2017,86.11,CLZ7 Comdty,12/2017,78.98,CLZ7 Comdty,12/2017,79.94,CLZ7 Comdty,12/2017,73.19,CLZ7 Comdty,12/2017,72.39,CLZ7 Comdty,12/2017,78.93,CLZ7 Comdty,12/2017,85.86,,,
