Period,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price,Ticker,Period,Last Price
34M,CLU7 Comdty,9/2017,63.88,CLU7 Comdty,9/2017,65.42,CLU7 Comdty,9/2017,62.71,CLU7 Comdty,9/2017,65.08,CLU7 Comdty,9/2017,65.79,CLU7 Comdty,9/2017,66.63,CLU7 Comdty,9/2017,75.24,CLU7 Comdty,9/2017,80.75
35M,CLV7 Comdty,10/2017,64.03,CLV7 Comdty,10/2017,65.52,CLV7 Comdty,10/2017,62.91,CLV7 Comdty,10/2017,65.32,CLV7 Comdty,10/2017,66.05,CLV7 Comdty,10/2017,66.83,CLV7 Comdty,10/2017,75.51,CLV7 Comdty,10/2017,80.84
3Y,CLX7 Comdty,11/2017,64.21,CLX7 Comdty,11/2017,65.62,CLX7 Comdty,11/2017,63.12,CLX7 Comdty,11/2017,65.57,CLX7 Comdty,11/2017,66.32,CLX7 Comdty,11/2017,67.05,CLX7 Comdty,11/2017,75.8,CLX7 Comdty,11/2017,80.96
37M,CLZ7 Comdty,12/2017,64.4,CLZ7 Comdty,12/2017,65.74,CLZ7 Comdty,12/2017,63.33,CLZ7 Comdty,12/2017,65.83,CLZ7 Comdty,12/2017,66.59,CLZ7 Comdty,12/2017,67.29,CLZ7 Comdty,12/2017,76.1,CLZ7 Comdty,12/2017,81.11
38M,CLF8 Comdty,1/2018,64.43,CLF8 Comdty,1/2018,65.71,CLF8 Comdty,1/2018,63.37,CLF8 Comdty,1/2018,65.91,CLF8 Comdty,1/2018,66.7,CLF8 Comdty,1/2018,67.35,CLF8 Comdty,1/2018,76.2,CLF8 Comdty,1/2018,81.08
39M,CLG8 Comdty,2/2018,64.5,CLG8 Comdty,2/2018,65.72,CLG8 Comdty,2/2018,63.44,CLG8 Comdty,2/2018,66.01,CLG8 Comdty,2/2018,66.83,CLG8 Comdty,2/2018,67.44,CLG8 Comdty,2/2018,76.31,CLG8 Comdty,2/2018,81.06
40M,CLH8 Comdty,3/2018,64.6,CLH8 Comdty,3/2018,65.75,CLH8 Comdty,3/2018,63.52,CLH8 Comdty,3/2018,66.15,CLH8 Comdty,3/2018,66.98,CLH8 Comdty,3/2018,67.54,CLH8 Comdty,3/2018,76.42,CLH8 Comdty,3/2018,81.04
41M,CLJ8 Comdty,4/2018,64.73,CLJ8 Comdty,4/2018,65.8,CLJ8 Comdty,4/2018,63.62,CLJ8 Comdty,4/2018,66.31,CLJ8 Comdty,4/2018,67.15,CLJ8 Comdty,4/2018,67.65,CLJ8 Comdty,4/2018,76.55,CLJ8 Comdty,4/2018,81.03
42M,CLK8 Comdty,5/2018,64.9,CLK8 Comdty,5/2018,65.87,CLK8 Comdty,5/2018,63.74,CLK8 Comdty,5/2018,66.48,CLK8 Comdty,5/2018,67.34,CLK8 Comdty,5/2018,67.78,CLK8 Comdty,5/2018,76.68,CLK8 Comdty,5/2018,81.04
43M,CLM8 Comdty,6/2018,65.08,CLM8 Comdty,6/2018,65.97,CLM8 Comdty,6/2018,63.88,CLM8 Comdty,6/2018,66.67,CLM8 Comdty,6/2018,67.54,CLM8 Comdty,6/2018,67.93,CLM8 Comdty,6/2018,76.84,CLM8 Comdty,6/2018,81.05
44M,CLN8 Comdty,7/2018,65.13,CLN8 Comdty,7/2018,65.97,CLN8 Comdty,7/2018,63.9,CLN8 Comdty,7/2018,66.78,CLN8 Comdty,7/2018,67.64,CLN8 Comdty,7/2018,68.01,CLN8 Comdty,7/2018,76.97,CLN8 Comdty,7/2018,81.05
45M,CLQ8 Comdty,8/2018,65.23,CLQ8 Comdty,8/2018,66.03,CLQ8 Comdty,8/2018,63.98,CLQ8 Comdty,8/2018,66.94,CLQ8 Comdty,8/2018,67.76,CLQ8 Comdty,8/2018,68.14,CLQ8 Comdty,8/2018,77.13,CLQ8 Comdty,8/2018,81.09
46M,CLU8 Comdty,9/2018,65.36,CLU8 Comdty,9/2018,66.1,CLU8 Comdty,9/2018,64.08,CLU8 Comdty,9/2018,67.12,CLU8 Comdty,9/2018,67.9,CLU8 Comdty,9/2018,68.3,CLU8 Comdty,9/2018,77.31,CLU8 Comdty,9/2018,81.16
47M,CLV8 Comdty,10/2018,65.5,CLV8 Comdty,10/2018,66.19,CLV8 Comdty,10/2018,64.19,CLV8 Comdty,10/2018,67.32,CLV8 Comdty,10/2018,68.07,CLV8 Comdty,10/2018,68.48,CLV8 Comdty,10/2018,77.52,CLV8 Comdty,10/2018,81.24
4Y,CLX8 Comdty,11/2018,65.66,CLX8 Comdty,11/2018,66.29,CLX8 Comdty,11/2018,64.31,CLX8 Comdty,11/2018,67.53,CLX8 Comdty,11/2018,68.26,CLX8 Comdty,11/2018,68.68,CLX8 Comdty,11/2018,77.75,CLX8 Comdty,11/2018,81.34
49M,CLZ8 Comdty,12/2018,65.84,CLZ8 Comdty,12/2018,66.4,CLZ8 Comdty,12/2018,64.44,CLZ8 Comdty,12/2018,67.75,CLZ8 Comdty,12/2018,68.47,CLZ8 Comdty,12/2018,68.9,CLZ8 Comdty,12/2018,77.99,CLZ8 Comdty,12/2018,81.46
50M,CLF9 Comdty,1/2019,65.86,CLF9 Comdty,1/2019,66.39,CLF9 Comdty,1/2019,64.46,CLF9 Comdty,1/2019,67.83,CLF9 Comdty,1/2019,68.52,CLF9 Comdty,1/2019,68.91,CLF9 Comdty,1/2019,78.04,CLF9 Comdty,1/2019,81.44
51M,CLG9 Comdty,2/2019,65.9,CLG9 Comdty,2/2019,66.39,CLG9 Comdty,2/2019,64.5,CLG9 Comdty,2/2019,67.92,CLG9 Comdty,2/2019,68.58,CLG9 Comdty,2/2019,68.94,CLG9 Comdty,2/2019,78.1,CLG9 Comdty,2/2019,81.43
52M,CLH9 Comdty,3/2019,65.97,CLH9 Comdty,3/2019,66.4,CLH9 Comdty,3/2019,64.54,CLH9 Comdty,3/2019,68.02,CLH9 Comdty,3/2019,68.65,CLH9 Comdty,3/2019,68.98,CLH9 Comdty,3/2019,78.17,CLH9 Comdty,3/2019,81.43
53M,CLJ9 Comdty,4/2019,66.04,CLJ9 Comdty,4/2019,66.42,CLJ9 Comdty,4/2019,64.59,CLJ9 Comdty,4/2019,68.14,CLJ9 Comdty,4/2019,68.73,CLJ9 Comdty,4/2019,69.03,CLJ9 Comdty,4/2019,78.24,CLJ9 Comdty,4/2019,81.44
54M,CLK9 Comdty,5/2019,66.13,CLK9 Comdty,5/2019,66.46,CLK9 Comdty,5/2019,64.65,CLK9 Comdty,5/2019,68.27,CLK9 Comdty,5/2019,68.83,CLK9 Comdty,5/2019,69.1,CLK9 Comdty,5/2019,78.32,CLK9 Comdty,5/2019,81.46
55M,CLM9 Comdty,6/2019,66.23,CLM9 Comdty,6/2019,66.5,CLM9 Comdty,6/2019,64.74,CLM9 Comdty,6/2019,68.43,CLM9 Comdty,6/2019,68.95,CLM9 Comdty,6/2019,69.2,CLM9 Comdty,6/2019,78.43,CLM9 Comdty,6/2019,81.49
56M,CLN9 Comdty,7/2019,66.24,CLN9 Comdty,7/2019,66.46,CLN9 Comdty,7/2019,64.73,CLN9 Comdty,7/2019,68.52,CLN9 Comdty,7/2019,69.01,CLN9 Comdty,7/2019,69.23,CLN9 Comdty,7/2019,78.49,CLN9 Comdty,7/2019,81.48
57M,CLQ9 Comdty,8/2019,66.31,CLQ9 Comdty,8/2019,66.48,CLQ9 Comdty,8/2019,64.8,CLQ9 Comdty,8/2019,68.68,CLQ9 Comdty,8/2019,69.11,CLQ9 Comdty,8/2019,69.3,CLQ9 Comdty,8/2019,78.59,CLQ9 Comdty,8/2019,81.51
58M,CLU9 Comdty,9/2019,66.41,CLU9 Comdty,9/2019,66.54,CLU9 Comdty,9/2019,64.9,CLU9 Comdty,9/2019,68.85,CLU9 Comdty,9/2019,69.23,CLU9 Comdty,9/2019,69.39,CLU9 Comdty,9/2019,78.71,CLU9 Comdty,9/2019,81.57
59M,CLV9 Comdty,10/2019,66.53,CLV9 Comdty,10/2019,66.62,CLV9 Comdty,10/2019,65.02,CLV9 Comdty,10/2019,69.04,CLV9 Comdty,10/2019,69.37,CLV9 Comdty,10/2019,69.5,CLV9 Comdty,10/2019,78.85,CLV9 Comdty,10/2019,81.65
5Y,CLX9 Comdty,11/2019,66.68,CLX9 Comdty,11/2019,66.72,CLX9 Comdty,11/2019,65.17,CLX9 Comdty,11/2019,69.25,CLX9 Comdty,11/2019,69.52,CLX9 Comdty,11/2019,69.62,CLX9 Comdty,11/2019,79,CLX9 Comdty,11/2019,81.75
61M,CLZ9 Comdty,12/2019,66.84,CLZ9 Comdty,12/2019,66.84,CLZ9 Comdty,12/2019,65.35,CLZ9 Comdty,12/2019,69.47,CLZ9 Comdty,12/2019,69.69,CLZ9 Comdty,12/2019,69.77,CLZ9 Comdty,12/2019,79.17,CLZ9 Comdty,12/2019,81.86
62M,CLF0 Comdty,1/2020,66.86,CLF0 Comdty,1/2020,66.82,CLF0 Comdty,1/2020,65.38,CLF0 Comdty,1/2020,69.55,CLF0 Comdty,1/2020,69.72,CLF0 Comdty,1/2020,69.8,CLF0 Comdty,1/2020,79.22,,,
63M,CLG0 Comdty,2/2020,66.9,CLG0 Comdty,2/2020,66.82,CLG0 Comdty,2/2020,65.42,CLG0 Comdty,2/2020,69.63,CLG0 Comdty,2/2020,69.75,CLG0 Comdty,2/2020,69.84,CLG0 Comdty,2/2020,79.27,,,
64M,CLH0 Comdty,3/2020,66.95,CLH0 Comdty,3/2020,66.83,CLH0 Comdty,3/2020,65.48,CLH0 Comdty,3/2020,69.73,CLH0 Comdty,3/2020,69.8,CLH0 Comdty,3/2020,69.89,CLH0 Comdty,3/2020,79.33,,,
65M,CLJ0 Comdty,4/2020,67.01,CLJ0 Comdty,4/2020,66.85,CLJ0 Comdty,4/2020,65.55,CLJ0 Comdty,4/2020,69.84,CLJ0 Comdty,4/2020,69.85,CLJ0 Comdty,4/2020,69.95,CLJ0 Comdty,4/2020,79.41,,,
66M,CLK0 Comdty,5/2020,67.08,CLK0 Comdty,5/2020,66.88,CLK0 Comdty,5/2020,65.64,CLK0 Comdty,5/2020,69.97,CLK0 Comdty,5/2020,69.91,CLK0 Comdty,5/2020,70.02,CLK0 Comdty,5/2020,79.5,,,
67M,CLM0 Comdty,6/2020,67.17,CLM0 Comdty,6/2020,66.93,CLM0 Comdty,6/2020,65.74,CLM0 Comdty,6/2020,70.11,CLM0 Comdty,6/2020,69.99,CLM0 Comdty,6/2020,70.09,CLM0 Comdty,6/2020,79.6,CLM0 Comdty,6/2020,81.91
68M,CLN0 Comdty,7/2020,67.17,CLN0 Comdty,7/2020,66.9,CLN0 Comdty,7/2020,65.77,CLN0 Comdty,7/2020,70.18,CLN0 Comdty,7/2020,70.01,CLN0 Comdty,7/2020,70.11,CLN0 Comdty,7/2020,79.65,,,
69M,CLQ0 Comdty,8/2020,67.2,CLQ0 Comdty,8/2020,66.9,CLQ0 Comdty,8/2020,65.84,CLQ0 Comdty,8/2020,70.27,CLQ0 Comdty,8/2020,70.05,CLQ0 Comdty,8/2020,70.14,CLQ0 Comdty,8/2020,79.71,,,
70M,CLU0 Comdty,9/2020,67.27,CLU0 Comdty,9/2020,66.93,CLU0 Comdty,9/2020,65.92,CLU0 Comdty,9/2020,70.37,CLU0 Comdty,9/2020,70.09,CLU0 Comdty,9/2020,70.19,CLU0 Comdty,9/2020,79.77,,,
71M,CLV0 Comdty,10/2020,67.35,CLV0 Comdty,10/2020,66.98,CLV0 Comdty,10/2020,66.01,CLV0 Comdty,10/2020,70.49,CLV0 Comdty,10/2020,70.14,CLV0 Comdty,10/2020,70.25,CLV0 Comdty,10/2020,79.85,,,
6Y,CLX0 Comdty,11/2020,67.46,CLX0 Comdty,11/2020,67.05,CLX0 Comdty,11/2020,66.12,CLX0 Comdty,11/2020,70.63,CLX0 Comdty,11/2020,70.21,CLX0 Comdty,11/2020,70.32,CLX0 Comdty,11/2020,79.93,,,
73M,CLZ0 Comdty,12/2020,67.59,CLZ0 Comdty,12/2020,67.14,CLZ0 Comdty,12/2020,66.24,CLZ0 Comdty,12/2020,70.77,CLZ0 Comdty,12/2020,70.29,CLZ0 Comdty,12/2020,70.4,CLZ0 Comdty,12/2020,80.03,CLZ0 Comdty,12/2020,81.95
79M,CLM1 Comdty,6/2021,67.79,CLM1 Comdty,6/2021,67.29,CLM1 Comdty,6/2021,66.59,CLM1 Comdty,6/2021,71.14,CLM1 Comdty,6/2021,70.54,CLM1 Comdty,6/2021,70.65,CLM1 Comdty,6/2021,80.38,CLM1 Comdty,6/2021,81.99
85M,CLZ1 Comdty,12/2021,67.99,CLZ1 Comdty,12/2021,67.44,CLZ1 Comdty,12/2021,66.94,CLZ1 Comdty,12/2021,71.5,CLZ1 Comdty,12/2021,70.79,CLZ1 Comdty,12/2021,70.9,CLZ1 Comdty,12/2021,80.73,CLZ1 Comdty,12/2021,82.02
91M,CLM2 Comdty,6/2022,68.09,CLM2 Comdty,6/2022,67.54,CLM2 Comdty,6/2022,67.12,CLM2 Comdty,6/2022,71.63,CLM2 Comdty,6/2022,70.9,CLM2 Comdty,6/2022,71.01,CLM2 Comdty,6/2022,80.93,CLM2 Comdty,6/2022,82.05
97M,CLZ2 Comdty,12/2022,68.19,CLZ2 Comdty,12/2022,67.64,CLZ2 Comdty,12/2022,67.3,CLZ2 Comdty,12/2022,71.75,CLZ2 Comdty,12/2022,71.01,CLZ2 Comdty,12/2022,71.12,CLZ2 Comdty,12/2022,81.13,CLZ2 Comdty,12/2022,82.08
103M,CLM3 Comdty,6/2023,68.19,CLM3 Comdty,6/2023,67.64,CLM3 Comdty,6/2023,67.3,CLM3 Comdty,6/2023,71.75,CLM3 Comdty,6/2023,71.01,CLM3 Comdty,6/2023,71.12,CLM3 Comdty,6/2023,81.13,,,
109M,CLZ3 Comdty,12/2023,68.19,CLZ3 Comdty,12/2023,67.64,CLZ3 Comdty,12/2023,67.3,CLZ3 Comdty,12/2023,71.75,CLZ3 Comdty,12/2023,71.01,CLZ3 Comdty,12/2023,71.12,CLZ3 Comdty,12/2023,81.13,,,
